FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0013          ,         , 3.5             ,OVER_TOL , -0.13           ,         , 1.2             ,OVER_TOL
Basic_DAXPY               , -0.039          ,         , -0.039          ,         , 0.054           ,         , 0.54            ,OVER_TOL
Basic_IF_QUAD             , -0.0076         ,         , -0.0094         ,         , -0.11           ,         , 0.36            ,OVER_TOL
Basic_INIT3               , -0.014          ,         , -0.19           ,         , 0.015           ,         , 0.32            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0056         ,         , 0.25            ,OVER_TOL , -0.21           ,         , 0.73            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0034         ,         , 0.25            ,OVER_TOL , -0.011          ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.0078         ,         , -0.26           ,         , 0.0017          ,         , 0.29            ,OVER_TOL
Basic_NESTED_INIT         , -0.012          ,         , 0.096           ,         , -0.21           ,         , 0.25            ,OVER_TOL
Basic_REDUCE3_INT         , 0.0047          ,         , 6.6             ,OVER_TOL , -0.025          ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , 0.053           ,         , 0.046           ,         , 0.0014          ,         , 4.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.039          ,         , -0.26           ,         , -0.21           ,         , 0.25            ,        
Col Max                   , 0.053           ,         , 6.6             ,         , 0.054           ,         , 13              ,        
Col Avg                   , -0.0031         ,         , 1               ,         , -0.062          ,         , 2.3             ,        
Col Std Dev               , 0.00047         ,         , 4.5             ,         , 0.008           ,         , 15              ,        
