FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0003          ,         , 3.5             ,OVER_TOL , -0.11           ,         , 1.8             ,OVER_TOL
Basic_DAXPY               , -0.033          ,         , -0.034          ,         , -0.0019         ,         , 0.96            ,OVER_TOL
Basic_IF_QUAD             , -0.011          ,         , 0.007           ,         , 0.042           ,         , 0.69            ,OVER_TOL
Basic_INIT3               , -0.015          ,         , -0.19           ,         , -0.7            ,         , -0.58           ,        
Basic_INIT_VIEW1D         , 0.0036          ,         , 0.28            ,OVER_TOL , -0.23           ,         , 0.89            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.01           ,         , 0.28            ,OVER_TOL , 0.017           ,         , 1.8             ,OVER_TOL
Basic_MULADDSUB           , -0.014          ,         , -0.27           ,         , 0.0035          ,         , 0.54            ,OVER_TOL
Basic_NESTED_INIT         , -0.012          ,         , 0.081           ,         , 0.44            ,OVER_TOL , 1.3             ,OVER_TOL
Basic_REDUCE3_INT         , -0.018          ,         , 6.6             ,OVER_TOL , -0.031          ,         , 3.8             ,OVER_TOL
Basic_TRAP_INT            , 0.032           ,         , 0.056           ,         , -0.00078        ,         , 0.61            ,OVER_TOL
Stream_ADD                , 0.11            ,OVER_TOL , 0.057           ,         , 0.012           ,         , 0.96            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.033          ,         , -0.27           ,         , -0.7            ,         , -0.58           ,        
Col Max                   , 0.11            ,         , 6.6             ,         , 0.44            ,         , 3.8             ,        
Col Avg                   , 0.0026          ,         , 0.94            ,         , -0.051          ,         , 1.2             ,        
Col Std Dev               , 0.0013          ,         , 4.2             ,         , 0.065           ,         , 1.1             ,        
