FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.16           ,         , -0.16           ,         , 0.11            ,OVER_TOL , -0.15           ,        
Apps_ENERGY               , 0.0089          ,         , 0.076           ,         , -0.22           ,         , -0.28           ,        
Apps_FIR                  , -0.28           ,         , -0.28           ,         , 0.16            ,OVER_TOL , 0.44            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.016           ,         , 0.021           ,         , -0.16           ,         , 0.74            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.0086          ,         , 5               ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.042           ,         , 0.024           ,         , 8.7             ,OVER_TOL
Apps_PRESSURE             , -0.018          ,         , -0.031          ,         , -0.01           ,         , 0.79            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.035          ,         , -0.1            ,         , -0.016          ,        
Basic_DAXPY               , -0.015          ,         , -0.015          ,         , -0.038          ,         , 0.75            ,OVER_TOL
Basic_IF_QUAD             , -0.023          ,         , -0.037          ,         , 0.026           ,         , 0.47            ,OVER_TOL
Basic_INIT3               , -0.024          ,         , -0.16           ,         , 0.094           ,         , 0.098           ,        
Basic_INIT_VIEW1D         , -0.01           ,         , -0.01           ,         , 0.43            ,OVER_TOL , 1.7             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0078         ,         , 0.29            ,OVER_TOL , -0.34           ,         , 0.58            ,OVER_TOL
Basic_MULADDSUB           , -0.044          ,         , -0.18           ,         , -0.013          ,         , 0.37            ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.026           ,         , -0.34           ,         , 1               ,OVER_TOL
Basic_PI_ATOMIC           , 0.0016          ,         , 3.2             ,OVER_TOL , -0.04           ,         , 1.2             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0076         ,         , 7.1             ,OVER_TOL , -0.28           ,         , 9.7             ,OVER_TOL
Basic_TRAP_INT            , 0.00026         ,         , 0.076           ,         , -0.12           ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0028         ,         , -0.094          ,         , 0.21            ,OVER_TOL , -0.011          ,        
Lcals_EOS                 , -0.062          ,         , -0.14           ,         , 0.0096          ,         , 1.9             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0028         ,         , -0.0027         ,         , -0.0031         ,         , 0.37            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0013         ,         , 3               ,OVER_TOL , -0.16           ,         , 1.5             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0053         ,         , -0.0049         ,         , -0.014          ,         , 0.37            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.00083        ,         , 0.0079          ,         , -0.016          ,         , 0.0096          ,        
Lcals_HYDRO_1D            , -0.0029         ,         , -0.0071         ,         , -0.16           ,         , 0.66            ,OVER_TOL
Lcals_HYDRO_2D            , -0.013          ,         , 0.073           ,         , -0.0069         ,         , 0.35            ,OVER_TOL
Lcals_INT_PREDICT         , 0.0013          ,         , 0.048           ,         , -0.4            ,         , -0.49           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , 0.021           ,         , 0.16            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0071         ,         , -0.014          ,         , 0.014           ,         , 0.28            ,OVER_TOL
Stream_ADD                , -0.002          ,         , -0.0061         ,         , -0.0058         ,         , 0.3             ,OVER_TOL
Stream_COPY               , -0.005          ,         , -0.0013         ,         , -0.063          ,         , 0.26            ,OVER_TOL
Stream_DOT                , -0.0026         ,         , 1.2             ,OVER_TOL , 0.015           ,         , 5.6             ,OVER_TOL
Stream_MUL                , -0.0031         ,         , -0.0031         ,         , 0.0085          ,         , 0.91            ,OVER_TOL
Stream_TRIAD              , 0.0058          ,         , 0.031           ,         , 0.0014          ,         , 1.4             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.28           ,         , -0.28           ,         , -0.4            ,         , -0.49           ,        
Col Max                   , 0.016           ,         , 7.1             ,         , 0.43            ,         , 9.7             ,        
Col Avg                   , -0.04           ,         , 0.52            ,         , -0.04           ,         , 1.4             ,        
Col Std Dev               , 0.006           ,         , 2.3             ,         , 0.025           ,         , 5.4             ,        
