FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.017          ,         , 0.11            ,OVER_TOL , -0.071          ,         , -0.014          ,        
Basic_DAXPY               , -0.017          ,         , -0.0048         ,         , -0.082          ,         , -0.089          ,        
Basic_IF_QUAD             , 0.11            ,OVER_TOL , -0.07           ,         , 0.0029          ,         , -0.017          ,        
Basic_INIT3               , 0.052           ,         , -0.0071         ,         , -0.0031         ,         , 0.019           ,        
Basic_INIT_VIEW1D         , -0.071          ,         , 0.057           ,         , 0.0082          ,         , 0.066           ,        
Basic_INIT_VIEW1D_OFFSET  , -0.65           ,         , -0.51           ,         , 0.002           ,         , 0.041           ,        
Basic_MULADDSUB           , -0.006          ,         , -0.006          ,         , 0.019           ,         , -0.047          ,        
Basic_NESTED_INIT         , 0.0041          ,         , 0.075           ,         , 0               ,         , -0.0051         ,        
Basic_REDUCE3_INT         , -0.19           ,         , -0.25           ,         , -0.055          ,         , -0.049          ,        
Basic_TRAP_INT            , -0.17           ,         , -0.12           ,         , -0.12           ,         , -0.13           ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.65           ,         , -0.51           ,         , -0.12           ,         , -0.13           ,        
Col Max                   , 0.11            ,         , 0.11            ,         , 0.019           ,         , 0.066           ,        
Col Avg                   , -0.096          ,         , -0.073          ,         , -0.03           ,         , -0.022          ,        
Col Std Dev               , 0.041           ,         , 0.031           ,         , 0.002           ,         , 0.003           ,        
