FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.012          ,         , 0.2             ,OVER_TOL
Apps_ENERGY               , -0.019          ,         , 0.28            ,OVER_TOL , -0.086          ,         , -0.018          ,        
Apps_FIR                  , -0.27           ,         , -0.28           ,         , -0.038          ,         , 0.29            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.013           ,         , 0.012           ,         , 0.0051          ,         , 0.95            ,OVER_TOL
Apps_LTIMES               , -0.18           ,         , 4.2             ,OVER_TOL , 0.056           ,         , 4.8             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.035           ,         , 0.025           ,         , 8.9             ,OVER_TOL
Apps_PRESSURE             , 0.034           ,         , 0.013           ,         , -0.036          ,         , 0.83            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.036          ,         , 0.052           ,         , 0.075           ,        
Basic_DAXPY               , -0.016          ,         , -0.016          ,         , -0.025          ,         , 0.79            ,OVER_TOL
Basic_IF_QUAD             , -0.014          ,         , -0.031          ,         , 0.1             ,OVER_TOL , 0.14            ,OVER_TOL
Basic_INIT3               , -0.02           ,         , -0.17           ,         , -0.0033         ,         , 0.43            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0082         ,         , -0.0067         ,         , 0.0027          ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.016          ,         , -0.072          ,         , -3e-05          ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.055          ,         , -0.15           ,         , -0.008          ,         , 0.35            ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.02            ,         , -0.051          ,         , 1.6             ,OVER_TOL
Basic_PI_ATOMIC           , 0.00085         ,         , 3.2             ,OVER_TOL , -0.13           ,         , 1.2             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0075         ,         , 7.2             ,OVER_TOL , -0.079          ,         , 14              ,OVER_TOL
Basic_TRAP_INT            , -0.005          ,         , 0.06            ,         , -0.065          ,         , 1.6             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0034         ,         , -0.096          ,         , -0.048          ,         , -0.04           ,        
Lcals_EOS                 , -0.082          ,         , -0.085          ,         , 0.029           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0058         ,         , -0.006          ,         , -0.0014         ,         , 0.41            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0034         ,         , 3               ,OVER_TOL , -0.21           ,         , 2.6             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0044         ,         , -0.0041         ,         , 0.0062          ,         , 0.37            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.006          ,         , -0.0041         ,         , -0.0062         ,         , -0.00026        ,        
Lcals_HYDRO_1D            , -0.00037        ,         , -0.0092         ,         , -0.022          ,         , 1               ,OVER_TOL
Lcals_HYDRO_2D            , -0.026          ,         , 0.079           ,         , 0.003           ,         , 0.36            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0051         ,         , 0.036           ,         , 0.085           ,         , 0.15            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.016          ,         , 0.096           ,        
Lcals_TRIDIAG_ELIM        , 0.031           ,         , 0.0027          ,         , -0.0095         ,         , 0.26            ,OVER_TOL
Stream_ADD                , -0.0032         ,         , -0.0044         ,         , -0.0038         ,         , 0.25            ,OVER_TOL
Stream_COPY               , -0.0054         ,         , 0.0021          ,         , -0.1            ,         , 0.2             ,OVER_TOL
Stream_DOT                , -0.0076         ,         , 1.2             ,OVER_TOL , 0.02            ,         , 5.7             ,OVER_TOL
Stream_MUL                , -0.0049         ,         , -0.0043         ,         , -0.0038         ,         , 1.1             ,OVER_TOL
Stream_TRIAD              , -0.007          ,         , -0.01           ,         , 0.014           ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.28           ,         , -0.21           ,         , -0.04           ,        
Col Max                   , 0.034           ,         , 7.2             ,         , 0.1             ,         , 14              ,        
Col Avg                   , -0.039          ,         , 0.53            ,         , -0.016          ,         , 1.6             ,        
Col Std Dev               , 0.0055          ,         , 2.4             ,         , 0.0034          ,         , 8.3             ,        
