FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.083          ,         , -0.083          ,         , -0.00085        ,         , 0.19            ,OVER_TOL
Apps_ENERGY               , 0.026           ,         , 0.097           ,         , 0.0091          ,         , 0.061           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.036          ,         , 0.17            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.0037         ,         , 0.0093          ,         , -0.00025        ,         , 0.95            ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , 0.013           ,         , 4.5             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.041           ,         , -0.72           ,         , 1.7             ,OVER_TOL
Apps_PRESSURE             , -0.033          ,         , -0.035          ,         , -0.016          ,         , 0.82            ,OVER_TOL
Apps_VOL3D                , -0.024          ,         , -0.04           ,         , -0.006          ,         , 0.061           ,        
Basic_DAXPY               , -0.037          ,         , -0.038          ,         , 0.0091          ,         , 0.83            ,OVER_TOL
Basic_IF_QUAD             , -0.0053         ,         , -0.02           ,         , 0.031           ,         , 0.18            ,OVER_TOL
Basic_INIT3               , -0.021          ,         , -0.13           ,         , -0.11           ,         , 0.28            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0035         ,         , -0.0031         ,         , -0.028          ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.00093        ,         , 0.2             ,OVER_TOL , 0.0012          ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.047          ,         , -0.15           ,         , -0.0021         ,         , 0.4             ,OVER_TOL
Basic_NESTED_INIT         , -0.00013        ,         , 0.05            ,         , -0.0033         ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , 0.0034          ,         , 3.2             ,OVER_TOL , -0.037          ,         , 0.86            ,OVER_TOL
Basic_REDUCE3_INT         , -0.0083         ,         , 7.1             ,OVER_TOL , -0.041          ,         , 2.9             ,OVER_TOL
Basic_TRAP_INT            , -0.00046        ,         , 0.065           ,         , -0.017          ,         , 0.76            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.011          ,         , -0.1            ,         , 0.021           ,         , 0.17            ,OVER_TOL
Lcals_EOS                 , -0.012          ,         , -0.014          ,         , 0.0025          ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0029         ,         , -0.0032         ,         , -0.003          ,         , 0.81            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0021         ,         , 3               ,OVER_TOL , -0.042          ,         , 0.67            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0046         ,         , -0.006          ,         , -0.0014         ,         , 0.81            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.011          ,         , 0.0023          ,         , 0.0027          ,         , 0.73            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0044         ,         , -0.0043         ,         , -0.0063         ,         , 0.82            ,OVER_TOL
Lcals_HYDRO_2D            , -0.014          ,         , 0.079           ,         , -0.052          ,         , 0.36            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0031         ,         , 0.037           ,         , -0.019          ,         , 0.34            ,OVER_TOL
Lcals_PLANCKIAN           , -0.14           ,         , -0.14           ,         , 0.021           ,         , 0.19            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0071         ,         , -0.0055         ,         , 0.0061          ,         , 0.78            ,OVER_TOL
Stream_ADD                , -0.0072         ,         , -0.0042         ,         , -0.00012        ,         , 0.74            ,OVER_TOL
Stream_COPY               , -0.0042         ,         , 0.0013          ,         , 0.28            ,OVER_TOL , 0.68            ,OVER_TOL
Stream_DOT                , 0.0032          ,         , 1.2             ,OVER_TOL , -0.0045         ,         , 1.1             ,OVER_TOL
Stream_MUL                , -0.0032         ,         , -0.0039         ,         , -0.003          ,         , 0.84            ,OVER_TOL
Stream_TRIAD              , -0.0079         ,         , -0.0077         ,         , 0.0039          ,         , 0.82            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.72           ,         , 0.061           ,        
Col Max                   , 0.026           ,         , 7.1             ,         , 0.28            ,         , 4.5             ,        
Col Avg                   , -0.036          ,         , 0.53            ,         , -0.022          ,         , 0.89            ,        
Col Std Dev               , 0.0052          ,         , 2.3             ,         , 0.018           ,         , 0.72            ,        
