FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.017           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.5             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.008          ,         , -0.0039         ,         , -0.017          ,         , -0.063          ,        
Apps_ENERGY               , -0.0076         ,         , -0.043          ,         , 0.085           ,         , 0.025           ,        
Apps_FIR                  , 0.19            ,OVER_TOL , 0.19            ,OVER_TOL , 0.039           ,         , 0.18            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0038          ,         , -0.00062        ,         , 0.0029          ,         , 0.98            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.8             ,OVER_TOL , 0.00012         ,         , 6.7             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.049           ,         , -0.41           ,         , 3.5             ,OVER_TOL
Apps_PRESSURE             , -0.021          ,         , -0.03           ,         , -0.0014         ,         , 0.6             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.013          ,         , 0.03            ,         , 0.085           ,        
Basic_DAXPY               , -0.017          ,         , -0.017          ,         , 0.00027         ,         , 0.91            ,OVER_TOL
Basic_IF_QUAD             , -0.0083         ,         , 0.00024         ,         , 0.11            ,OVER_TOL , 0.36            ,OVER_TOL
Basic_INIT3               , -0.031          ,         , -0.19           ,         , -0.0074         ,         , 0.52            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.014          ,         , -0.014          ,         , -0.0038         ,         , 1.1             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.18           ,         , 0.066           ,         , -0.4            ,         , 0.41            ,OVER_TOL
Basic_MULADDSUB           , -0.036          ,         , -0.18           ,         , -0.00038        ,         , 0.4             ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.017           ,         , -0.0058         ,         , 1.8             ,OVER_TOL
Basic_PI_ATOMIC           , 0.00012         ,         , 3.2             ,OVER_TOL , 0.23            ,OVER_TOL , 1.7             ,OVER_TOL
Basic_REDUCE3_INT         , -0.025          ,         , 7.1             ,OVER_TOL , -0.075          ,         , 3.5             ,OVER_TOL
Basic_TRAP_INT            , 0.029           ,         , 0.084           ,         , -0.038          ,         , 0.65            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.011          ,         , -0.1            ,         , -0.012          ,         , 0.19            ,OVER_TOL
Lcals_EOS                 , -0.032          ,         , -0.035          ,         , -0.0066         ,         , 1.1             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0029         ,         , -0.0029         ,         , -0.0045         ,         , 0.82            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0026         ,         , 3               ,OVER_TOL , -0.047          ,         , 0.72            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0033         ,         , -0.0033         ,         , -0.0062         ,         , 0.8             ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.016          ,         , -0.0039         ,         , -0.013          ,         , 0.57            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0047         ,         , -0.0063         ,         , -0.014          ,         , 0.81            ,OVER_TOL
Lcals_HYDRO_2D            , -0.044          ,         , 0.068           ,         , 0.083           ,         , 0.35            ,OVER_TOL
Lcals_INT_PREDICT         , 0.0066          ,         , 0.043           ,         , 0.17            ,OVER_TOL , 0.062           ,        
Lcals_PLANCKIAN           , -0.19           ,         , -0.19           ,         , -0.077          ,         , 0.044           ,        
Lcals_TRIDIAG_ELIM        , -0.016          ,         , -0.017          ,         , -0.034          ,         , 0.26            ,OVER_TOL
Stream_ADD                , -0.0068         ,         , -0.0066         ,         , -0.0015         ,         , 0.32            ,OVER_TOL
Stream_COPY               , -0.0056         ,         , -0.0048         ,         , -0.1            ,         , 0.18            ,OVER_TOL
Stream_DOT                , -0.0034         ,         , 1.3             ,OVER_TOL , -0.00083        ,         , 5.7             ,OVER_TOL
Stream_MUL                , -0.0031         ,         , -0.003          ,         , -0.011          ,         , 1.3             ,OVER_TOL
Stream_TRIAD              , -0.0056         ,         , -0.0061         ,         , 0.03            ,         , 1.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.24           ,         , -0.19           ,         , -0.41           ,         , -0.063          ,        
Col Max                   , 0.19            ,         , 7.1             ,         , 0.23            ,         , inf             ,        
Col Avg                   , -0.029          ,         , 0.57            ,         , -0.015          ,         , inf             ,        
Col Std Dev               , 0.0059          ,         , 2.2             ,         , 0.013           ,         , -nan            ,        
