FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.11           ,         , -0.11           ,         , -0.25           ,         , 0.48            ,OVER_TOL
Apps_ENERGY               , -0.063          ,         , -0.078          ,         , 0.07            ,         , 0.12            ,OVER_TOL
Apps_FIR                  , -0.052          ,         , -0.16           ,         , -0.37           ,         , 0.19            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.00031        ,         , 0.0012          ,         , -0.011          ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 4.7             ,OVER_TOL , 0.0053          ,         , 4.4             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.19           ,         , 0.11            ,OVER_TOL , -0.13           ,         , 5.3             ,OVER_TOL
Apps_PRESSURE             , -0.0033         ,         , -0.0032         ,         , -0.026          ,         , 0.082           ,        
Apps_VOL3D                , -0.03           ,         , -0.045          ,         , -0.01           ,         , 0.34            ,OVER_TOL
Basic_ATOMIC_PI           , -0.0011         ,         , 3.5             ,OVER_TOL , -0.036          ,         , 2.6             ,OVER_TOL
Basic_DAXPY               , -0.031          ,         , -0.03           ,         , 0.0092          ,         , 0.93            ,OVER_TOL
Basic_IF_QUAD             , -0.0043         ,         , -0.02           ,         , 0.0029          ,         , 0.67            ,OVER_TOL
Basic_INIT3               , -0.022          ,         , -0.19           ,         , -0.048          ,         , 0.81            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0092         ,         , 0.28            ,OVER_TOL , -0.0018         ,         , 0.95            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.058          ,         , 0.21            ,OVER_TOL , -0.027          ,         , 0.99            ,OVER_TOL
Basic_MULADDSUB           , -0.092          ,         , -0.21           ,         , 0.00088         ,         , 0.84            ,OVER_TOL
Basic_NESTED_INIT         , -0.013          ,         , 0.085           ,         , 0.13            ,OVER_TOL , 0.8             ,OVER_TOL
Basic_REDUCE3_INT         , 0.031           ,         , 6.4             ,OVER_TOL , 0.6             ,OVER_TOL , 3.2             ,OVER_TOL
Basic_TRAP_INT            , 0.032           ,         , 0.028           ,         , -0.014          ,         , 0.54            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.02           ,         , -0.38           ,         , 0.0055          ,         , 0.61            ,OVER_TOL
Lcals_EOS                 , -0.0068         ,         , -0.0067         ,         , -0.0022         ,         , 0.91            ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0061         ,         , -0.0057         ,         , -0.52           ,         , -0.24           ,        
Lcals_FIRST_MIN           , -0.0068         ,         , 2.9             ,OVER_TOL , 0.1             ,OVER_TOL , 3.1             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0067         ,         , -0.0063         ,         , -0.011          ,         , 0.62            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.019          ,         , -0.017          ,         , -0.0078         ,         , 0.14            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0029         ,         , -0.0026         ,         , 0.021           ,         , 0.56            ,OVER_TOL
Lcals_HYDRO_2D            , -0.012          ,         , 0.56            ,OVER_TOL , 0.021           ,         , 0.99            ,OVER_TOL
Lcals_INT_PREDICT         , -0.013          ,         , 0.024           ,         , 0.0048          ,         , 0.33            ,OVER_TOL
Lcals_PLANCKIAN           , -0.21           ,         , -0.21           ,         , 0.033           ,         , 0.34            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0054         ,         , -0.0053         ,         , 0.0088          ,         , 0.51            ,OVER_TOL
Stream_ADD                , 0.0089          ,         , -0.019          ,         , -0.01           ,         , 0.28            ,OVER_TOL
Stream_COPY               , -0.0051         ,         , -0.001          ,         , -0.1            ,         , 0.14            ,OVER_TOL
Stream_DOT                , -0.0077         ,         , 1.2             ,OVER_TOL , 0.028           ,         , 5.9             ,OVER_TOL
Stream_MUL                , -0.0028         ,         , -0.0028         ,         , 0.0063          ,         , 0.37            ,OVER_TOL
Stream_TRIAD              , -0.0076         ,         , -0.0077         ,         , -0.0098         ,         , 0.3             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.23           ,         , -0.38           ,         , -0.52           ,         , -0.24           ,        
Col Max                   , 0.032           ,         , 6.4             ,         , 0.6             ,         , 5.9             ,        
Col Avg                   , -0.034          ,         , 0.54            ,         , -0.016          ,         , 1.2             ,        
Col Std Dev               , 0.0038          ,         , 2.2             ,         , 0.026           ,         , 2.2             ,        
