Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024191 ,   0.024235 , 0.108411 ,    7.045439 ,      5.628252 ,   13.628858 ,      4.725872 ,        Not run
Basic_DAXPY               , 0.299537 ,   0.292681 , 0.291118 ,    0.031984 ,      0.033414 ,    0.049529 ,      0.039125 ,        Not run
Basic_IF_QUAD             , 1.422848 ,   1.392204 , 1.432249 ,    0.033933 ,      0.035804 ,    0.029280 ,      0.030528 ,        Not run
Basic_INIT3               , 1.030980 ,   1.008956 , 0.834372 ,    0.050917 ,      0.054919 ,    0.066733 ,      0.052731 ,        Not run
Basic_INIT_VIEW1D         , 0.864009 ,   0.859019 , 1.124633 ,    0.037218 ,      0.038512 ,    0.085143 ,      0.040429 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.907335 ,   0.859202 , 1.123812 ,    0.037490 ,      0.037807 ,    0.095087 ,      0.039331 ,        Not run
Basic_MULADDSUB           , 0.784192 ,   0.776337 , 0.581020 ,    0.036146 ,      0.036540 ,    0.047868 ,      0.038870 ,        Not run
Basic_NESTED_INIT         , 0.852674 ,   0.845687 , 0.847677 ,    0.042460 ,      0.049069 ,    0.125360 ,      0.027158 ,        Not run
Basic_REDUCE3_INT         , 0.016072 ,   0.016143 , 0.085369 ,    0.001241 ,      0.001211 ,    0.024161 ,      0.004058 ,        Not run
Basic_TRAP_INT            , 0.376471 ,   0.394025 , 0.396025 ,    0.027674 ,      0.027445 ,    0.154998 ,      0.027119 ,        Not run
