FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.17           ,         , -0.078          ,         , -0.26           ,         , -0.3            ,        
Basic_DAXPY               , 0.092           ,         , 0.27            ,OVER_TOL , -0.16           ,         , -0.12           ,        
Basic_IF_QUAD             , 0.083           ,         , 0.1             ,OVER_TOL , 0.068           ,         , 0.05            ,        
Basic_INIT3               , -0.32           ,         , -0.31           ,         , -0.082          ,         , -0.0059         ,        
Basic_INIT_VIEW1D         , 0.025           ,         , 0.68            ,OVER_TOL , -0.08           ,         , -0.025          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.87           ,         , -0.81           ,         , 0.26            ,OVER_TOL , 1.4             ,OVER_TOL
Basic_MULADDSUB           , 0.0061          ,         , 0.03            ,         , 0.065           ,         , 0               ,        
Basic_NESTED_INIT         , -0.38           ,         , -0.28           ,         , 0.2             ,OVER_TOL , 0.056           ,        
Basic_REDUCE3_INT         , -0.26           ,         , -0.4            ,         , 0.03            ,         , -0.024          ,        
Basic_TRAP_INT            , -0.04           ,         , -0.017          ,         , 0.03            ,         , 0.024           ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.87           ,         , -0.81           ,         , -0.26           ,         , -0.3            ,        
Col Max                   , 0.092           ,         , 0.68            ,         , 0.26            ,         , 1.4             ,        
Col Avg                   , -0.18           ,         , -0.081          ,         , 0.0074          ,         , 0.11            ,        
Col Std Dev               , 0.078           ,         , 0.15            ,         , 0.023           ,         , 0.2             ,        
