FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.14           ,         , -0.15           ,         , -0.27           ,         , -0.018          ,        
Apps_ENERGY               , -6.1e-05        ,         , 0.085           ,         , -0.0061         ,         , 0.0021          ,        
Apps_FIR                  , -0.28           ,         , -0.28           ,         , -0.042          ,         , 0.18            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.016           ,         , 0.02            ,         , 0.0067          ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.79            ,OVER_TOL , 4.5             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.036           ,         , 0.016           ,         , 7.5             ,OVER_TOL
Apps_PRESSURE             , 0.0076          ,         , -0.013          ,         , -0.0083         ,         , 0.78            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.036          ,         , -0.007          ,         , 0.18            ,OVER_TOL
Basic_DAXPY               , -0.03           ,         , -0.033          ,         , 0.005           ,         , 0.85            ,OVER_TOL
Basic_IF_QUAD             , -0.014          ,         , -0.024          ,         , 0.028           ,         , 0.17            ,OVER_TOL
Basic_INIT3               , -0.018          ,         , -0.18           ,         , -0.0046         ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0078         ,         , -0.0082         ,         , -0.0035         ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.21           ,         , 0.017           ,         , -0.055          ,         , 1.2             ,OVER_TOL
Basic_MULADDSUB           , -0.052          ,         , -0.17           ,         , 0.068           ,         , 0.42            ,OVER_TOL
Basic_NESTED_INIT         , -0.017          ,         , 0.025           ,         , -0.0038         ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , 0.00081         ,         , 3               ,OVER_TOL , 0.0062          ,         , 1.7             ,OVER_TOL
Basic_REDUCE3_INT         , -0.012          ,         , 7               ,OVER_TOL , -0.033          ,         , 2.7             ,OVER_TOL
Basic_TRAP_INT            , 0.00042         ,         , 0.074           ,         , -0.023          ,         , 0.58            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.013          ,         , -0.1            ,         , -0.0086         ,         , 0.24            ,OVER_TOL
Lcals_EOS                 , -0.017          ,         , -0.018          ,         , -0.068          ,         , 1               ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0048         ,         , -0.0054         ,         , -0.0068         ,         , 0.83            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0052         ,         , 3               ,OVER_TOL , -0.078          ,         , 0.65            ,OVER_TOL
Lcals_FIRST_SUM           , -0.004          ,         , -0.0041         ,         , -0.0016         ,         , 0.36            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0094         ,         , -0.0029         ,         , 0.0094          ,         , 0.017           ,        
Lcals_HYDRO_1D            , -0.019          ,         , -0.019          ,         , -0.00071        ,         , 1               ,OVER_TOL
Lcals_HYDRO_2D            , -0.025          ,         , 0.072           ,         , 0.2             ,OVER_TOL , 0.33            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0034         ,         , 0.035           ,         , -0.00099        ,         , 0.003           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.024          ,         , 0.097           ,        
Lcals_TRIDIAG_ELIM        , -0.018          ,         , -0.0065         ,         , -0.33           ,         , -0.12           ,        
Stream_ADD                , -0.0049         ,         , -0.014          ,         , 0.0095          ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.0051         ,         , -0.0031         ,         , -0.069          ,         , 0.22            ,OVER_TOL
Stream_DOT                , -0.0039         ,         , 1.3             ,OVER_TOL , 0.083           ,         , 5.3             ,OVER_TOL
Stream_MUL                , -0.0038         ,         , -0.0036         ,         , 0.013           ,         , 0.92            ,OVER_TOL
Stream_TRIAD              , -0.029          ,         , -0.029          ,         , 0.011           ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.28           ,         , -0.28           ,         , -0.33           ,         , -0.12           ,        
Col Max                   , 0.016           ,         , 7               ,         , 0.79            ,         , 7.5             ,        
Col Avg                   , -0.048          ,         , 0.5             ,         , 0.006           ,         , 1.1             ,        
Col Std Dev               , 0.0066          ,         , 2.2             ,         , 0.026           ,         , 2.6             ,        
