FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0018          ,         , 3.5             ,OVER_TOL , 0.17            ,OVER_TOL , 1.3             ,OVER_TOL
Basic_DAXPY               , -0.029          ,         , -0.027          ,         , 0.03            ,         , 0.59            ,OVER_TOL
Basic_IF_QUAD             , 0.0041          ,         , -0.0069         ,         , -0.16           ,         , 0.27            ,OVER_TOL
Basic_INIT3               , -0.018          ,         , -0.2            ,         , -0.014          ,         , 0.39            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.023          ,         , 0.22            ,OVER_TOL , 0.01            ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.004          ,         , 0.25            ,OVER_TOL , -0.0015         ,         , 1.5             ,OVER_TOL
Basic_MULADDSUB           , -0.0086         ,         , -0.26           ,         , -0.0099         ,         , 0.29            ,OVER_TOL
Basic_NESTED_INIT         , -0.0091         ,         , 0.093           ,         , 0.064           ,         , 0.51            ,OVER_TOL
Basic_REDUCE3_INT         , -0.0045         ,         , 6.6             ,OVER_TOL , -0.053          ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , 0.043           ,         , 0.044           ,         , -0.12           ,         , 3.5             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.029          ,         , -0.26           ,         , -0.16           ,         , 0.27            ,        
Col Max                   , 0.043           ,         , 6.6             ,         , 0.17            ,         , 13              ,        
Col Avg                   , -0.0048         ,         , 1               ,         , -0.0085         ,         , 2.3             ,        
Col Std Dev               , 0.00035         ,         , 4.6             ,         , 0.0076          ,         , 14              ,        
