FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.16           ,         , -0.16           ,         , -0.25           ,         , 0.14            ,OVER_TOL
Apps_ENERGY               , -0.016          ,         , 0.075           ,         , -0.46           ,         , -0.41           ,        
Apps_FIR                  , -0.28           ,         , -0.28           ,         , -0.033          ,         , 0.35            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.013           ,         , 0.016           ,         , -0.15           ,         , 0.68            ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , -0.68           ,         , 0.83            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.046           ,         , 0.022           ,         , 9.2             ,OVER_TOL
Apps_PRESSURE             , -0.041          ,         , -0.069          ,         , -0.018          ,         , 0.78            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.036          ,         , 0.12            ,OVER_TOL , 0.16            ,OVER_TOL
Basic_DAXPY               , -0.012          ,         , -0.012          ,         , 0.0076          ,         , 0.87            ,OVER_TOL
Basic_IF_QUAD             , -0.015          ,         , -0.028          ,         , -0.0076         ,         , 0.088           ,        
Basic_INIT3               , -0.026          ,         , -0.17           ,         , -0.055          ,         , 0.36            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.01           ,         , -0.0097         ,         , -0.027          ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0087         ,         , 0.31            ,OVER_TOL , -0.087          ,         , 1.2             ,OVER_TOL
Basic_MULADDSUB           , -0.067          ,         , -0.2            ,         , -0.049          ,         , 0.3             ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.027           ,         , -0.51           ,         , -0.31           ,        
Basic_PI_ATOMIC           , -0.00043        ,         , 3.2             ,OVER_TOL , 0.01            ,         , 1.4             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0031         ,         , 7.2             ,OVER_TOL , -0.051          ,         , 15              ,OVER_TOL
Basic_TRAP_INT            , 4e-05           ,         , 0.06            ,         , -0.12           ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0042         ,         , -0.088          ,         , 0.00041         ,         , 0.49            ,OVER_TOL
Lcals_EOS                 , -0.0084         ,         , -0.01           ,         , 0.031           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0029         ,         , -0.0029         ,         , -0.0027         ,         , 0.44            ,OVER_TOL
Lcals_FIRST_MIN           , -0.00041        ,         , 3               ,OVER_TOL , -0.19           ,         , 1.8             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0053         ,         , -0.0052         ,         , 0.16            ,OVER_TOL , 0.46            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.012          ,         , 0.0048          ,         , -0.062          ,         , -0.039          ,        
Lcals_HYDRO_1D            , -0.015          ,         , -0.0091         ,         , 0.0047          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.022          ,         , 0.079           ,         , 0.014           ,         , 0.33            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0032         ,         , 0.037           ,         , 0.031           ,         , 0.49            ,OVER_TOL
Lcals_PLANCKIAN           , -0.17           ,         , -0.17           ,         , 0.013           ,         , 0.19            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0067         ,         , -0.0066         ,         , -0.012          ,         , 0.77            ,OVER_TOL
Stream_ADD                , -0.027          ,         , -0.01           ,         , -0.0092         ,         , 0.76            ,OVER_TOL
Stream_COPY               , -0.0047         ,         , 0.0014          ,         , 0.094           ,         , 0.77            ,OVER_TOL
Stream_DOT                , -0.0066         ,         , 1.2             ,OVER_TOL , -0.006          ,         , 1.2             ,OVER_TOL
Stream_MUL                , -0.0038         ,         , -0.0038         ,         , -0.0037         ,         , 0.83            ,OVER_TOL
Stream_TRIAD              , 0.0058          ,         , -0.008          ,         , 0.0039          ,         , 0.87            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.28           ,         , -0.28           ,         , -0.68           ,         , -0.41           ,        
Col Max                   , 0.013           ,         , 7.2             ,         , 0.16            ,         , 15              ,        
Col Avg                   , -0.042          ,         , 0.53            ,         , -0.067          ,         , 1.3             ,        
Col Std Dev               , 0.0057          ,         , 2.3             ,         , 0.029           ,         , 8.3             ,        
