FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.013           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.3             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , 0.00027         ,         , 0.0035          ,         , -0.00045        ,         , 0.13            ,OVER_TOL
Apps_ENERGY               , 0.012           ,         , -0.03           ,         , 0.028           ,         , 0.089           ,        
Apps_FIR                  , 0.21            ,OVER_TOL , 0.21            ,OVER_TOL , 0.03            ,         , 0.21            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0078          ,         , 0.0066          ,         , 0.0034          ,         , 0.98            ,OVER_TOL
Apps_LTIMES               , -0.25           ,         , 3.7             ,OVER_TOL , 0.022           ,         , 5.6             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.13           ,         , 0.21            ,OVER_TOL , 0.02            ,         , 4.8             ,OVER_TOL
Apps_PRESSURE             , -0.023          ,         , -0.027          ,         , -0.0083         ,         , 0.17            ,OVER_TOL
Apps_VOL3D                , -0.01           ,         , -0.013          ,         , -0.19           ,         , -0.23           ,        
Basic_DAXPY               , -0.02           ,         , -0.02           ,         , -0.0023         ,         , 0.83            ,OVER_TOL
Basic_IF_QUAD             , 0.017           ,         , 0.0069          ,         , -0.039          ,         , 0.26            ,OVER_TOL
Basic_INIT3               , -0.033          ,         , -0.15           ,         , 0.024           ,         , 0.54            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.00082        ,         , -0.00072        ,         , 0.00098         ,         , 1.1             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0012         ,         , 0.29            ,OVER_TOL , -0.2            ,         , 0.74            ,OVER_TOL
Basic_MULADDSUB           , -0.042          ,         , -0.16           ,         , -0.11           ,         , -0.079          ,        
Basic_NESTED_INIT         , -0.0016         ,         , 0.052           ,         , -0.02           ,         , 1.3             ,OVER_TOL
Basic_PI_ATOMIC           , -3e-05          ,         , 3.2             ,OVER_TOL , 0.13            ,OVER_TOL , 1.7             ,OVER_TOL
Basic_REDUCE3_INT         , -0.027          ,         , 7.4             ,OVER_TOL , 0.01            ,         , 3.4             ,OVER_TOL
Basic_TRAP_INT            , 0.0015          ,         , 0.073           ,         , -0.039          ,         , 0.61            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.019          ,         , -0.11           ,         , -0.011          ,         , 0.15            ,OVER_TOL
Lcals_EOS                 , -0.018          ,         , -0.021          ,         , -0.006          ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0035         ,         , -0.0031         ,         , -0.0095         ,         , 0.87            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0057         ,         , 3               ,OVER_TOL , 0.14            ,OVER_TOL , 0.81            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0028         ,         , -0.003          ,         , 0.016           ,         , 0.37            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.11           ,         , -0.11           ,         , -0.028          ,         , -0.012          ,        
Lcals_HYDRO_1D            , -0.0078         ,         , -0.0092         ,         , -0.011          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.044          ,         , 0.055           ,         , 0.025           ,         , 0.36            ,OVER_TOL
Lcals_INT_PREDICT         , 0.0027          ,         , 0.048           ,         , -0.26           ,         , -0.25           ,        
Lcals_PLANCKIAN           , -0.16           ,         , -0.16           ,         , -0.0094         ,         , 0.066           ,        
Lcals_TRIDIAG_ELIM        , -0.012          ,         , -0.013          ,         , 0.0012          ,         , 0.23            ,OVER_TOL
Stream_ADD                , -0.017          ,         , -0.015          ,         , -0.00075        ,         , 0.27            ,OVER_TOL
Stream_COPY               , -0.0056         ,         , 0.0012          ,         , -0.0048         ,         , 0.13            ,OVER_TOL
Stream_DOT                , -0.0074         ,         , 1.2             ,OVER_TOL , 0.0014          ,         , 5.6             ,OVER_TOL
Stream_MUL                , -0.0043         ,         , -0.004          ,         , -0.0018         ,         , 1               ,OVER_TOL
Stream_TRIAD              , -0.011          ,         , -0.011          ,         , 0.048           ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.16           ,         , -0.26           ,         , -0.25           ,        
Col Max                   , 0.21            ,         , 7.4             ,         , 0.14            ,         , inf             ,        
Col Avg                   , -0.021          ,         , 0.58            ,         , -0.013          ,         , inf             ,        
Col Std Dev               , 0.0045          ,         , 2.3             ,         , 0.0058          ,         , -nan            ,        
