FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.085          ,         , -0.0039         ,        
Apps_ENERGY               , 0.018           ,         , 0.11            ,OVER_TOL , -0.0019         ,         , 0.017           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.091          ,         , 0.11            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.0016         ,         , 0.01            ,         , 0.018           ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.014           ,         , 5               ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.04            ,         , 0.018           ,         , 8.8             ,OVER_TOL
Apps_PRESSURE             , 0.017           ,         , -0.0017         ,         , -0.0051         ,         , 0.84            ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.038          ,         , -0.0043         ,         , 0.11            ,OVER_TOL
Basic_DAXPY               , -0.016          ,         , -0.017          ,         , 0.0074          ,         , 0.88            ,OVER_TOL
Basic_IF_QUAD             , -0.029          ,         , -0.026          ,         , 0.027           ,         , 0.18            ,OVER_TOL
Basic_INIT3               , -0.021          ,         , -0.15           ,         , 0.046           ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0078         ,         , -0.0072         ,         , -0.022          ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0089         ,         , 0.24            ,OVER_TOL , -0.14           ,         , 1               ,OVER_TOL
Basic_MULADDSUB           , -0.049          ,         , -0.14           ,         , -0.0047         ,         , 0.44            ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.017           ,         , -0.0087         ,         , 1.8             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00088        ,         , 3.2             ,OVER_TOL , 0.21            ,OVER_TOL , 1.1             ,OVER_TOL
Basic_REDUCE3_INT         , 0.011           ,         , 6.8             ,OVER_TOL , -0.06           ,         , 18              ,OVER_TOL
Basic_TRAP_INT            , -0.0024         ,         , 0.068           ,         , -0.034          ,         , 1.6             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.0014          ,         , -0.084          ,         , 0.053           ,         , 0.0042          ,        
Lcals_EOS                 , -0.037          ,         , -0.026          ,         , 0.047           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.006          ,         , -0.0054         ,         , 0.011           ,         , 0.4             ,OVER_TOL
Lcals_FIRST_MIN           , -0.0018         ,         , 2.7             ,OVER_TOL , -0.15           ,         , 1.6             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0043         ,         , -0.0044         ,         , 0.0096          ,         , 0.4             ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.028          ,         , -0.0094         ,         , 0.0072          ,         , 0.016           ,        
Lcals_HYDRO_1D            , -0.0056         ,         , -0.0061         ,         , -0.0099         ,         , 0.96            ,OVER_TOL
Lcals_HYDRO_2D            , -0.02           ,         , 0.076           ,         , 0.033           ,         , 0.35            ,OVER_TOL
Lcals_INT_PREDICT         , 0.00019         ,         , 0.033           ,         , 0.19            ,OVER_TOL , -0.023          ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , 9.1e-05         ,         , 0.14            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.011          ,         , -0.006          ,         , 0.011           ,         , 0.52            ,OVER_TOL
Stream_ADD                , 0.013           ,         , 0.006           ,         , 0.0011          ,         , 0.28            ,OVER_TOL
Stream_COPY               , -0.0055         ,         , -0.002          ,         , -0.069          ,         , 0.13            ,OVER_TOL
Stream_DOT                , -0.0061         ,         , 1.2             ,OVER_TOL , 0.024           ,         , 5.7             ,OVER_TOL
Stream_MUL                , -0.0036         ,         , -0.0035         ,         , 0.0052          ,         , 0.96            ,OVER_TOL
Stream_TRIAD              , -0.0064         ,         , -0.00093        ,         , -0.0026         ,         , 1.5             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.15           ,         , -0.023          ,        
Col Max                   , 0.018           ,         , 6.8             ,         , 0.21            ,         , 18              ,        
Col Avg                   , -0.04           ,         , 0.51            ,         , 0.0014          ,         , 1.7             ,        
Col Std Dev               , 0.006           ,         , 2.1             ,         , 0.0047          ,         , 11              ,        
