Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024240 ,   0.024267 , 0.112094 ,    7.258848 ,      6.117196 ,   12.786099 ,      4.519627 ,        Not run
Basic_DAXPY               , 0.303136 ,   0.294749 , 0.294908 ,    0.034551 ,      0.038220 ,    0.057579 ,      0.040770 ,        Not run
Basic_IF_QUAD             , 1.433440 ,   1.391090 , 1.427627 ,    0.035455 ,      0.036108 ,    0.032119 ,      0.036720 ,        Not run
Basic_INIT3               , 1.040843 ,   1.015930 , 0.827433 ,    0.057777 ,      0.060261 ,    0.077186 ,      0.059160 ,        Not run
Basic_INIT_VIEW1D         , 0.902588 ,   0.914662 , 1.123062 ,    0.041360 ,      0.041950 ,    0.092043 ,      0.043467 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.919844 ,   0.898536 , 1.123140 ,    0.044372 ,      0.041932 ,    0.103877 ,      0.042183 ,        Not run
Basic_MULADDSUB           , 0.724169 ,   0.696797 , 0.608867 ,    0.040771 ,      0.042579 ,    0.056116 ,      0.042449 ,        Not run
Basic_NESTED_INIT         , 0.870927 ,   0.856379 , 0.859940 ,    0.045406 ,      0.040775 ,    0.130049 ,      0.026290 ,        Not run
Basic_REDUCE3_INT         , 0.016796 ,   0.016566 , 0.085058 ,    0.001221 ,      0.001345 ,    0.020130 ,      0.004092 ,        Not run
Basic_TRAP_INT            , 0.378519 ,   0.394114 , 0.395023 ,    0.028327 ,      0.027816 ,    0.154072 ,      0.029153 ,        Not run
