FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0019          ,         , 3.5             ,OVER_TOL , -0.093          ,         , 1               ,OVER_TOL
Basic_DAXPY               , -0.022          ,         , -0.025          ,         , -0.23           ,         , -0.7            ,        
Basic_IF_QUAD             , 0.0087          ,         , -0.0011         ,         , 0.024           ,         , 0.69            ,OVER_TOL
Basic_INIT3               , -0.013          ,         , -0.19           ,         , -0.0073         ,         , 0.73            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0043         ,         , 0.24            ,OVER_TOL , 0.036           ,         , 0.75            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.004          ,         , 0.26            ,OVER_TOL , -0.046          ,         , 0.77            ,OVER_TOL
Basic_MULADDSUB           , -0.0076         ,         , -0.26           ,         , 0.0014          ,         , 0.81            ,OVER_TOL
Basic_NESTED_INIT         , -0.0027         ,         , 0.093           ,         , -0.078          ,         , 1.1             ,OVER_TOL
Basic_REDUCE3_INT         , -0.00033        ,         , 6.6             ,OVER_TOL , 0.0055          ,         , 3               ,OVER_TOL
Basic_TRAP_INT            , 0.045           ,         , 0.043           ,         , -0.032          ,         , 0.52            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.022          ,         , -0.26           ,         , -0.23           ,         , -0.7            ,        
Col Max                   , 0.045           ,         , 6.6             ,         , 0.036           ,         , 3               ,        
Col Avg                   , 0.00017         ,         , 1               ,         , -0.042          ,         , 0.87            ,        
Col Std Dev               , 0.00028         ,         , 4.6             ,         , 0.0057          ,         , 0.74            ,        
