Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024887 ,   0.024868 , 0.111347 ,    6.401956 ,      5.852039 ,   16.784932 ,      6.304208 ,        Not run
Basic_DAXPY               , 0.289574 ,   0.275509 , 0.275976 ,    0.325032 ,      0.294319 ,    0.518657 ,      0.246605 ,        Not run
Basic_IF_QUAD             , 1.425645 ,   1.414734 , 1.631983 ,    0.112308 ,      0.110405 ,    0.180955 ,      0.111104 ,        Not run
Basic_INIT3               , 1.024910 ,   1.006669 , 0.835446 ,    0.234273 ,      0.232375 ,    0.431193 ,      0.239782 ,        Not run
Basic_INIT_VIEW1D         , 0.874247 ,   0.857282 , 1.132619 ,    0.244349 ,      0.242113 ,    0.481288 ,      0.247009 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.865603 ,   0.856996 , 1.241536 ,    0.250592 ,      0.242873 ,    0.497219 ,      0.247165 ,        Not run
Basic_MULADDSUB           , 0.725441 ,   0.688337 , 0.607209 ,    0.166028 ,      0.166464 ,    0.322585 ,      0.168677 ,        Not run
Basic_NESTED_INIT         , 0.940086 ,   0.935809 , 0.981768 ,    0.051274 ,      0.051226 ,    0.079625 ,      0.033235 ,        Not run
Basic_REDUCE3_INT         , 0.016750 ,   0.016840 , 0.124615 ,    0.008826 ,      0.008757 ,    0.035249 ,      0.009456 ,        Not run
Basic_TRAP_INT            , 0.381635 ,   0.396287 , 0.395414 ,    0.191493 ,      0.188825 ,    0.313360 ,      0.111140 ,        Not run
Stream_ADD                , 1.015814 ,   1.008885 , 1.009863 ,    0.057524 ,      0.057288 ,    0.104417 ,      0.057398 ,        Not run
Stream_COPY               , 1.158686 ,   1.153554 , 1.159388 ,    0.093875 ,      0.087823 ,    0.157916 ,      0.087844 ,        Not run
Stream_DOT                , 1.300583 ,   1.306245 , 2.880784 ,    0.197096 ,      0.195396 ,    0.399357 ,      0.115059 ,        Not run
Stream_MUL                , 1.201201 ,   1.197579 , 1.196483 ,    0.096702 ,      0.096309 ,    0.179826 ,      0.097800 ,        Not run
Stream_TRIAD              , 1.017085 ,   1.010070 , 1.010479 ,    0.098163 ,      0.089252 ,    0.100072 ,      0.105046 ,        Not run
