Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.167584 ,   0.946855 , 0.947363 ,    0.084616 ,      0.061661 ,    0.087292 ,       Not run ,        Not run
Apps_ENERGY               , 1.520536 ,   1.517861 , 1.659920 ,    0.085101 ,      0.070336 ,    0.074503 ,       Not run ,        Not run
Apps_FIR                  , 0.865283 ,   0.627882 , 0.627318 ,    0.036422 ,      0.041094 ,    0.046770 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.037537 ,   0.037833 , 0.037959 ,    0.342016 ,      0.345099 ,    0.725470 ,       Not run ,        Not run
Apps_LTIMES               , 0.296014 ,   0.225287 , 1.440639 ,    0.012539 ,      0.012933 ,    0.064016 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.300179 ,   0.226339 , 0.312466 ,    0.012519 ,      0.012792 ,    0.109391 ,       Not run ,        Not run
Apps_PRESSURE             , 1.631124 ,   1.617285 , 1.636282 ,    0.089453 ,      0.088777 ,    0.106603 ,       Not run ,        Not run
Apps_VOL3D                , 1.602111 ,   1.567081 , 1.542553 ,    0.072257 ,      0.072257 ,    0.075502 ,       Not run ,        Not run
Basic_DAXPY               , 0.334798 ,   0.328273 , 0.328158 ,    0.048471 ,      0.048770 ,    0.087684 ,      0.035922 ,        Not run
Basic_IF_QUAD             , 1.490735 ,   1.426191 , 1.427569 ,    0.052425 ,      0.054315 ,    0.056668 ,      0.055235 ,        Not run
Basic_INIT3               , 1.212070 ,   1.170946 , 1.009223 ,    0.067797 ,      0.062010 ,    0.086779 ,      0.084329 ,        Not run
Basic_INIT_VIEW1D         , 0.898925 ,   0.891817 , 0.892058 ,    0.237084 ,      0.224714 ,    0.321288 ,      0.199236 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.898722 ,   0.891647 , 1.125525 ,    0.215305 ,      0.161616 ,    0.379378 ,      0.225405 ,        Not run
Basic_MULADDSUB           , 0.912298 ,   0.843757 , 0.765629 ,    0.088194 ,      0.092341 ,    0.106440 ,      0.096917 ,        Not run
Basic_NESTED_INIT         , 0.366095 ,   0.358062 , 0.371545 ,    0.147392 ,      0.117862 ,    0.338316 ,      0.146785 ,        Not run
Basic_PI_ATOMIC           , 0.041378 ,   0.041536 , 0.175254 ,    7.576659 ,      9.041027 ,   18.126319 ,      7.298175 ,        Not run
Basic_REDUCE3_INT         , 0.008725 ,   0.008724 , 0.067604 ,    0.004418 ,      0.004353 ,    0.018940 ,      0.004166 ,        Not run
Basic_TRAP_INT            , 0.092920 ,   0.092606 , 0.098797 ,    0.007999 ,      0.007874 ,    0.012879 ,      0.005973 ,        Not run
Lcals_DIFF_PREDICT        , 1.562541 ,   1.555766 , 1.419412 ,    0.067513 ,      0.058256 ,    0.068898 ,      0.061081 ,        Not run
Lcals_EOS                 , 0.881914 ,   0.757121 , 0.763328 ,    0.039327 ,      0.036868 ,    0.079426 ,      0.068699 ,        Not run
Lcals_FIRST_DIFF          , 1.338158 ,   1.332590 , 1.332038 ,    0.112082 ,      0.108564 ,    0.196180 ,      0.121968 ,        Not run
Lcals_FIRST_MIN           , 0.039348 ,   0.039332 , 0.149130 ,    0.011351 ,      0.010900 ,    0.019831 ,      0.007410 ,        Not run
Lcals_FIRST_SUM           , 1.349904 ,   1.338920 , 1.338894 ,    0.111994 ,      0.108500 ,    0.196667 ,      0.121858 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.885217 ,   1.875304 , 1.889067 ,    0.207108 ,      0.212108 ,    0.320096 ,      0.286019 ,        Not run
Lcals_HYDRO_1D            , 1.022620 ,   1.019682 , 1.016024 ,    0.059743 ,      0.060099 ,    0.109621 ,      0.065294 ,        Not run
Lcals_HYDRO_2D            , 1.217179 ,   1.194449 , 1.292693 ,    0.054082 ,      0.055563 ,    0.078078 ,      0.078398 ,        Not run
Lcals_INT_PREDICT         , 2.121627 ,   2.128856 , 2.200597 ,    0.099648 ,      0.095284 ,    0.130252 ,      0.106008 ,        Not run
Lcals_PLANCKIAN           , 0.429190 ,   0.352533 , 0.352797 ,    0.018347 ,      0.017423 ,    0.020515 ,      0.018013 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.543418 ,   1.543946 , 1.538104 ,    0.061586 ,      0.060441 ,    0.109606 ,      0.068775 ,        Not run
Stream_ADD                , 1.045752 ,   1.022885 , 1.035559 ,    0.057124 ,      0.056823 ,    0.142977 ,      0.109700 ,        Not run
Stream_COPY               , 1.160879 ,   1.154683 , 1.155306 ,    0.156020 ,      0.116063 ,    0.159389 ,      0.101899 ,        Not run
Stream_DOT                , 1.317783 ,   1.309662 , 2.879128 ,    0.286945 ,      0.205108 ,    0.449550 ,      0.127284 ,        Not run
Stream_MUL                , 1.194097 ,   1.187144 , 1.186642 ,    0.095914 ,      0.100206 ,    0.216321 ,      0.107532 ,        Not run
Stream_TRIAD              , 1.026168 ,   1.016049 , 1.017855 ,    0.056325 ,      0.056286 ,    0.104342 ,      0.085142 ,        Not run
