Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.904224 ,    Not run , 1.938100 ,     Not run ,       Not run ,    0.400193 ,      0.468259 ,        Not run
Algorithm_SORTPAIRS       , 2.071927 ,    Not run , 6.834262 ,     Not run ,       Not run ,    0.852280 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.950740 ,   0.948345 , 0.952751 ,    0.039955 ,      0.040106 ,    0.045589 ,      0.135800 ,        Not run
Apps_ENERGY               , 1.579762 ,   1.601283 , 1.533504 ,    0.036066 ,      0.036880 ,    0.038454 ,      0.052237 ,        Not run
Apps_FIR                  , 0.673980 ,   0.773575 , 0.685442 ,    0.017015 ,      0.016047 ,    0.017160 ,      0.021186 ,        Not run
Apps_HALOEXCHANGE         , 0.039450 ,   0.039268 , 0.039336 ,    0.038281 ,      0.037841 ,    0.064077 ,      0.079811 ,        Not run
Apps_LTIMES               , 0.320399 ,   0.233436 , 1.554390 ,    0.006260 ,      0.006385 ,    0.059474 ,      0.052331 ,        Not run
Apps_LTIMES_NOVIEW        , 0.300385 ,   0.248420 , 0.233845 ,    0.006667 ,      0.008233 ,    0.063924 ,       Not run ,        Not run
Apps_PRESSURE             , 1.707744 ,   1.664335 , 1.658678 ,    0.019985 ,      0.019724 ,    0.058319 ,      0.057220 ,        Not run
Apps_VOL3D                , 1.602593 ,   1.566600 , 1.600874 ,    0.038158 ,      0.039789 ,    0.041680 ,      0.037773 ,        Not run
Basic_DAXPY               , 0.336140 ,   0.329972 , 0.329738 ,    0.005630 ,      0.005583 ,    0.011590 ,      0.014501 ,        Not run
Basic_IF_QUAD             , 1.465925 ,   1.470519 , 1.463372 ,    0.026267 ,      0.024214 ,    0.025825 ,      0.026916 ,        Not run
Basic_INIT3               , 1.262826 ,   1.223575 , 1.067741 ,    0.023388 ,      0.023319 ,    0.024903 ,      0.025307 ,        Not run
Basic_INIT_VIEW1D         , 0.919628 ,   0.914070 , 0.914262 ,    0.022651 ,      0.022621 ,    0.067775 ,      0.036908 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.916463 ,   0.913484 , 1.141444 ,    0.022488 ,      0.022712 ,    0.084586 ,      0.037144 ,        Not run
Basic_MULADDSUB           , 0.877874 ,   0.843432 , 0.743506 ,    0.018511 ,      0.018116 ,    0.019444 ,      0.019411 ,        Not run
Basic_NESTED_INIT         , 0.370417 ,   0.369232 , 0.386644 ,    0.010312 ,      0.010519 ,    0.070588 ,      0.038492 ,        Not run
Basic_PI_ATOMIC           , 0.041643 ,   0.041468 , 0.175352 ,    8.861012 ,      8.112822 ,   18.958216 ,      7.311820 ,        Not run
Basic_REDUCE3_INT         , 0.008625 ,   0.008413 , 0.067612 ,    0.000660 ,      0.000673 ,    0.009312 ,      0.002167 ,        Not run
Basic_TRAP_INT            , 0.092705 ,   0.092651 , 0.098602 ,    0.003154 ,      0.002894 ,    0.007714 ,      0.003032 ,        Not run
Lcals_DIFF_PREDICT        , 1.575739 ,   1.569580 , 1.416124 ,    0.035710 ,      0.035506 ,    0.036119 ,      0.038649 ,        Not run
Lcals_EOS                 , 0.742851 ,   0.727661 , 0.725841 ,    0.012376 ,      0.011837 ,    0.032216 ,      0.036408 ,        Not run
Lcals_FIRST_DIFF          , 1.328848 ,   1.323395 , 1.323348 ,    0.021640 ,      0.021633 ,    0.029204 ,      0.033389 ,        Not run
Lcals_FIRST_MIN           , 0.038626 ,   0.038529 , 0.149463 ,    0.002618 ,      0.003353 ,    0.010685 ,      0.003392 ,        Not run
Lcals_FIRST_SUM           , 1.329620 ,   1.322362 , 1.323214 ,    0.021654 ,      0.021540 ,    0.029112 ,      0.033743 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.734690 ,   1.705861 , 1.729158 ,    0.267455 ,      0.267180 ,    0.271478 ,      0.253667 ,        Not run
Lcals_HYDRO_1D            , 1.035601 ,   1.024337 , 1.027205 ,    0.014358 ,      0.015944 ,    0.029103 ,      0.019780 ,        Not run
Lcals_HYDRO_2D            , 1.260132 ,   1.204688 , 1.304958 ,    0.036152 ,      0.034324 ,    0.050000 ,      0.055008 ,        Not run
Lcals_INT_PREDICT         , 2.125817 ,   2.117153 , 2.203525 ,    0.063313 ,      0.063802 ,    0.065782 ,      0.067162 ,        Not run
Lcals_PLANCKIAN           , 0.425958 ,   0.353232 , 0.353135 ,    0.009870 ,      0.009293 ,    0.009937 ,      0.009790 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.438937 ,   1.419833 , 1.421847 ,    0.015172 ,      0.015029 ,    0.018568 ,      0.020371 ,        Not run
Stream_ADD                , 1.037403 ,   1.022818 , 1.023493 ,    0.013368 ,      0.013293 ,    0.016661 ,      0.018288 ,        Not run
Stream_COPY               , 1.160015 ,   1.153395 , 1.158849 ,    0.028777 ,      0.028146 ,    0.035166 ,      0.029734 ,        Not run
Stream_DOT                , 1.311397 ,   1.305910 , 2.881017 ,    0.029665 ,      0.030110 ,    0.195112 ,      0.037914 ,        Not run
Stream_MUL                , 1.199361 ,   1.193334 , 1.192760 ,    0.019127 ,      0.019232 ,    0.038579 ,      0.028882 ,        Not run
Stream_TRIAD              , 1.024126 ,   1.013177 , 1.012272 ,    0.012567 ,      0.013230 ,    0.024493 ,      0.033631 ,        Not run
