Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.025140 ,   0.946864 , 0.948750 ,    0.037843 ,      0.037721 ,    0.044896 ,       Not run ,        Not run
Apps_ENERGY               , 1.541369 ,   1.561097 , 1.666226 ,    0.056323 ,      0.056446 ,    0.059237 ,       Not run ,        Not run
Apps_FIR                  , 0.860735 ,   0.628448 , 0.628412 ,    0.036558 ,      0.034554 ,    0.040618 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.039924 ,   0.039982 , 0.040348 ,    0.384491 ,      0.383130 ,    0.781718 ,       Not run ,        Not run
Apps_LTIMES               , 0.297705 ,   0.224746 , 1.438222 ,    0.010541 ,      0.010637 ,    0.059576 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.301752 ,   0.227761 , 0.312547 ,    0.012612 ,      0.012826 ,    0.107097 ,       Not run ,        Not run
Apps_PRESSURE             , 1.627745 ,   1.616884 , 1.618793 ,    0.054692 ,      0.054825 ,    0.101981 ,       Not run ,        Not run
Apps_VOL3D                , 1.605178 ,   1.579504 , 1.545284 ,    0.065966 ,      0.065566 ,    0.070674 ,       Not run ,        Not run
Basic_DAXPY               , 0.337827 ,   0.330922 , 0.330718 ,    0.048195 ,      0.048353 ,    0.087032 ,      0.056855 ,        Not run
Basic_IF_QUAD             , 1.478847 ,   1.462767 , 1.444053 ,    0.044329 ,      0.045795 ,    0.065089 ,      0.049736 ,        Not run
Basic_INIT3               , 1.242480 ,   1.225569 , 1.095943 ,    0.069913 ,      0.075205 ,    0.082263 ,      0.057551 ,        Not run
Basic_INIT_VIEW1D         , 0.934916 ,   0.933582 , 0.933768 ,    0.129553 ,      0.129288 ,    0.302605 ,      0.143064 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.912733 ,   0.911638 , 1.139698 ,    0.154502 ,      0.128907 ,    0.309875 ,      0.141945 ,        Not run
Basic_MULADDSUB           , 0.904572 ,   0.851738 , 0.766675 ,    0.037190 ,      0.038080 ,    0.051207 ,      0.039233 ,        Not run
Basic_NESTED_INIT         , 0.368092 ,   0.367496 , 0.386234 ,    0.052148 ,      0.052027 ,    0.144967 ,      0.063486 ,        Not run
Basic_PI_ATOMIC           , 0.041318 ,   0.041328 , 0.175599 ,    7.695335 ,      9.587717 ,   16.717197 ,      7.425203 ,        Not run
Basic_REDUCE3_INT         , 0.008592 ,   0.008531 , 0.067737 ,    0.000707 ,      0.000631 ,    0.012171 ,      0.002204 ,        Not run
Basic_TRAP_INT            , 0.092639 ,   0.092557 , 0.098559 ,    0.003107 ,      0.002698 ,    0.007750 ,      0.002984 ,        Not run
Lcals_DIFF_PREDICT        , 1.582878 ,   1.567379 , 1.432128 ,    0.037458 ,      0.035637 ,    0.039694 ,      0.043464 ,        Not run
Lcals_EOS                 , 0.733544 ,   0.727531 , 0.729108 ,    0.011191 ,      0.011312 ,    0.029427 ,      0.035199 ,        Not run
Lcals_FIRST_DIFF          , 1.336582 ,   1.330971 , 1.331256 ,    0.021796 ,      0.021866 ,    0.029810 ,      0.032704 ,        Not run
Lcals_FIRST_MIN           , 0.039406 ,   0.039162 , 0.149068 ,    0.002734 ,      0.002827 ,    0.010913 ,      0.002490 ,        Not run
Lcals_FIRST_SUM           , 1.337858 ,   1.330809 , 1.331568 ,    0.021933 ,      0.021940 ,    0.029783 ,      0.032901 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.719493 ,   1.698117 , 1.735098 ,    0.302264 ,      0.301512 ,    0.304939 ,      0.304594 ,        Not run
Lcals_HYDRO_1D            , 1.030525 ,   1.021400 , 1.022299 ,    0.013433 ,      0.013309 ,    0.027510 ,      0.019172 ,        Not run
Lcals_HYDRO_2D            , 1.217558 ,   1.199617 , 1.305682 ,    0.035467 ,      0.035843 ,    0.050086 ,      0.057576 ,        Not run
Lcals_INT_PREDICT         , 2.179648 ,   2.169468 , 2.239812 ,    0.063175 ,      0.072311 ,    0.067003 ,      0.074759 ,        Not run
Lcals_PLANCKIAN           , 0.415583 ,   0.354207 , 0.354680 ,    0.008761 ,      0.008950 ,    0.010522 ,      0.009382 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.445855 ,   1.434761 , 1.435947 ,    0.014584 ,      0.014157 ,    0.017743 ,      0.020489 ,        Not run
Stream_ADD                , 1.020841 ,   1.016451 , 1.020993 ,    0.012522 ,      0.012426 ,    0.016105 ,      0.018188 ,        Not run
Stream_COPY               , 1.149003 ,   1.142859 , 1.150785 ,    0.029510 ,      0.026650 ,    0.034351 ,      0.037475 ,        Not run
Stream_DOT                , 1.307369 ,   1.305377 , 2.882925 ,    0.028209 ,      0.036064 ,    0.199291 ,      0.037529 ,        Not run
Stream_MUL                , 1.206848 ,   1.199529 , 1.196779 ,    0.018290 ,      0.018449 ,    0.036113 ,      0.028066 ,        Not run
Stream_TRIAD              , 1.022134 ,   1.012613 , 1.012528 ,    0.011692 ,      0.012438 ,    0.024216 ,      0.033122 ,        Not run
