FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.015          ,         , 0.13            ,OVER_TOL
Apps_ENERGY               , -0.00035        ,         , 0.08            ,         , -0.00043        ,         , 0.033           ,        
Apps_FIR                  , -0.27           ,         , -0.28           ,         , -0.068          ,         , 0.13            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0063          ,         , 0.012           ,         , 0.0019          ,         , 0.98            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.8             ,OVER_TOL , 0.012           ,         , 5.2             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.039           ,         , 0.023           ,         , 9.2             ,OVER_TOL
Apps_PRESSURE             , -0.0026         ,         , 0.05            ,         , -0.008          ,         , 0.88            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.035          ,         , -0.0043         ,         , 0.1             ,OVER_TOL
Basic_DAXPY               , -0.01           ,         , -0.01           ,         , 0.005           ,         , 0.85            ,OVER_TOL
Basic_IF_QUAD             , -0.0098         ,         , -0.025          ,         , 0.033           ,         , 0.14            ,OVER_TOL
Basic_INIT3               , -0.023          ,         , -0.19           ,         , 0.0031          ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0081         ,         , -0.0074         ,         , -0.0032         ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0084         ,         , 0.3             ,OVER_TOL , -0.022          ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.043          ,         , -0.16           ,         , -0.00036        ,         , 0.4             ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.022           ,         , -0.0024         ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , 0.00014         ,         , 3.2             ,OVER_TOL , 0.29            ,OVER_TOL , 1.5             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0013          ,         , 7.1             ,OVER_TOL , -0.027          ,         , 3.2             ,OVER_TOL
Basic_TRAP_INT            , -0.00047        ,         , 0.059           ,         , 0.0094          ,         , 0.73            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0044         ,         , -0.1            ,         , 0.022           ,         , 0.082           ,        
Lcals_EOS                 , -0.014          ,         , -0.014          ,         , -0.0013         ,         , 1.1             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0037         ,         , -0.0037         ,         , -0.0063         ,         , 0.81            ,OVER_TOL
Lcals_FIRST_MIN           , 0.0025          ,         , 3               ,OVER_TOL , -0.057          ,         , 0.69            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0042         ,         , -0.0031         ,         , -0.03           ,         , 0.78            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , 0.0024          ,         , 0.0084          ,         , -0.00099        ,         , 0.64            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0043         ,         , -0.0085         ,         , 0.0069          ,         , 0.85            ,OVER_TOL
Lcals_HYDRO_2D            , -0.017          ,         , 0.076           ,         , 0.08            ,         , 0.56            ,OVER_TOL
Lcals_INT_PREDICT         , 0.003           ,         , 0.036           ,         , -0.068          ,         , 0.5             ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.06           ,         , 0.11            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0086         ,         , -0.013          ,         , -0.0031         ,         , 0.75            ,OVER_TOL
Stream_ADD                , -1.5e-05        ,         , -0.0076         ,         , -0.0032         ,         , 0.76            ,OVER_TOL
Stream_COPY               , -0.0049         ,         , 0.0016          ,         , -0.036          ,         , 0.68            ,OVER_TOL
Stream_DOT                , -0.0075         ,         , 1.2             ,OVER_TOL , -0.0044         ,         , 0.94            ,OVER_TOL
Stream_MUL                , -0.0046         ,         , -0.0043         ,         , 0.022           ,         , 0.82            ,OVER_TOL
Stream_TRIAD              , -0.0024         ,         , -0.0056         ,         , 0.00019         ,         , 0.82            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.28           ,         , -0.068          ,         , 0.033           ,        
Col Max                   , 0.0063          ,         , 7.1             ,         , 0.29            ,         , 9.2             ,        
Col Avg                   , -0.039          ,         , 0.53            ,         , 0.0026          ,         , 1.2             ,        
Col Std Dev               , 0.0061          ,         , 2.3             ,         , 0.0033          ,         , 2.8             ,        
