Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      0.999 ,    0.223 ,       0.004 ,         0.005 ,       0.002 ,         0.006 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.038 ,    1.034 ,       7.774 ,         7.522 ,       4.967 ,         7.262 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.004 ,    0.986 ,      39.195 ,        34.995 ,      42.461 ,        36.018 ,        Not run
Basic_INIT3               ,    1.000 ,      1.026 ,    1.231 ,      15.194 ,        15.572 ,      11.883 ,        15.336 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.003 ,    0.779 ,      19.533 ,        19.669 ,       9.147 ,        18.601 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.004 ,    0.780 ,      19.299 ,        20.185 ,       8.206 ,        19.102 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.041 ,    1.186 ,      14.587 ,        14.801 ,      11.493 ,        14.961 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.002 ,    1.009 ,      17.256 ,        18.355 ,       6.642 ,        31.134 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.007 ,    0.192 ,      11.801 ,        11.984 ,       0.818 ,         3.979 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      0.955 ,    0.955 ,       3.363 ,        12.032 ,       2.410 ,        13.471 ,        Not run
