FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.046          ,         , 0.0054          ,         , 0.038           ,         , -0.024          ,        
Basic_DAXPY               , -0.05           ,         , 0.014           ,         , -0.052          ,         , -0.047          ,        
Basic_IF_QUAD             , 0.052           ,         , -0.061          ,         , 0.0038          ,         , -0.062          ,        
Basic_INIT3               , -0.0051         ,         , -0.003          ,         , 0.0051          ,         , 0.01            ,        
Basic_INIT_VIEW1D         , 0.013           ,         , 0.15            ,OVER_TOL , 0.059           ,         , 0.014           ,        
Basic_INIT_VIEW1D_OFFSET  , -0.67           ,         , -0.62           ,         , 0.0051          ,         , 0.003           ,        
Basic_MULADDSUB           , 0.00095         ,         , -0.053          ,         , -0.065          ,         , -0.0048         ,        
Basic_NESTED_INIT         , -0.13           ,         , -0.12           ,         , -0.13           ,         , -0.12           ,        
Basic_REDUCE3_INT         , 0.13            ,OVER_TOL , 0.001           ,         , -0.054          ,         , -0.052          ,        
Basic_TRAP_INT            , -0.1            ,         , -0.15           ,         , 0.013           ,         , -0.049          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.67           ,         , -0.62           ,         , -0.13           ,         , -0.12           ,        
Col Max                   , 0.13            ,         , 0.15            ,         , 0.059           ,         , 0.014           ,        
Col Avg                   , -0.081          ,         , -0.084          ,         , -0.017          ,         , -0.033          ,        
Col Std Dev               , 0.043           ,         , 0.038           ,         , 0.0028          ,         , 0.0016          ,        
