FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.16           ,         , -0.16           ,         , -0.02           ,         , 0.18            ,OVER_TOL
Apps_ENERGY               , 0.0028          ,         , 0.075           ,         , -0.025          ,         , 0.039           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.041          ,         , 0.17            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.051           ,         , 0.02            ,         , 0.0047          ,         , 0.97            ,OVER_TOL
Apps_LTIMES               , -0.23           ,         , 3.9             ,OVER_TOL , 0.17            ,OVER_TOL , 4.6             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.04            ,         , 0.019           ,         , 7.6             ,OVER_TOL
Apps_PRESSURE             , 0.018           ,         , 0.0055          ,         , 0.01            ,         , 0.88            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.036          ,         , -0.0076         ,         , 0.061           ,        
Basic_DAXPY               , -0.02           ,         , -0.023          ,         , 0.00053         ,         , 0.82            ,OVER_TOL
Basic_IF_QUAD             , -0.025          ,         , -0.027          ,         , -0.14           ,         , -0.0067         ,        
Basic_INIT3               , 0.0072          ,         , -0.13           ,         , -0.0023         ,         , 0.44            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0072         ,         , -0.0075         ,         , -0.032          ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.093          ,         , 0.14            ,OVER_TOL , -0.031          ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.04           ,         , -0.14           ,         , 0.014           ,         , 0.41            ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.017           ,         , 0.017           ,         , 1.9             ,OVER_TOL
Basic_PI_ATOMIC           , 0.0001          ,         , 3.2             ,OVER_TOL , 0.048           ,         , 1.5             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0089         ,         , 7               ,OVER_TOL , -0.0082         ,         , 4.2             ,OVER_TOL
Basic_TRAP_INT            , -0.0019         ,         , 0.07            ,         , -0.02           ,         , 0.61            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0086         ,         , -0.093          ,         , 0.066           ,         , 0.21            ,OVER_TOL
Lcals_EOS                 , -0.029          ,         , -0.031          ,         , 0.14            ,OVER_TOL , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0051         ,         , -0.0053         ,         , -0.002          ,         , 0.81            ,OVER_TOL
Lcals_FIRST_MIN           , 0.00073         ,         , 3               ,OVER_TOL , -0.063          ,         , 0.53            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0039         ,         , -0.0042         ,         , -0.0037         ,         , 0.81            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.034          ,         , -0.018          ,         , -0.023          ,         , 0.5             ,OVER_TOL
Lcals_HYDRO_1D            , -0.00069        ,         , 5.5e-05         ,         , 0.008           ,         , 0.84            ,OVER_TOL
Lcals_HYDRO_2D            , -0.018          ,         , 0.076           ,         , 0.0072          ,         , 0.46            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0014         ,         , 0.026           ,         , -0.27           ,         , 0.14            ,OVER_TOL
Lcals_PLANCKIAN           , -0.13           ,         , -0.13           ,         , 0.0053          ,         , 0.19            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.011          ,         , -0.01           ,         , 0.021           ,         , 0.79            ,OVER_TOL
Stream_ADD                , 0.0033          ,         , -0.012          ,         , 0.0017          ,         , 0.78            ,OVER_TOL
Stream_COPY               , -0.0021         ,         , 0.012           ,         , 0.093           ,         , 0.78            ,OVER_TOL
Stream_DOT                , -0.0022         ,         , 1.2             ,OVER_TOL , -0.017          ,         , 1               ,OVER_TOL
Stream_MUL                , -0.0034         ,         , -0.0038         ,         , -0.0099         ,         , 0.82            ,OVER_TOL
Stream_TRIAD              , -0.0031         ,         , -0.012          ,         , -0.14           ,         , 0.6             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.27           ,         , -0.0067         ,        
Col Max                   , 0.051           ,         , 7               ,         , 0.17            ,         , 7.6             ,        
Col Avg                   , -0.039          ,         , 0.52            ,         , -0.0064         ,         , 1.1             ,        
Col Std Dev               , 0.0058          ,         , 2.2             ,         , 0.0055          ,         , 2.2             ,        
