Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024336 ,   0.024249 , 0.102680 ,    5.601819 ,      5.966102 ,   10.141074 ,      4.395654 ,        Not run
Basic_DAXPY               , 0.305628 ,   0.297158 , 0.296355 ,    0.037918 ,      0.039121 ,    0.059184 ,      0.042400 ,        Not run
Basic_IF_QUAD             , 1.445084 ,   1.442860 , 1.417035 ,    0.034485 ,      0.030616 ,    0.043562 ,      0.032442 ,        Not run
Basic_INIT3               , 1.052840 ,   1.023798 , 0.855370 ,    0.060204 ,      0.059914 ,    0.079640 ,      0.063343 ,        Not run
Basic_INIT_VIEW1D         , 0.896082 ,   0.891828 , 1.127664 ,    0.041234 ,      0.041095 ,    0.092493 ,      0.044243 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.895296 ,   0.893022 , 1.202762 ,    0.041545 ,      0.040805 ,    0.099717 ,      0.045080 ,        Not run
Basic_MULADDSUB           , 0.789366 ,   0.782661 , 0.589228 ,    0.045258 ,      0.044466 ,    0.059141 ,      0.044645 ,        Not run
Basic_NESTED_INIT         , 0.870985 ,   0.862682 , 0.947817 ,    0.066580 ,      0.045629 ,    0.072118 ,      0.037270 ,        Not run
Basic_REDUCE3_INT         , 0.016465 ,   0.016527 , 0.126565 ,    0.001350 ,      0.001336 ,    0.019062 ,      0.004080 ,        Not run
Basic_TRAP_INT            , 0.375787 ,   0.395012 , 0.393164 ,    0.031645 ,      0.032322 ,    0.152594 ,      0.028030 ,        Not run
