FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.011           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.3             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0006         ,         , 0.003           ,         , 0.00015         ,         , 0.13            ,OVER_TOL
Apps_ENERGY               , 0.012           ,         , -0.029          ,         , -0.21           ,         , -0.18           ,        
Apps_FIR                  , 0.21            ,OVER_TOL , 0.21            ,OVER_TOL , 0.12            ,OVER_TOL , 0.041           ,        
Apps_HALOEXCHANGE         , -0.0022         ,         , -0.008          ,         , 0.0025          ,         , 0.73            ,OVER_TOL
Apps_LTIMES               , -0.25           ,         , 3.7             ,OVER_TOL , 0.0098          ,         , 7.3             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.039           ,         , 0.049           ,         , 8.3             ,OVER_TOL
Apps_PRESSURE             , -0.026          ,         , -0.029          ,         , 0.016           ,         , 1.3             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.013          ,         , 0.0066          ,         , 0.08            ,        
Basic_DAXPY               , -0.017          ,         , -0.017          ,         , -0.32           ,         , 0.88            ,OVER_TOL
Basic_IF_QUAD             , 0.02            ,         , 0.0088          ,         , -0.075          ,         , -0.027          ,        
Basic_INIT3               , -0.03           ,         , -0.15           ,         , -0.018          ,         , 0.086           ,        
Basic_INIT_VIEW1D         , -0.0026         ,         , -0.0027         ,         , 0.029           ,         , 3.7             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0022         ,         , 0.26            ,OVER_TOL , -0.15           ,         , 2.6             ,OVER_TOL
Basic_MULADDSUB           , -0.033          ,         , -0.15           ,         , -0.042          ,         , 0.037           ,        
Basic_NESTED_INIT         , -0.003          ,         , 0.046           ,         , -0.0035         ,         , 4.4             ,OVER_TOL
Basic_PI_ATOMIC           , -0.0027         ,         , 3.2             ,OVER_TOL , -0.029          ,         , 1.3             ,OVER_TOL
Basic_REDUCE3_INT         , -0.03           ,         , 7.4             ,OVER_TOL , 0.068           ,         , 19              ,OVER_TOL
Basic_TRAP_INT            , 2e-05           ,         , 0.059           ,         , -0.1            ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.013          ,         , -0.097          ,         , -0.012          ,         , 0.031           ,        
Lcals_EOS                 , -0.014          ,         , -0.015          ,         , -0.047          ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0049         ,         , -0.0045         ,         , 0.14            ,OVER_TOL , 0.34            ,OVER_TOL
Lcals_FIRST_MIN           , -0.004          ,         , 3               ,OVER_TOL , 0.22            ,OVER_TOL , 3.2             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0037         ,         , -0.0038         ,         , 0.022           ,         , 0.49            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.1            ,         , -0.1            ,         , -0.011          ,         , 0.0038          ,        
Lcals_HYDRO_1D            , -0.0094         ,         , -0.011          ,         , -0.012          ,         , 0.97            ,OVER_TOL
Lcals_HYDRO_2D            , -0.043          ,         , 0.05            ,         , 0.0039          ,         , 0.33            ,OVER_TOL
Lcals_INT_PREDICT         , -0.005          ,         , 0.035           ,         , -0.002          ,         , 0.017           ,        
Lcals_PLANCKIAN           , -0.16           ,         , -0.16           ,         , -0.024          ,         , 0.025           ,        
Lcals_TRIDIAG_ELIM        , -0.017          ,         , -0.018          ,         , -0.0097         ,         , 0.24            ,OVER_TOL
Stream_ADD                , -0.017          ,         , -0.017          ,         , -0.027          ,         , 0.23            ,OVER_TOL
Stream_COPY               , -0.0061         ,         , 0.002           ,         , 0.072           ,         , 0.26            ,OVER_TOL
Stream_DOT                , -0.0027         ,         , 1.2             ,OVER_TOL , 0.0046          ,         , 5.4             ,OVER_TOL
Stream_MUL                , -0.0055         ,         , -0.0049         ,         , -0.082          ,         , 0.81            ,OVER_TOL
Stream_TRIAD              , -0.012          ,         , -0.013          ,         , 0.016           ,         , 0.9             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.16           ,         , -0.32           ,         , -0.18           ,        
Col Max                   , 0.21            ,         , 7.4             ,         , 0.22            ,         , inf             ,        
Col Avg                   , -0.025          ,         , 0.57            ,         , -0.012          ,         , inf             ,        
Col Std Dev               , 0.0056          ,         , 2.3             ,         , 0.0086          ,         , -nan            ,        
