FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.015           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.5             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0076         ,         , -0.0041         ,         , -0.009          ,         , -0.017          ,        
Apps_ENERGY               , -0.00013        ,         , -0.04           ,         , 0.067           ,         , 0.03            ,        
Apps_FIR                  , 0.18            ,OVER_TOL , 0.18            ,OVER_TOL , 0.12            ,OVER_TOL , 0.43            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.014           ,         , 0.049           ,         , -0.13           ,         , 0.93            ,OVER_TOL
Apps_LTIMES               , -0.25           ,         , 3.7             ,OVER_TOL , 0.0084          ,         , 4.4             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.047           ,         , -0.048          ,         , 6.1             ,OVER_TOL
Apps_PRESSURE             , -0.018          ,         , -0.022          ,         , 0.0003          ,         , 1.3             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.014          ,         , 0.025           ,         , 0.11            ,OVER_TOL
Basic_DAXPY               , -0.024          ,         , -0.024          ,         , -0.013          ,         , 1.5             ,OVER_TOL
Basic_IF_QUAD             , -0.0017         ,         , -0.00042        ,         , 0.066           ,         , 0.15            ,OVER_TOL
Basic_INIT3               , -0.023          ,         , -0.18           ,         , -0.052          ,         , 0.1             ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0084         ,         , -0.0079         ,         , -0.11           ,         , 2.5             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.017          ,         , 0.17            ,OVER_TOL , -0.12           ,         , 2.7             ,OVER_TOL
Basic_MULADDSUB           , -0.038          ,         , -0.17           ,         , 0.04            ,         , 0.073           ,        
Basic_NESTED_INIT         , -0.021          ,         , 0.018           ,         , 0.042           ,         , 5.5             ,OVER_TOL
Basic_PI_ATOMIC           , -0.0017         ,         , 3.2             ,OVER_TOL , -0.056          ,         , 1.3             ,OVER_TOL
Basic_REDUCE3_INT         , -0.027          ,         , 6.7             ,OVER_TOL , -0.051          ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , -0.00034        ,         , 0.072           ,         , -0.083          ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0038         ,         , -0.099          ,         , 0.013           ,         , 0.0024          ,        
Lcals_EOS                 , -0.056          ,         , -0.067          ,         , -0.036          ,         , 1.5             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0048         ,         , -0.0047         ,         , 0.015           ,         , 0.41            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0058         ,         , 2.8             ,OVER_TOL , -0.078          ,         , 1.7             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0044         ,         , -0.0042         ,         , 0.008           ,         , 0.43            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.014          ,         , -0.0033         ,         , -0.011          ,         , 0.018           ,        
Lcals_HYDRO_1D            , -0.016          ,         , -0.017          ,         , 0.013           ,         , 1               ,OVER_TOL
Lcals_HYDRO_2D            , -0.033          ,         , 0.062           ,         , -0.044          ,         , 0.26            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0045         ,         , 0.042           ,         , -0.24           ,         , -0.24           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.015          ,         , 0.042           ,        
Lcals_TRIDIAG_ELIM        , -0.012          ,         , -0.014          ,         , -0.014          ,         , 0.28            ,OVER_TOL
Stream_ADD                , -0.016          ,         , -0.018          ,         , -0.0028         ,         , 0.33            ,OVER_TOL
Stream_COPY               , -0.0068         ,         , -0.0032         ,         , -0.055          ,         , 0.26            ,OVER_TOL
Stream_DOT                , -0.023          ,         , 1.2             ,OVER_TOL , -0.8            ,         , 0.32            ,OVER_TOL
Stream_MUL                , -0.011          ,         , -0.011          ,         , -0.013          ,         , 2.4             ,OVER_TOL
Stream_TRIAD              , -0.012          ,         , -0.012          ,         , 0.0021          ,         , 2.1             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.18           ,         , -0.8            ,         , -0.24           ,        
Col Max                   , 0.18            ,         , 6.7             ,         , 0.12            ,         , inf             ,        
Col Avg                   , -0.027          ,         , 0.55            ,         , -0.046          ,         , inf             ,        
Col Std Dev               , 0.0052          ,         , 2               ,         , 0.021           ,         , -nan            ,        
