FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.3            ,         , -0.28           ,         , 0.06            ,         , -0.002          ,        
Basic_DAXPY               , -0.045          ,         , -0.043          ,         , 0.059           ,         , 0.059           ,        
Basic_IF_QUAD             , 0.0062          ,         , 0.034           ,         , -0.051          ,         , -0.0078         ,        
Basic_INIT3               , -0.002          ,         , 0.065           ,         , -0.071          ,         , 0.0019          ,        
Basic_INIT_VIEW1D         , 0.39            ,OVER_TOL , 0.003           ,         , -0.024          ,         , 0.038           ,        
Basic_INIT_VIEW1D_OFFSET  , -0.65           ,         , -0.61           ,         , -0.05           ,         , -0.066          ,        
Basic_MULADDSUB           , 0.037           ,         , 0.015           ,         , -0.019          ,         , 0.0058          ,        
Basic_NESTED_INIT         , -0.072          ,         , -0.013          ,         , 0.012           ,         , 0.015           ,        
Basic_REDUCE3_INT         , -0.041          ,         , 0.26            ,OVER_TOL , -0.055          ,         , -0.051          ,        
Basic_TRAP_INT            , -0.026          ,         , -0.02           ,         , -0.11           ,         , -0.12           ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.65           ,         , -0.61           ,         , -0.11           ,         , -0.12           ,        
Col Max                   , 0.39            ,         , 0.26            ,         , 0.06            ,         , 0.059           ,        
Col Avg                   , -0.07           ,         , -0.059          ,         , -0.025          ,         , -0.013          ,        
Col Std Dev               , 0.062           ,         , 0.049           ,         , 0.0027          ,         , 0.0024          ,        
