Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Algorithm_SORT            , 1.926102 ,    Not run , 1.948145 ,     Not run ,       Not run ,    0.408426 ,      0.173454 ,        Not run
Algorithm_SORTPAIRS       , 2.117406 ,    Not run , 6.886696 ,     Not run ,       Not run ,    0.682786 ,      0.000000 ,        Not run
Apps_DEL_DOT_VEC_2D       , 0.961225 ,   0.947751 , 0.951149 ,    0.039717 ,      0.039166 ,    0.045638 ,      0.134003 ,        Not run
Apps_ENERGY               , 1.565523 ,   1.581163 , 1.518153 ,    0.058495 ,      0.060110 ,    0.063591 ,      0.104451 ,        Not run
Apps_FIR                  , 0.674612 ,   0.815952 , 0.815904 ,    0.033627 ,      0.034163 ,    0.040267 ,      0.041067 ,        Not run
Apps_HALOEXCHANGE         , 0.038250 ,   0.038371 , 0.038163 ,    0.316985 ,      0.317283 ,    0.625034 ,      0.371133 ,        Not run
Apps_LTIMES               , 0.302445 ,   0.227223 , 1.430046 ,    0.010710 ,      0.010808 ,    0.076073 ,      0.104388 ,        Not run
Apps_LTIMES_NOVIEW        , 0.304825 ,   0.229829 , 0.318974 ,    0.010939 ,      0.011266 ,    0.102049 ,       Not run ,        Not run
Apps_PRESSURE             , 1.702083 ,   1.657752 , 1.655918 ,    0.059067 ,      0.118670 ,    0.089664 ,      0.166961 ,        Not run
Apps_VOL3D                , 1.602961 ,   1.566797 , 1.581381 ,    0.069383 ,      0.069762 ,    0.071658 ,      0.068768 ,        Not run
Basic_DAXPY               , 0.332624 ,   0.325363 , 0.325332 ,    0.027562 ,      0.027771 ,    0.054825 ,      0.035670 ,        Not run
Basic_IF_QUAD             , 1.482020 ,   1.471049 , 1.484924 ,    0.049002 ,      0.045348 ,    0.053176 ,      0.045518 ,        Not run
Basic_INIT3               , 1.311364 ,   1.262677 , 1.128242 ,    0.049868 ,      0.049418 ,    0.071897 ,      0.052262 ,        Not run
Basic_INIT_VIEW1D         , 0.913362 ,   0.908152 , 0.906802 ,    0.129304 ,      0.130104 ,    0.317451 ,      0.142212 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.908096 ,   0.906373 , 1.143172 ,    0.129806 ,      0.137354 ,    0.305496 ,      0.141880 ,        Not run
Basic_MULADDSUB           , 0.912625 ,   0.878428 , 0.770045 ,    0.037718 ,      0.037694 ,    0.051442 ,      0.039573 ,        Not run
Basic_NESTED_INIT         , 0.367157 ,   0.365487 , 0.384144 ,    0.056004 ,      0.053074 ,    0.143998 ,      0.089224 ,        Not run
Basic_PI_ATOMIC           , 0.041373 ,   0.041332 , 0.175996 ,    8.344099 ,      7.679174 ,   21.789250 ,      6.469342 ,        Not run
Basic_REDUCE3_INT         , 0.008646 ,   0.008242 , 0.071208 ,    0.000660 ,      0.000687 ,    0.012881 ,      0.002222 ,        Not run
Basic_TRAP_INT            , 0.092662 ,   0.092767 , 0.099085 ,    0.002963 ,      0.002783 ,    0.007883 ,      0.003160 ,        Not run
Lcals_DIFF_PREDICT        , 1.565537 ,   1.538179 , 1.405919 ,    0.035176 ,      0.105869 ,    0.038704 ,      0.037174 ,        Not run
Lcals_EOS                 , 0.732644 ,   0.722659 , 0.721077 ,    0.012563 ,      0.012158 ,    0.032080 ,      0.036040 ,        Not run
Lcals_FIRST_DIFF          , 1.312730 ,   1.305650 , 1.306036 ,    0.021813 ,      0.021747 ,    0.029317 ,      0.032552 ,        Not run
Lcals_FIRST_MIN           , 0.037559 ,   0.037733 , 0.149709 ,    0.003816 ,      0.004742 ,    0.010696 ,      0.003424 ,        Not run
Lcals_FIRST_SUM           , 1.310279 ,   1.304517 , 1.305284 ,    0.021217 ,      0.022088 ,    0.029135 ,      0.032446 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.891806 ,   1.725164 , 1.724038 ,    0.298378 ,      0.294708 ,    0.299005 ,      0.285412 ,        Not run
Lcals_HYDRO_1D            , 1.021984 ,   1.011742 , 1.010918 ,    0.014311 ,      0.014161 ,    0.032741 ,      0.019061 ,        Not run
Lcals_HYDRO_2D            , 1.324108 ,   1.264904 , 1.387636 ,    0.035311 ,      0.036116 ,    0.048947 ,      0.056418 ,        Not run
Lcals_INT_PREDICT         , 2.108147 ,   2.101332 , 2.182340 ,    0.062142 ,      0.065663 ,    0.064936 ,      0.066894 ,        Not run
Lcals_PLANCKIAN           , 0.417816 ,   0.353134 , 0.353062 ,    0.009030 ,      0.009137 ,    0.009874 ,      0.009518 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.438683 ,   1.417150 , 1.417244 ,    0.014843 ,      0.014877 ,    0.018645 ,      0.020031 ,        Not run
Stream_ADD                , 1.012463 ,   0.998118 , 0.999271 ,    0.014147 ,      0.012931 ,    0.016347 ,      0.017917 ,        Not run
Stream_COPY               , 1.147441 ,   1.140291 , 1.152377 ,    0.028074 ,      0.031690 ,    0.030949 ,      0.032714 ,        Not run
Stream_DOT                , 1.299316 ,   1.286443 , 2.879818 ,    0.027965 ,      0.027834 ,    0.200330 ,      0.037032 ,        Not run
Stream_MUL                , 1.179936 ,   1.176000 , 1.176416 ,    0.099018 ,      0.018582 ,    0.052817 ,      0.027850 ,        Not run
Stream_TRIAD              , 1.008065 ,   0.998141 , 0.997545 ,    0.012465 ,      0.013258 ,    0.027884 ,      0.033351 ,        Not run
