Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.096983 ,   0.947386 , 0.947479 ,    0.042913 ,      0.042533 ,    0.052954 ,       Not run ,        Not run
Apps_ENERGY               , 1.600248 ,   1.532046 , 1.651617 ,    0.065422 ,      0.065292 ,    0.067098 ,       Not run ,        Not run
Apps_FIR                  , 0.840326 ,   0.628710 , 0.629260 ,    0.036216 ,      0.034461 ,    0.041722 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.036655 ,   0.036464 , 0.036618 ,    0.319709 ,      0.320263 ,    0.626483 ,       Not run ,        Not run
Apps_LTIMES               , 0.279877 ,   0.225338 , 1.441383 ,    0.046998 ,      0.016409 ,    0.084653 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.266353 ,   0.227260 , 0.312536 ,    0.016571 ,      0.016828 ,    0.135093 ,       Not run ,        Not run
Apps_PRESSURE             , 1.763781 ,   1.663903 , 1.604581 ,    0.089933 ,      0.100877 ,    0.110876 ,       Not run ,        Not run
Apps_VOL3D                , 1.603453 ,   1.567116 , 1.543960 ,    0.066258 ,      0.066316 ,    0.076054 ,       Not run ,        Not run
Basic_DAXPY               , 0.340471 ,   0.331453 , 0.331143 ,    0.027811 ,      0.038387 ,    0.051434 ,      0.037126 ,        Not run
Basic_IF_QUAD             , 1.454327 ,   1.415560 , 1.415208 ,    0.051168 ,      0.052406 ,    0.052271 ,      0.059099 ,        Not run
Basic_INIT3               , 1.305749 ,   1.285256 , 1.145679 ,    0.051434 ,      0.051040 ,    0.072509 ,      0.070296 ,        Not run
Basic_INIT_VIEW1D         , 0.907447 ,   0.899850 , 0.900093 ,    0.183361 ,      0.150284 ,    0.358598 ,      0.162457 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.907434 ,   0.899125 , 1.127332 ,    0.182196 ,      0.137110 ,    0.354080 ,      0.146321 ,        Not run
Basic_MULADDSUB           , 0.915059 ,   0.842169 , 0.742493 ,    0.060881 ,      0.059062 ,    0.084816 ,      0.047467 ,        Not run
Basic_NESTED_INIT         , 0.358289 ,   0.350303 , 0.365212 ,    0.052758 ,      0.052962 ,    0.151895 ,      0.105615 ,        Not run
Basic_PI_ATOMIC           , 0.041373 ,   0.041428 , 0.175862 ,    9.418832 ,      8.712875 ,   16.639120 ,      6.552342 ,        Not run
Basic_REDUCE3_INT         , 0.008326 ,   0.008177 , 0.067478 ,    0.004549 ,      0.004432 ,    0.016635 ,      0.004955 ,        Not run
Basic_TRAP_INT            , 0.092559 ,   0.092447 , 0.098697 ,    0.008106 ,      0.007793 ,    0.013129 ,      0.006020 ,        Not run
Lcals_DIFF_PREDICT        , 1.548613 ,   1.539883 , 1.401482 ,    0.055755 ,      0.056099 ,    0.066737 ,      0.059252 ,        Not run
Lcals_EOS                 , 0.752838 ,   0.746945 , 0.738323 ,    0.036335 ,      0.036289 ,    0.078476 ,      0.068690 ,        Not run
Lcals_FIRST_DIFF          , 1.331517 ,   1.325551 , 1.325595 ,    0.111450 ,      0.107952 ,    0.196851 ,      0.120298 ,        Not run
Lcals_FIRST_MIN           , 0.037463 ,   0.037420 , 0.149237 ,    0.012121 ,      0.010779 ,    0.019451 ,      0.007305 ,        Not run
Lcals_FIRST_SUM           , 1.317545 ,   1.312571 , 1.312462 ,    0.108564 ,      0.107920 ,    0.197288 ,      0.119524 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.725321 ,   1.709838 , 1.716113 ,    0.347478 ,      0.363438 ,    0.508642 ,      0.334153 ,        Not run
Lcals_HYDRO_1D            , 1.004189 ,   0.995587 , 0.997885 ,    0.060287 ,      0.060130 ,    0.110682 ,      0.066172 ,        Not run
Lcals_HYDRO_2D            , 1.223137 ,   1.195806 , 1.292407 ,    0.051175 ,      0.050219 ,    0.073877 ,      0.088693 ,        Not run
Lcals_INT_PREDICT         , 2.090995 ,   2.111587 , 2.171871 ,    0.095134 ,      0.091341 ,    0.140768 ,      0.095574 ,        Not run
Lcals_PLANCKIAN           , 0.431192 ,   0.352388 , 0.353210 ,    0.016240 ,      0.015974 ,    0.018991 ,      0.012167 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.521908 ,   1.520927 , 1.511050 ,    0.061768 ,      0.062119 ,    0.108915 ,      0.062822 ,        Not run
Stream_ADD                , 1.045071 ,   1.007718 , 1.032859 ,    0.057258 ,      0.057379 ,    0.101316 ,      0.059214 ,        Not run
Stream_COPY               , 1.143087 ,   1.137139 , 1.140135 ,    0.089698 ,      0.098827 ,    0.160957 ,      0.099310 ,        Not run
Stream_DOT                , 1.282536 ,   1.274655 , 2.879260 ,    0.198661 ,      0.196826 ,    0.417866 ,      0.125147 ,        Not run
Stream_MUL                , 1.269752 ,   1.257569 , 1.256512 ,    0.096568 ,      0.095829 ,    0.175015 ,      0.105622 ,        Not run
Stream_TRIAD              , 1.071528 ,   1.077124 , 1.062735 ,    0.056216 ,      0.056133 ,    0.100523 ,      0.080036 ,        Not run
