FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.00046         ,         , 3.5             ,OVER_TOL , -0.015          ,         , 1.3             ,OVER_TOL
Basic_DAXPY               , -0.048          ,         , -0.05           ,         , 0.001           ,         , 0.65            ,OVER_TOL
Basic_IF_QUAD             , -0.011          ,         , 0.0013          ,         , -0.68           ,         , -0.58           ,        
Basic_INIT3               , -0.033          ,         , -0.19           ,         , -0.021          ,         , 0.37            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.014          ,         , 0.24            ,OVER_TOL , -0.21           ,         , 0.88            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.011          ,         , 0.25            ,OVER_TOL , 0.031           ,         , 1.8             ,OVER_TOL
Basic_MULADDSUB           , -0.019          ,         , -0.25           ,         , 0.024           ,         , 0.33            ,OVER_TOL
Basic_NESTED_INIT         , -0.01           ,         , 0.083           ,         , 0.069           ,         , 0.76            ,OVER_TOL
Basic_REDUCE3_INT         , -0.047          ,         , 6.3             ,OVER_TOL , -0.14           ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , 0.033           ,         , 0.028           ,         , -0.036          ,         , 4.7             ,OVER_TOL
Stream_ADD                , -0.06           ,         , -0.025          ,         , 0.0042          ,         , 0.25            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.06           ,         , -0.25           ,         , -0.68           ,         , -0.58           ,        
Col Max                   , 0.033           ,         , 6.3             ,         , 0.069           ,         , 13              ,        
Col Avg                   , -0.02           ,         , 0.89            ,         , -0.088          ,         , 2.2             ,        
Col Std Dev               , 0.00062         ,         , 3.9             ,         , 0.041           ,         , 14              ,        
