FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.06           ,         , -0.06           ,         , -0.097          ,         , 0.27            ,OVER_TOL
Apps_ENERGY               , 0.026           ,         , 0.096           ,         , -0.21           ,         , -0.13           ,        
Apps_FIR                  , -0.23           ,         , -0.23           ,         , -0.061          ,         , 0.14            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.00031         ,         , -0.0032         ,         , 0.35            ,OVER_TOL , 1.2             ,OVER_TOL
Apps_LTIMES               , -0.1            ,         , 4.7             ,OVER_TOL , -0.67           ,         , 0.97            ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.044           ,         , 0.028           ,         , 8.3             ,OVER_TOL
Apps_PRESSURE             , -0.036          ,         , -0.033          ,         , 0.0056          ,         , 0.84            ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.038          ,         , 0.0017          ,         , 0.13            ,OVER_TOL
Basic_DAXPY               , -0.014          ,         , -0.015          ,         , 0.0047          ,         , 0.85            ,OVER_TOL
Basic_IF_QUAD             , -0.0072         ,         , -0.021          ,         , 0.062           ,         , 0.17            ,OVER_TOL
Basic_INIT3               , -0.021          ,         , -0.13           ,         , -4.5e-05        ,         , 0.44            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0023         ,         , -0.0013         ,         , -0.013          ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , 4.8e-05         ,         , 0.24            ,OVER_TOL , 0.0015          ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.057          ,         , -0.16           ,         , 0.022           ,         , 0.41            ,OVER_TOL
Basic_NESTED_INIT         , -0.00044        ,         , 0.049           ,         , -0.001          ,         , 1.8             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00028        ,         , 3.2             ,OVER_TOL , -0.044          ,         , 1.4             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0034         ,         , 7.2             ,OVER_TOL , -0.016          ,         , 3.5             ,OVER_TOL
Basic_TRAP_INT            , -0.003          ,         , 0.066           ,         , -0.042          ,         , 0.61            ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.0016          ,         , -0.099          ,         , 0.014           ,         , 0.22            ,OVER_TOL
Lcals_EOS                 , -0.031          ,         , -0.033          ,         , 0.0003          ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0042         ,         , -0.0026         ,         , -0.024          ,         , 0.8             ,OVER_TOL
Lcals_FIRST_MIN           , -0.0045         ,         , 3               ,OVER_TOL , -0.073          ,         , 0.67            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0038         ,         , -0.0039         ,         , -0.0017         ,         , 0.82            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0099         ,         , -0.0017         ,         , -0.082          ,         , 0.37            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0062         ,         , -0.0059         ,         , 0.0013          ,         , 0.84            ,OVER_TOL
Lcals_HYDRO_2D            , -0.015          ,         , 0.077           ,         , -0.0033         ,         , 0.48            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0027         ,         , 0.034           ,         , -0.014          ,         , 0.4             ,OVER_TOL
Lcals_PLANCKIAN           , -0.14           ,         , -0.14           ,         , -0.00059        ,         , 0.18            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.007          ,         , -0.0061         ,         , -0.00052        ,         , 0.78            ,OVER_TOL
Stream_ADD                , -0.0052         ,         , -0.0046         ,         , -0.004          ,         , 0.79            ,OVER_TOL
Stream_COPY               , -0.0042         ,         , 0.00048         ,         , 0.11            ,OVER_TOL , 0.83            ,OVER_TOL
Stream_DOT                , -0.0091         ,         , 1.2             ,OVER_TOL , -0.014          ,         , 1               ,OVER_TOL
Stream_MUL                , -0.0038         ,         , -0.0047         ,         , -0.0036         ,         , 0.82            ,OVER_TOL
Stream_TRIAD              , -0.0067         ,         , -0.0072         ,         , 0.099           ,         , 0.83            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.25           ,         , -0.23           ,         , -0.67           ,         , -0.13           ,        
Col Max                   , 0.026           ,         , 7.2             ,         , 0.35            ,         , 8.3             ,        
Col Avg                   , -0.03           ,         , 0.56            ,         , -0.02           ,         , 1               ,        
Col Std Dev               , 0.0037          ,         , 2.5             ,         , 0.02            ,         , 2               ,        
