FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.17           ,         , -0.17           ,         , 0.0054          ,         , 0.24            ,OVER_TOL
Apps_ENERGY               , -0.0078         ,         , 0.097           ,         , -0.3            ,         , -0.25           ,        
Apps_FIR                  , -0.28           ,         , -0.28           ,         , -0.13           ,         , -0.27           ,        
Apps_HALOEXCHANGE         , 0.013           ,         , 0.02            ,         , -0.12           ,         , 0.77            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.027           ,         , 5               ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.04            ,         , 0.024           ,         , 4.4             ,OVER_TOL
Apps_PRESSURE             , -0.00042        ,         , 0.0049          ,         , 0.0098          ,         , 0.35            ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.037          ,         , 0.01            ,         , 0.15            ,OVER_TOL
Basic_DAXPY               , -0.016          ,         , -0.016          ,         , -0.023          ,         , 0.8             ,OVER_TOL
Basic_IF_QUAD             , -0.016          ,         , -0.03           ,         , 0.07            ,         , 0.17            ,OVER_TOL
Basic_INIT3               , -0.014          ,         , -0.18           ,         , -0.053          ,         , 0.41            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.009          ,         , -0.0087         ,         , -0.03           ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.019          ,         , 0.036           ,         , -0.024          ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.062          ,         , -0.18           ,         , 0.35            ,OVER_TOL , 0.4             ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.026           ,         , 0.00091         ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , 0.0019          ,         , 3.2             ,OVER_TOL , 0.29            ,OVER_TOL , 1.2             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0058         ,         , 7.2             ,OVER_TOL , -0.052          ,         , 3.3             ,OVER_TOL
Basic_TRAP_INT            , -0.0014         ,         , 0.059           ,         , -0.004          ,         , 0.76            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0022         ,         , -0.092          ,         , -0.019          ,         , 0.31            ,OVER_TOL
Lcals_EOS                 , -0.16           ,         , -0.2            ,         , 0.23            ,OVER_TOL , 0.52            ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0023         ,         , -0.0022         ,         , -0.16           ,         , 0.74            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0012         ,         , 3               ,OVER_TOL , -0.027          ,         , 0.65            ,OVER_TOL
Lcals_FIRST_SUM           , -0.005          ,         , -0.0049         ,         , -0.0042         ,         , 1.3             ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0045         ,         , -0.025          ,         , 0.0096          ,         , 0.81            ,OVER_TOL
Lcals_HYDRO_1D            , -0.0043         ,         , -0.0053         ,         , 0.0043          ,         , 0.86            ,OVER_TOL
Lcals_HYDRO_2D            , -0.023          ,         , 0.072           ,         , -0.03           ,         , 0.43            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0064         ,         , 0.041           ,         , -0.066          ,         , 0.32            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , 0.016           ,         , 0.19            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0055         ,         , 0.0076          ,         , 0.0019          ,         , 0.76            ,OVER_TOL
Stream_ADD                , -0.034          ,         , -0.031          ,         , -0.0039         ,         , 0.78            ,OVER_TOL
Stream_COPY               , -0.0045         ,         , 0.0022          ,         , 0.047           ,         , 0.78            ,OVER_TOL
Stream_DOT                , -0.0066         ,         , 1.2             ,OVER_TOL , -0.0015         ,         , 1.1             ,OVER_TOL
Stream_MUL                , -0.0028         ,         , -0.0027         ,         , -0.0056         ,         , 0.83            ,OVER_TOL
Stream_TRIAD              , 0.0014          ,         , -0.0039         ,         , 0.0041          ,         , 0.82            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.28           ,         , -0.28           ,         , -0.3            ,         , -0.27           ,        
Col Max                   , 0.013           ,         , 7.2             ,         , 0.35            ,         , 5               ,        
Col Avg                   , -0.046          ,         , 0.51            ,         , 0.0016          ,         , 0.97            ,        
Col Std Dev               , 0.0064          ,         , 2.3             ,         , 0.013           ,         , 1.3             ,        
