Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       ,    1.000 ,      1.182 ,    1.183 ,      19.413 ,        18.867 ,      20.375 ,       Not run ,        Not run
Apps_ENERGY               ,    1.000 ,      1.014 ,    0.932 ,      23.013 ,        23.550 ,      22.251 ,       Not run ,        Not run
Apps_FIR                  ,    1.000 ,      1.386 ,    1.386 ,      25.001 ,        26.232 ,      20.237 ,       Not run ,        Not run
Apps_HALOEXCHANGE         ,    1.000 ,      1.003 ,    0.987 ,       0.113 ,         0.108 ,       0.057 ,       Not run ,        Not run
Apps_LTIMES               ,    1.000 ,      1.319 ,    0.206 ,      28.214 ,        27.261 ,       5.122 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        ,    1.000 ,      1.332 ,    0.965 ,      28.632 ,        27.516 ,       2.886 ,       Not run ,        Not run
Apps_PRESSURE             ,    1.000 ,      1.010 ,    0.994 ,      28.640 ,        28.351 ,      14.362 ,       Not run ,        Not run
Apps_VOL3D                ,    1.000 ,      1.048 ,    1.063 ,      15.498 ,        21.922 ,      19.934 ,       Not run ,        Not run
Basic_DAXPY               ,    1.000 ,      1.018 ,    1.018 ,       6.593 ,         6.688 ,       3.458 ,         5.214 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.032 ,    1.028 ,      26.572 ,        26.205 ,      20.624 ,        24.013 ,        Not run
Basic_INIT3               ,    1.000 ,      1.036 ,    1.189 ,      15.318 ,        15.290 ,      10.153 ,        14.277 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.009 ,    1.008 ,       6.428 ,         6.490 ,       2.068 ,         4.879 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.231 ,    0.936 ,       6.978 ,         7.874 ,       3.043 ,         5.990 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.081 ,    1.231 ,      17.519 ,        15.253 ,      13.895 ,        21.088 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.019 ,    0.979 ,       6.506 ,         6.628 ,       1.737 ,         5.244 ,        Not run
Basic_PI_ATOMIC           ,    1.000 ,      1.000 ,    0.235 ,       0.005 ,         0.004 ,       0.002 ,         0.006 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.000 ,    0.123 ,      11.419 ,        12.071 ,       0.735 ,         3.736 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      1.002 ,    0.944 ,      30.213 ,        32.679 ,      12.046 ,        29.268 ,        Not run
Lcals_DIFF_PREDICT        ,    1.000 ,      1.009 ,    1.099 ,      44.482 ,        40.073 ,      38.392 ,        39.859 ,        Not run
Lcals_EOS                 ,    1.000 ,      1.011 ,    1.018 ,      18.821 ,        61.493 ,      23.330 ,        19.839 ,        Not run
Lcals_FIRST_DIFF          ,    1.000 ,      1.003 ,    1.003 ,      57.573 ,        57.233 ,      42.041 ,        38.159 ,        Not run
Lcals_FIRST_MIN           ,    1.000 ,      1.006 ,    0.249 ,      13.313 ,        13.375 ,       3.483 ,        14.574 ,        Not run
Lcals_FIRST_SUM           ,    1.000 ,      1.005 ,    1.005 ,      59.200 ,        57.417 ,      42.092 ,        38.612 ,        Not run
Lcals_GEN_LIN_RECUR       ,    1.000 ,      1.015 ,    1.001 ,       9.097 ,         9.024 ,       8.811 ,        10.104 ,        Not run
Lcals_HYDRO_1D            ,    1.000 ,      1.010 ,    1.010 ,      73.675 ,        73.067 ,      37.346 ,        52.433 ,        Not run
Lcals_HYDRO_2D            ,    1.000 ,      1.020 ,    0.932 ,      33.977 ,        33.550 ,      25.475 ,        20.327 ,        Not run
Lcals_INT_PREDICT         ,    1.000 ,      1.005 ,    0.967 ,      32.946 ,        28.754 ,      28.731 ,        22.320 ,        Not run
Lcals_PLANCKIAN           ,    1.000 ,      1.224 ,    1.222 ,      50.666 ,        47.535 ,      44.008 ,        46.881 ,        Not run
Lcals_TRIDIAG_ELIM        ,    1.000 ,      1.009 ,    1.007 ,      98.251 ,        85.518 ,      75.044 ,        71.791 ,        Not run
Stream_ADD                ,    1.000 ,      1.038 ,    1.012 ,      89.741 ,        90.349 ,      68.988 ,        63.878 ,        Not run
Stream_COPY               ,    1.000 ,      1.005 ,    1.005 ,      39.435 ,        44.707 ,      32.507 ,        30.091 ,        Not run
Stream_DOT                ,    1.000 ,      1.003 ,    0.444 ,      42.660 ,        43.196 ,       6.577 ,        32.909 ,        Not run
Stream_MUL                ,    1.000 ,      1.004 ,    1.003 ,      59.638 ,        59.912 ,      31.872 ,        40.044 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.019 ,    1.006 ,      81.307 ,        80.521 ,      41.924 ,        31.995 ,        Not run
