FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.0013         ,         , 3.5             ,OVER_TOL , 0.27            ,OVER_TOL , 2.8             ,OVER_TOL
Basic_DAXPY               , -0.26           ,         , -0.26           ,         , 0.0011          ,         , 0.94            ,OVER_TOL
Basic_IF_QUAD             , -0.017          ,         , 0.14            ,OVER_TOL , -0.02           ,         , 0.59            ,OVER_TOL
Basic_INIT3               , -0.018          ,         , -0.19           ,         , -0.00015        ,         , 0.82            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0086         ,         , 0.25            ,OVER_TOL , -0.039          ,         , 0.9             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.012          ,         , 0.28            ,OVER_TOL , -0.0034         ,         , 1               ,OVER_TOL
Basic_MULADDSUB           , -0.048          ,         , -0.17           ,         , -0.014          ,         , 0.85            ,OVER_TOL
Basic_NESTED_INIT         , -0.004          ,         , 0.09            ,         , 0.23            ,OVER_TOL , 0.83            ,OVER_TOL
Basic_REDUCE3_INT         , 0.011           ,         , 6.4             ,OVER_TOL , -0.0042         ,         , 1.8             ,OVER_TOL
Basic_TRAP_INT            , 0.026           ,         , 0.045           ,         , 0.017           ,         , 0.52            ,OVER_TOL
Stream_ADD                , 0.01            ,         , 0.003           ,         , -0.066          ,         , 0.68            ,OVER_TOL
Stream_COPY               , -0.0054         ,         , -0.0037         ,         , -0.073          ,         , 0.67            ,OVER_TOL
Stream_DOT                , -0.0042         ,         , 1.3             ,OVER_TOL , -0.008          ,         , 0.96            ,OVER_TOL
Stream_MUL                , -0.0054         ,         , -0.0032         ,         , 0.0034          ,         , 0.82            ,OVER_TOL
Stream_TRIAD              , 0.00036         ,         , -0.004          ,         , -0.014          ,         , 0.77            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.26           ,         , -0.26           ,         , -0.073          ,         , 0.52            ,        
Col Max                   , 0.026           ,         , 6.4             ,         , 0.27            ,         , 2.8             ,        
Col Avg                   , -0.022          ,         , 0.76            ,         , 0.019           ,         , 1               ,        
Col Std Dev               , 0.0043          ,         , 3.1             ,         , 0.009           ,         , 0.31            ,        
