Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024837 ,   0.024804 , 0.111582 ,    6.722679 ,      6.640137 ,   13.556051 ,      7.649803 ,        Not run
Basic_DAXPY               , 0.297105 ,   0.288814 , 0.281982 ,    0.243310 ,      0.238300 ,    0.462627 ,      0.226248 ,        Not run
Basic_IF_QUAD             , 1.427070 ,   1.403672 , 1.615323 ,    0.118717 ,      0.112076 ,    0.183011 ,      0.112890 ,        Not run
Basic_INIT3               , 1.011118 ,   0.985511 , 0.818309 ,    0.235578 ,      0.232711 ,    0.433744 ,      0.239153 ,        Not run
Basic_INIT_VIEW1D         , 0.866360 ,   0.858458 , 1.123579 ,    0.245245 ,      0.248356 ,    0.490652 ,      0.244710 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.866035 ,   0.857879 , 1.227351 ,    0.242451 ,      0.240317 ,    0.497977 ,      0.245481 ,        Not run
Basic_MULADDSUB           , 0.715264 ,   0.682226 , 0.592414 ,    0.166398 ,      0.166158 ,    0.306184 ,      0.168376 ,        Not run
Basic_NESTED_INIT         , 0.846759 ,   0.844090 , 0.922105 ,    0.057718 ,      0.049695 ,    0.125485 ,      0.042185 ,        Not run
Basic_REDUCE3_INT         , 0.016754 ,   0.016759 , 0.127172 ,    0.008792 ,      0.008764 ,    0.034971 ,      0.009810 ,        Not run
Basic_TRAP_INT            , 0.383818 ,   0.396531 , 0.394529 ,    0.195382 ,      0.196076 ,    0.308660 ,      0.113260 ,        Not run
Stream_ADD                , 1.022892 ,   0.993202 , 0.997744 ,    0.057378 ,      0.057464 ,    0.105937 ,      0.057674 ,        Not run
Stream_COPY               , 1.139169 ,   1.133211 , 1.133438 ,    0.088819 ,      0.088247 ,    0.166392 ,      0.111557 ,        Not run
Stream_DOT                , 1.271725 ,   1.267287 , 2.876122 ,    0.197663 ,      0.196723 ,    0.391087 ,      0.115760 ,        Not run
Stream_MUL                , 1.187766 ,   1.182844 , 1.183364 ,    0.097185 ,      0.099648 ,    0.176244 ,      0.097839 ,        Not run
Stream_TRIAD              , 1.036393 ,   1.016872 , 1.024213 ,    0.057167 ,      0.057527 ,    0.100913 ,      0.068278 ,        Not run
