FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.16           ,         , -0.16           ,         , 0.0023          ,         , 0.0046          ,        
Basic_DAXPY               , -0.0011         ,         , -0.011          ,         , -0.015          ,         , -0.03           ,        
Basic_IF_QUAD             , 0.0091          ,         , -0.0023         ,         , 0.0023          ,         , 0.0045          ,        
Basic_INIT3               , 0.011           ,         , 0.022           ,         , -0.0056         ,         , -0.021          ,        
Basic_INIT_VIEW1D         , -0.16           ,         , -0.16           ,         , -0.0023         ,         , 0.0034          ,        
Basic_INIT_VIEW1D_OFFSET  , -0.72           ,         , -0.67           ,         , -0.0034         ,         , 0.0011          ,        
Basic_MULADDSUB           , 0.0034          ,         , 0.015           ,         , 0.0023          ,         , 0               ,        
Basic_NESTED_INIT         , 0.0081          ,         , 0.024           ,         , 0.013           ,         , 0.018           ,        
Basic_REDUCE3_INT         , 0.11            ,OVER_TOL , 0.022           ,         , 0.0068          ,         , 0.12            ,OVER_TOL
Basic_TRAP_INT            , -0.085          ,         , -0.078          ,         , -0.0034         ,         , -0.014          ,        
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.72           ,         , -0.67           ,         , -0.015          ,         , -0.03           ,        
Col Max                   , 0.11            ,         , 0.024           ,         , 0.013           ,         , 0.12            ,        
Col Avg                   , -0.099          ,         , -0.1            ,         , -0.0003         ,         , 0.0083          ,        
Col Std Dev               , 0.049           ,         , 0.041           ,         , 4.9e-05         ,         , 0.0015          ,        
