FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.0073         ,         , 0.27            ,OVER_TOL
Apps_ENERGY               , -0.019          ,         , 0.071           ,         , -0.033          ,         , 0.0071          ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.016          ,         , 0.24            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0064          ,         , 0.011           ,         , 0.018           ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.8             ,OVER_TOL , 0.015           ,         , 4.4             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.036           ,         , 0.026           ,         , 7.3             ,OVER_TOL
Apps_PRESSURE             , 0.0042          ,         , -0.013          ,         , 0.006           ,         , 0.92            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.035          ,         , -0.0049         ,         , 0.19            ,OVER_TOL
Basic_DAXPY               , -0.039          ,         , -0.042          ,         , 0.0041          ,         , 0.78            ,OVER_TOL
Basic_IF_QUAD             , -0.028          ,         , -0.03           ,         , 0.041           ,         , 0.39            ,OVER_TOL
Basic_INIT3               , -0.022          ,         , -0.085          ,         , 0.0018          ,         , 0.51            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0081         ,         , -0.0075         ,         , -0.27           ,         , 0.75            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.012          ,         , -0.072          ,         , -0.077          ,         , 1.5             ,OVER_TOL
Basic_MULADDSUB           , -0.048          ,         , -0.15           ,         , 0.37            ,OVER_TOL , 0.8             ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.017           ,         , -0.35           ,         , 0.89            ,OVER_TOL
Basic_PI_ATOMIC           , 0.0007          ,         , 3.2             ,OVER_TOL , -0.013          ,         , 1.5             ,OVER_TOL
Basic_REDUCE3_INT         , 0.002           ,         , 6.9             ,OVER_TOL , 6.8             ,OVER_TOL , 17              ,OVER_TOL
Basic_TRAP_INT            , -0.0031         ,         , 0.06            ,         , -0.018          ,         , 1.3             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0062         ,         , -0.089          ,         , -0.023          ,         , 0.057           ,        
Lcals_EOS                 , -0.072          ,         , -0.083          ,         , 0.018           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0031         ,         , -0.0033         ,         , -0.0024         ,         , 0.35            ,OVER_TOL
Lcals_FIRST_MIN           , -0.003          ,         , 2.8             ,OVER_TOL , -0.12           ,         , 2.4             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0059         ,         , -0.0063         ,         , -0.011          ,         , 0.34            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.019          ,         , -0.0033         ,         , -0.0039         ,         , 0.017           ,        
Lcals_HYDRO_1D            , 0.00055         ,         , -0.0092         ,         , 0.033           ,         , 1               ,OVER_TOL
Lcals_HYDRO_2D            , -0.021          ,         , 0.063           ,         , 0.015           ,         , 0.37            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0018         ,         , 0.037           ,         , 0.013           ,         , 0.045           ,        
Lcals_PLANCKIAN           , -0.17           ,         , -0.17           ,         , -0.047          ,         , 0.067           ,        
Lcals_TRIDIAG_ELIM        , 0.004           ,         , -0.0043         ,         , 0.00057         ,         , 0.33            ,OVER_TOL
Stream_ADD                , -0.026          ,         , -0.015          ,         , 0.0012          ,         , 0.31            ,OVER_TOL
Stream_COPY               , -0.0056         ,         , -0.0046         ,         , -0.014          ,         , 0.16            ,OVER_TOL
Stream_DOT                , -0.0065         ,         , 1.3             ,OVER_TOL , 0.0026          ,         , 5.2             ,OVER_TOL
Stream_MUL                , -0.0035         ,         , -0.0035         ,         , 0.14            ,OVER_TOL , 0.94            ,OVER_TOL
Stream_TRIAD              , 0.0086          ,         , -0.0086         ,         , -0.0034         ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.35           ,         , 0.0071          ,        
Col Max                   , 0.0086          ,         , 6.9             ,         , 6.8             ,         , 17              ,        
Col Avg                   , -0.042          ,         , 0.5             ,         , 0.19            ,         , 1.6             ,        
Col Std Dev               , 0.0057          ,         , 2.2             ,         , 1.3             ,         , 9.8             ,        
