Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.126297 ,   0.947920 , 0.947424 ,    0.037911 ,      0.037149 ,    0.044552 ,       Not run ,        Not run
Apps_ENERGY               , 1.512315 ,   1.516609 , 1.625922 ,    0.057715 ,      0.056261 ,    0.059954 ,       Not run ,        Not run
Apps_FIR                  , 0.851037 ,   0.625209 , 0.624872 ,    0.034357 ,      0.032958 ,    0.040190 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.036742 ,   0.038604 , 0.037471 ,    0.320557 ,      0.322063 ,    0.631603 ,       Not run ,        Not run
Apps_LTIMES               , 0.298390 ,   0.228453 , 1.461477 ,    0.010536 ,      0.012369 ,    0.058576 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.301459 ,   0.225779 , 0.313553 ,    0.012570 ,      0.012807 ,    0.108169 ,       Not run ,        Not run
Apps_PRESSURE             , 1.811384 ,   1.843429 , 1.821387 ,    0.054983 ,      0.055537 ,    0.103402 ,       Not run ,        Not run
Apps_VOL3D                , 1.601795 ,   1.566789 , 1.544097 ,    0.069523 ,      0.068991 ,    0.073739 ,       Not run ,        Not run
Basic_DAXPY               , 0.337433 ,   0.330725 , 0.329720 ,    0.048137 ,      0.048162 ,    0.087722 ,      0.056657 ,        Not run
Basic_IF_QUAD             , 1.463585 ,   1.427223 , 1.423603 ,    0.055435 ,      0.047931 ,    0.055061 ,      0.051790 ,        Not run
Basic_INIT3               , 1.202218 ,   1.210882 , 1.051622 ,    0.049689 ,      0.049573 ,    0.071546 ,      0.052852 ,        Not run
Basic_INIT_VIEW1D         , 0.901946 ,   0.895492 , 0.895199 ,    0.135288 ,      0.130906 ,    0.308150 ,      0.144093 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.986840 ,   0.895044 , 1.125040 ,    0.133716 ,      0.129628 ,    0.309927 ,      0.143794 ,        Not run
Basic_MULADDSUB           , 0.943511 ,   0.906173 , 0.813952 ,    0.036252 ,      0.036764 ,    0.051194 ,      0.037941 ,        Not run
Basic_NESTED_INIT         , 0.366215 ,   0.359564 , 0.372467 ,    0.052734 ,      0.053649 ,    0.152083 ,      0.063574 ,        Not run
Basic_PI_ATOMIC           , 0.041402 ,   0.041406 , 0.175751 ,    8.457806 ,      8.863100 ,   21.176320 ,      6.828765 ,        Not run
Basic_REDUCE3_INT         , 0.008432 ,   0.008358 , 0.067460 ,    0.004425 ,      0.004388 ,    0.023121 ,      0.005216 ,        Not run
Basic_TRAP_INT            , 0.092594 ,   0.092415 , 0.099089 ,    0.007830 ,      0.007671 ,    0.012594 ,      0.006054 ,        Not run
Lcals_DIFF_PREDICT        , 1.546817 ,   1.533575 , 1.402190 ,    0.055712 ,      0.059368 ,    0.067142 ,      0.060942 ,        Not run
Lcals_EOS                 , 0.709783 ,   0.689375 , 0.687550 ,    0.036226 ,      0.041358 ,    0.078520 ,      0.068621 ,        Not run
Lcals_FIRST_DIFF          , 1.340348 ,   1.333457 , 1.333239 ,    0.109743 ,      0.109529 ,    0.198314 ,      0.120308 ,        Not run
Lcals_FIRST_MIN           , 0.037400 ,   0.037427 , 0.149190 ,    0.012451 ,      0.011669 ,    0.019110 ,      0.007353 ,        Not run
Lcals_FIRST_SUM           , 1.326255 ,   1.321075 , 1.320649 ,    0.109086 ,      0.108680 ,    0.197759 ,      0.119686 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.796027 ,   1.734656 , 1.762939 ,    0.336362 ,      0.328622 ,    0.504123 ,      0.337250 ,        Not run
Lcals_HYDRO_1D            , 1.019093 ,   1.018385 , 1.019149 ,    0.059206 ,      0.059678 ,    0.109230 ,      0.064865 ,        Not run
Lcals_HYDRO_2D            , 1.200441 ,   1.179253 , 1.291677 ,    0.055642 ,      0.056040 ,    0.081080 ,      0.094533 ,        Not run
Lcals_INT_PREDICT         , 2.071512 ,   2.068533 , 2.126396 ,    0.131143 ,      0.095696 ,    0.149878 ,      0.102894 ,        Not run
Lcals_PLANCKIAN           , 0.403767 ,   0.351765 , 0.352553 ,    0.016572 ,      0.016660 ,    0.019753 ,      0.016779 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.406982 ,   1.391681 , 1.392506 ,    0.061144 ,      0.062439 ,    0.109489 ,      0.068194 ,        Not run
Stream_ADD                , 1.016673 ,   1.020028 , 1.004053 ,    0.057296 ,      0.057394 ,    0.101830 ,      0.062386 ,        Not run
Stream_COPY               , 1.198018 ,   1.195497 , 1.212863 ,    0.089795 ,      0.098118 ,    0.160174 ,      0.098361 ,        Not run
Stream_DOT                , 1.306064 ,   1.303159 , 2.876961 ,    0.199652 ,      0.196335 ,    0.407460 ,      0.125891 ,        Not run
Stream_MUL                , 1.196593 ,   1.192523 , 1.192027 ,    0.096878 ,      0.095923 ,    0.176667 ,      0.108175 ,        Not run
Stream_TRIAD              , 1.110013 ,   1.106586 , 1.096141 ,    0.065104 ,      0.056234 ,    0.104216 ,      0.080322 ,        Not run
