FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.11           ,         , -0.11           ,         , -0.089          ,         , 0.018           ,        
Apps_ENERGY               , 0.02            ,         , 0.094           ,         , -0.14           ,         , -0.14           ,        
Apps_FIR                  , -0.24           ,         , -0.25           ,         , -0.066          ,         , -0.23           ,        
Apps_HALOEXCHANGE         , -0.017          ,         , 0.029           ,         , -0.2            ,         , 0.56            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , -0.092          ,         , 4.3             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.042           ,         , 0.017           ,         , 6.3             ,OVER_TOL
Apps_PRESSURE             , -0.018          ,         , -0.014          ,         , 0.61            ,OVER_TOL , 1.3             ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.034          ,         , 0.0081          ,         , 0.16            ,OVER_TOL
Basic_DAXPY               , -0.011          ,         , -0.011          ,         , 0.2             ,OVER_TOL , 0.93            ,OVER_TOL
Basic_IF_QUAD             , -0.031          ,         , -0.034          ,         , 0.056           ,         , 0.35            ,OVER_TOL
Basic_INIT3               , -0.021          ,         , -0.19           ,         , 0.036           ,         , 0.79            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0081         ,         , -0.0085         ,         , 0.44            ,OVER_TOL , 2.1             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.27           ,         , -0.051          ,         , -0.28           ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.11           ,         , -0.22           ,         , 0.00037         ,         , 0.4             ,OVER_TOL
Basic_NESTED_INIT         , -0.017          ,         , 0.025           ,         , -0.077          ,         , 0.47            ,OVER_TOL
Basic_PI_ATOMIC           , 0.00024         ,         , 3.2             ,OVER_TOL , -0.17           ,         , 0.94            ,OVER_TOL
Basic_REDUCE3_INT         , -0.02           ,         , 7               ,OVER_TOL , -0.22           ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , -0.002          ,         , 0.052           ,         , -0.071          ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.012          ,         , -0.093          ,         , -0.00079        ,         , 0.094           ,        
Lcals_EOS                 , -0.057          ,         , -0.061          ,         , -0.03           ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0041         ,         , -0.0041         ,         , 0.36            ,OVER_TOL , 0.38            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0034         ,         , 3               ,OVER_TOL , 0.013           ,         , 2.9             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0038         ,         , -0.0038         ,         , -0.0038         ,         , 0.4             ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0065         ,         , -0.0028         ,         , -0.058          ,         , 0.02            ,        
Lcals_HYDRO_1D            , -0.0019         ,         , -0.0052         ,         , 0.0055          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.016          ,         , 0.069           ,         , -0.036          ,         , 0.38            ,OVER_TOL
Lcals_INT_PREDICT         , -0.00035        ,         , 0.036           ,         , 0.34            ,OVER_TOL , 0.29            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.013          ,         , 0.13            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0048         ,         , -0.004          ,         , -0.18           ,         , 0.057           ,        
Stream_ADD                , 0.0027          ,         , -0.0059         ,         , 0.0073          ,         , 0.31            ,OVER_TOL
Stream_COPY               , -0.0052         ,         , -0.0029         ,         , -0.079          ,         , 0.15            ,OVER_TOL
Stream_DOT                , -0.0015         ,         , 1.2             ,OVER_TOL , 0.0068          ,         , 5.5             ,OVER_TOL
Stream_MUL                , -0.0032         ,         , -0.0032         ,         , 0.12            ,OVER_TOL , 0.97            ,OVER_TOL
Stream_TRIAD              , -0.0073         ,         , -0.0031         ,         , -0.019          ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.25           ,         , -0.28           ,         , -0.23           ,        
Col Max                   , 0.02            ,         , 7               ,         , 0.61            ,         , 13              ,        
Col Avg                   , -0.049          ,         , 0.51            ,         , 0.012           ,         , 1.5             ,        
Col Std Dev               , 0.0068          ,         , 2.2             ,         , 0.034           ,         , 6.4             ,        
