Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024864 ,   0.024819 , 0.115142 ,    5.934336 ,      5.085047 ,   17.794140 ,      6.255556 ,        Not run
Basic_DAXPY               , 0.292702 ,   0.286199 , 0.285575 ,    0.235258 ,      0.235182 ,    0.453984 ,      0.223681 ,        Not run
Basic_IF_QUAD             , 1.439317 ,   1.429574 , 1.594563 ,    0.110466 ,      0.110262 ,    0.181728 ,      0.110621 ,        Not run
Basic_INIT3               , 1.057990 ,   1.038623 , 0.833388 ,    0.239548 ,      0.234089 ,    0.432479 ,      0.239697 ,        Not run
Basic_INIT_VIEW1D         , 0.870994 ,   0.868330 , 1.134900 ,    0.326227 ,      0.244628 ,    0.475707 ,      0.246629 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.874920 ,   0.862617 , 1.133554 ,    0.241497 ,      0.243704 ,    0.491984 ,      0.244415 ,        Not run
Basic_MULADDSUB           , 0.834026 ,   0.794909 , 0.584164 ,    0.195830 ,      0.174573 ,    0.366740 ,      0.175018 ,        Not run
Basic_NESTED_INIT         , 0.948121 ,   0.942808 , 0.993724 ,    0.042835 ,      0.044104 ,    0.080008 ,      0.041343 ,        Not run
Basic_REDUCE3_INT         , 0.016713 ,   0.016900 , 0.125651 ,    0.008633 ,      0.008752 ,    0.036890 ,      0.009374 ,        Not run
Basic_TRAP_INT            , 0.382060 ,   0.395275 , 0.391805 ,    0.281972 ,      0.255359 ,    0.354317 ,      0.112754 ,        Not run
Stream_ADD                , 1.002223 ,   0.996144 , 0.995639 ,    0.057594 ,      0.057299 ,    0.101176 ,      0.057020 ,        Not run
Stream_COPY               , 1.149767 ,   1.145875 , 1.149658 ,    0.088057 ,      0.087538 ,    0.157755 ,      0.099233 ,        Not run
Stream_DOT                , 1.292795 ,   1.287247 , 2.880992 ,    0.195826 ,      0.195271 ,    0.427071 ,      0.114725 ,        Not run
Stream_MUL                , 1.184594 ,   1.179228 , 1.180962 ,    0.096355 ,      0.096345 ,    0.173617 ,      0.097164 ,        Not run
Stream_TRIAD              , 1.002041 ,   0.995153 , 0.994914 ,    0.056772 ,      0.061459 ,    0.099962 ,      0.067232 ,        Not run
