Speedup Report (T_ref/T_var): ref var = Base_Seq  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           ,    1.000 ,      1.001 ,    0.223 ,       0.005 ,         0.004 ,       0.001 ,         0.003 ,        Not run
Basic_DAXPY               ,    1.000 ,      1.035 ,    1.041 ,       1.172 ,         1.200 ,       0.617 ,         1.264 ,        Not run
Basic_IF_QUAD             ,    1.000 ,      1.018 ,    0.877 ,      11.950 ,        12.482 ,       7.381 ,        12.696 ,        Not run
Basic_INIT3               ,    1.000 ,      1.019 ,    1.240 ,       4.265 ,         4.334 ,       2.336 ,         4.239 ,        Not run
Basic_INIT_VIEW1D         ,    1.000 ,      1.009 ,    0.805 ,       3.529 ,         3.526 ,       1.800 ,         3.564 ,        Not run
Basic_INIT_VIEW1D_OFFSET  ,    1.000 ,      1.009 ,    0.740 ,       3.528 ,         3.642 ,       1.720 ,         3.565 ,        Not run
Basic_MULADDSUB           ,    1.000 ,      1.012 ,    1.154 ,       4.197 ,         4.210 ,       2.273 ,         4.133 ,        Not run
Basic_NESTED_INIT         ,    1.000 ,      1.019 ,    0.919 ,      11.607 ,        12.256 ,       6.573 ,        24.144 ,        Not run
Basic_REDUCE3_INT         ,    1.000 ,      1.116 ,    0.158 ,       2.265 ,         2.233 ,       0.559 ,         2.066 ,        Not run
Basic_TRAP_INT            ,    1.000 ,      0.972 ,    0.965 ,       1.885 ,         1.872 ,       1.311 ,         3.346 ,        Not run
Stream_ADD                ,    1.000 ,      1.084 ,    1.065 ,      18.617 ,        18.669 ,      10.543 ,        18.672 ,        Not run
Stream_COPY               ,    1.000 ,      1.004 ,    1.001 ,      11.519 ,        12.974 ,       7.161 ,        11.469 ,        Not run
Stream_DOT                ,    1.000 ,      1.003 ,    0.449 ,       6.510 ,         6.297 ,       3.404 ,        11.052 ,        Not run
Stream_MUL                ,    1.000 ,      1.003 ,    1.003 ,      11.716 ,        12.019 ,       6.441 ,        11.629 ,        Not run
Stream_TRIAD              ,    1.000 ,      1.007 ,    1.005 ,      18.618 ,        19.016 ,      10.527 ,        15.624 ,        Not run
