FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0012          ,         , 3.5             ,OVER_TOL , 0.1             ,OVER_TOL , 2.2             ,OVER_TOL
Basic_DAXPY               , -0.025          ,         , -0.025          ,         , 0.015           ,         , 1               ,OVER_TOL
Basic_IF_QUAD             , -0.0089         ,         , 0.006           ,         , -7.1e-07        ,         , 0.46            ,OVER_TOL
Basic_INIT3               , -0.0088         ,         , -0.2            ,         , -0.028          ,         , 0.84            ,OVER_TOL
Basic_INIT_VIEW1D         , 0.0054          ,         , 0.29            ,OVER_TOL , -0.012          ,         , 0.96            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , 0.0038          ,         , 0.29            ,OVER_TOL , -0.073          ,         , 0.88            ,OVER_TOL
Basic_MULADDSUB           , -0.041          ,         , -0.17           ,         , -0.035          ,         , 0.8             ,OVER_TOL
Basic_NESTED_INIT         , 0.0019          ,         , 0.0028          ,         , -0.0039         ,         , 2.6             ,OVER_TOL
Basic_REDUCE3_INT         , -0.22           ,         , 2.9             ,OVER_TOL , 0.0055          ,         , 3               ,OVER_TOL
Basic_TRAP_INT            , 0.042           ,         , 0.047           ,         , -0.02           ,         , 0.56            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.22           ,         , -0.2            ,         , -0.073          ,         , 0.46            ,        
Col Max                   , 0.042           ,         , 3.5             ,         , 0.1             ,         , 3               ,        
Col Avg                   , -0.024          ,         , 0.67            ,         , -0.0049         ,         , 1.3             ,        
Col Std Dev               , 0.0045          ,         , 1.7             ,         , 0.0018          ,         , 0.76            ,        
