FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.054          ,         , 0.11            ,OVER_TOL
Apps_ENERGY               , 0.012           ,         , 0.094           ,         , -0.5            ,         , -0.53           ,        
Apps_FIR                  , -0.23           ,         , -0.23           ,         , -0.058          ,         , -0.013          ,        
Apps_HALOEXCHANGE         , 0.016           ,         , 0.031           ,         , 0.16            ,OVER_TOL , 0.83            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.8             ,OVER_TOL , 0.0073          ,         , 4.5             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.035           ,         , 0.018           ,         , 9.3             ,OVER_TOL
Apps_PRESSURE             , 0.023           ,         , 0.011           ,         , -0.14           ,         , 0.18            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.036          ,         , -0.06           ,         , 0.031           ,        
Basic_DAXPY               , -0.017          ,         , -0.017          ,         , -0.1            ,         , 0.69            ,OVER_TOL
Basic_IF_QUAD             , -0.0092         ,         , -0.025          ,         , 0.076           ,         , 0.28            ,OVER_TOL
Basic_INIT3               , -0.015          ,         , -0.15           ,         , 0.013           ,         , 0.44            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0065         ,         , -0.0076         ,         , 0.0047          ,         , 1.1             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0094         ,         , 0.32            ,OVER_TOL , -0.0095         ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.06           ,         , -0.18           ,         , 0.043           ,         , 0.64            ,OVER_TOL
Basic_NESTED_INIT         , -0.022          ,         , 0.02            ,         , 0.0037          ,         , 1.6             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00011        ,         , 3.2             ,OVER_TOL , -0.049          ,         , 1.5             ,OVER_TOL
Basic_REDUCE3_INT         , 0.011           ,         , 7               ,OVER_TOL , -0.04           ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , -0.0023         ,         , 0.07            ,         , -0.093          ,         , 1.5             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.004          ,         , -0.091          ,         , -0.055          ,         , -0.018          ,        
Lcals_EOS                 , -0.025          ,         , -0.028          ,         , 0.0043          ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0039         ,         , -0.0036         ,         , 0.004           ,         , 0.4             ,OVER_TOL
Lcals_FIRST_MIN           , -0.0036         ,         , 2.7             ,OVER_TOL , -0.14           ,         , 2.3             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0047         ,         , -0.0039         ,         , -0.095          ,         , 0.26            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0092         ,         , 0.0012          ,         , -0.0068         ,         , 0.023           ,        
Lcals_HYDRO_1D            , -0.0059         ,         , -0.0051         ,         , -0.43           ,         , 0.15            ,OVER_TOL
Lcals_HYDRO_2D            , -0.036          ,         , 0.063           ,         , 0.003           ,         , 0.35            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0054         ,         , 0.035           ,         , -0.23           ,         , -0.25           ,        
Lcals_PLANCKIAN           , -0.17           ,         , -0.17           ,         , -0.027          ,         , 0.08            ,        
Lcals_TRIDIAG_ELIM        , -0.009          ,         , -0.0079         ,         , -0.018          ,         , 0.76            ,OVER_TOL
Stream_ADD                , -0.0079         ,         , 0.015           ,         , -0.5            ,         , -0.63           ,        
Stream_COPY               , -0.0053         ,         , 0.00095         ,         , -0.049          ,         , 0.21            ,OVER_TOL
Stream_DOT                , -0.0031         ,         , 1.2             ,OVER_TOL , 0.017           ,         , 5               ,OVER_TOL
Stream_MUL                , -0.0063         ,         , -0.006          ,         , -0.0024         ,         , 0.97            ,OVER_TOL
Stream_TRIAD              , -0.012          ,         , -0.019          ,         , 0.0055          ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.24           ,         , -0.23           ,         , -0.5            ,         , -0.63           ,        
Col Max                   , 0.023           ,         , 7               ,         , 0.16            ,         , 13              ,        
Col Avg                   , -0.037          ,         , 0.52            ,         , -0.068          ,         , 1.4             ,        
Col Std Dev               , 0.0052          ,         , 2.2             ,         , 0.021           ,         , 7.8             ,        
