FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.12           ,         , -0.12           ,         , -0.0087         ,         , 0.036           ,        
Apps_ENERGY               , 0.0042          ,         , 0.1             ,         , 0.0014          ,         , 0.014           ,        
Apps_FIR                  , -0.27           ,         , -0.27           ,         , -0.13           ,         , 0.38            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.00046        ,         , 0.01            ,         , 0.19            ,OVER_TOL , 1.6             ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.8             ,OVER_TOL , 0.0087          ,         , 5.3             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.034           ,         , 0.021           ,         , 8.7             ,OVER_TOL
Apps_PRESSURE             , -0.0081         ,         , -0.021          ,         , -0.012          ,         , 0.77            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.036          ,         , -0.0054         ,         , 0.15            ,OVER_TOL
Basic_DAXPY               , -0.0097         ,         , -0.0095         ,         , -0.00038        ,         , 0.87            ,OVER_TOL
Basic_IF_QUAD             , -0.04           ,         , -0.037          ,         , 0.029           ,         , 0.18            ,OVER_TOL
Basic_INIT3               , -0.011          ,         , -0.19           ,         , -0.00051        ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0023         ,         , -0.0021         ,         , -0.03           ,         , 1.3             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0052         ,         , 0.31            ,OVER_TOL , 0.078           ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.065          ,         , -0.19           ,         , -0.3            ,         , -0.0017         ,        
Basic_NESTED_INIT         , -0.016          ,         , 0.018           ,         , 0.066           ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , 0.00061         ,         , 3.2             ,OVER_TOL , 0.18            ,OVER_TOL , 1.3             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0062         ,         , 7.1             ,OVER_TOL , -0.083          ,         , 12              ,OVER_TOL
Basic_TRAP_INT            , -0.0046         ,         , 0.064           ,         , -0.082          ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.012          ,         , -0.1            ,         , -0.049          ,         , -0.023          ,        
Lcals_EOS                 , -0.0028         ,         , -0.0077         ,         , -0.0036         ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0039         ,         , -0.0027         ,         , -0.0068         ,         , 0.37            ,OVER_TOL
Lcals_FIRST_MIN           , -0.00096        ,         , 3               ,OVER_TOL , -0.0045         ,         , 2.7             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0053         ,         , -0.0058         ,         , -0.1            ,         , 0.23            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.012          ,         , -0.00034        ,         , -0.01           ,         , 0.015           ,        
Lcals_HYDRO_1D            , -0.023          ,         , -0.013          ,         , -0.25           ,         , 0.44            ,OVER_TOL
Lcals_HYDRO_2D            , -0.018          ,         , 0.068           ,         , -0.0069         ,         , 0.34            ,OVER_TOL
Lcals_INT_PREDICT         , 0.003           ,         , 0.035           ,         , 0.032           ,         , 0.045           ,        
Lcals_PLANCKIAN           , -0.17           ,         , -0.17           ,         , 0.0048          ,         , 0.15            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , 0.0068          ,         , -0.0039         ,         , -0.0046         ,         , 0.28            ,OVER_TOL
Stream_ADD                , 0.0062          ,         , 0.0058          ,         , -0.0065         ,         , 0.29            ,OVER_TOL
Stream_COPY               , -0.0061         ,         , -0.015          ,         , 0.0077          ,         , 0.18            ,OVER_TOL
Stream_DOT                , -0.0043         ,         , 1.2             ,OVER_TOL , 0.3             ,OVER_TOL , 5               ,OVER_TOL
Stream_MUL                , -0.0057         ,         , -0.0054         ,         , 0.0096          ,         , 0.86            ,OVER_TOL
Stream_TRIAD              , -0.014          ,         , -0.051          ,         , 0.024           ,         , 0.96            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.27           ,         , -0.3            ,         , -0.023          ,        
Col Max                   , 0.0068          ,         , 7.1             ,         , 0.3             ,         , 12              ,        
Col Avg                   , -0.039          ,         , 0.52            ,         , -0.0041         ,         , 1.5             ,        
Col Std Dev               , 0.0055          ,         , 2.3             ,         , 0.011           ,         , 6.5             ,        
