FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.026          ,         , 0.15            ,OVER_TOL
Apps_ENERGY               , -0.038          ,         , 0.075           ,         , -0.0041         ,         , 0.22            ,OVER_TOL
Apps_FIR                  , -0.28           ,         , -0.28           ,         , -0.007          ,         , 0.16            ,OVER_TOL
Apps_HALOEXCHANGE         , 0.0045          ,         , 0.014           ,         , 0.0052          ,         , 0.99            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.8             ,OVER_TOL , 0.033           ,         , 5.3             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.037           ,         , 0.035           ,         , 9.3             ,OVER_TOL
Apps_PRESSURE             , -0.024          ,         , -0.027          ,         , 0.0028          ,         , 0.88            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.035          ,         , -0.21           ,         , -0.24           ,        
Basic_DAXPY               , -0.015          ,         , -0.016          ,         , -0.00017        ,         , 1               ,OVER_TOL
Basic_IF_QUAD             , -0.039          ,         , -0.028          ,         , -0.096          ,         , -0.16           ,        
Basic_INIT3               , -0.0039         ,         , -0.16           ,         , 0.0051          ,         , 0.45            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0084         ,         , -0.0083         ,         , 0.0028          ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0088         ,         , 0.29            ,OVER_TOL , 0.0063          ,         , 1.4             ,OVER_TOL
Basic_MULADDSUB           , -0.059          ,         , -0.18           ,         , -0.044          ,         , 0.52            ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.021           ,         , -0.014          ,         , 0.63            ,OVER_TOL
Basic_PI_ATOMIC           , 0.00043         ,         , 3.2             ,OVER_TOL , -0.12           ,         , 1.3             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0055          ,         , 7.1             ,OVER_TOL , -0.017          ,         , 2.4             ,OVER_TOL
Basic_TRAP_INT            , -0.0035         ,         , 0.066           ,         , -0.0095         ,         , 0.67            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0079         ,         , -0.093          ,         , -0.15           ,         , -0.042          ,        
Lcals_EOS                 , -0.1            ,         , -0.098          ,         , 0.0027          ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0031         ,         , -0.003          ,         , -0.22           ,         , 0.085           ,        
Lcals_FIRST_MIN           , -0.015          ,         , 3               ,OVER_TOL , -0.14           ,         , 1.6             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0043         ,         , -0.0047         ,         , 0.0043          ,         , 0.38            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , 0.0079          ,         , 0.0058          ,         , -0.022          ,         , -0.006          ,        
Lcals_HYDRO_1D            , -0.0088         ,         , -0.006          ,         , 0.011           ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.025          ,         , 0.068           ,         , -0.044          ,         , 0.29            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0027         ,         , 0.037           ,         , -0.28           ,         , -0.25           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.037          ,         , 0.019           ,        
Lcals_TRIDIAG_ELIM        , 0.0033          ,         , -0.0039         ,         , 0.053           ,         , 0.29            ,OVER_TOL
Stream_ADD                , -0.0082         ,         , 0.019           ,         , -0.009          ,         , -0.7            ,        
Stream_COPY               , -0.014          ,         , -0.17           ,         , -0.14           ,         , 0.31            ,OVER_TOL
Stream_DOT                , -0.014          ,         , 0.97            ,OVER_TOL , 0.021           ,         , 5.4             ,OVER_TOL
Stream_MUL                , -0.013          ,         , -0.014          ,         , 0.0041          ,         , 0.95            ,OVER_TOL
Stream_TRIAD              , -0.025          ,         , -0.01           ,         , 0.00029         ,         , 1.3             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.28           ,         , -0.28           ,         , -0.28           ,         , -0.7            ,        
Col Max                   , 0.0079          ,         , 7.1             ,         , 0.053           ,         , 9.3             ,        
Col Avg                   , -0.046          ,         , 0.51            ,         , -0.041          ,         , 1.1             ,        
Col Std Dev               , 0.0058          ,         , 2.3             ,         , 0.0062          ,         , 3.7             ,        
