FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Algorithm_SORT            , 0               ,         , 0.018           ,         , 0               ,         , inf             ,OVER_TOL
Algorithm_SORTPAIRS       , 0               ,         , 2.3             ,OVER_TOL , 0               ,         , inf             ,OVER_TOL
Apps_DEL_DOT_VEC_2D       , -0.0025         ,         , 0.00071         ,         , -0.0034         ,         , 0.14            ,OVER_TOL
Apps_ENERGY               , 0.028           ,         , -0.028          ,         , 0.045           ,         , 0.087           ,        
Apps_FIR                  , 0.15            ,OVER_TOL , 0.015           ,         , -0.11           ,         , 0.001           ,        
Apps_HALOEXCHANGE         , -0.0045         ,         , -0.0013         ,         , 0.0044          ,         , 1               ,OVER_TOL
Apps_LTIMES               , -0.29           ,         , 3.8             ,OVER_TOL , 0.00082         ,         , 7.6             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.17           ,         , -0.24           ,         , 0.17            ,OVER_TOL , 8.6             ,OVER_TOL
Apps_PRESSURE             , -0.025          ,         , -0.028          ,         , 0.0066          ,         , 1.1             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.013          ,         , 0.00069         ,         , 0.038           ,        
Basic_DAXPY               , -0.017          ,         , -0.017          ,         , 0.0058          ,         , 0.85            ,OVER_TOL
Basic_IF_QUAD             , -0.015          ,         , -0.019          ,         , -0.27           ,         , -0.12           ,        
Basic_INIT3               , -0.035          ,         , -0.15           ,         , 0.38            ,OVER_TOL , 0.73            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0026         ,         , -0.0031         ,         , 0.44            ,OVER_TOL , 1.1             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.004          ,         , 0.27            ,OVER_TOL , 0.0017          ,         , 1.3             ,OVER_TOL
Basic_MULADDSUB           , -0.04           ,         , -0.15           ,         , 0.0057          ,         , 0.39            ,OVER_TOL
Basic_NESTED_INIT         , -0.004          ,         , 0.04            ,         , -0.0025         ,         , 1.7             ,OVER_TOL
Basic_PI_ATOMIC           , -0.00065        ,         , 3.2             ,OVER_TOL , 0.0088          ,         , 0.83            ,OVER_TOL
Basic_REDUCE3_INT         , -0.024          ,         , 7.1             ,OVER_TOL , 0.012           ,         , 12              ,OVER_TOL
Basic_TRAP_INT            , -0.00018        ,         , 0.081           ,         , -0.037          ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , 0.0001          ,         , -0.1            ,         , -0.023          ,         , 0.0074          ,        
Lcals_EOS                 , -0.022          ,         , -0.025          ,         , -0.05           ,         , 1.5             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0025         ,         , -0.0028         ,         , 0.014           ,         , 0.36            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0054         ,         , 2.9             ,OVER_TOL , 0.26            ,OVER_TOL , 2.9             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0042         ,         , -0.0045         ,         , 0.00014         ,         , 0.35            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.017          ,         , -0.0022         ,         , -0.041          ,         , -0.014          ,        
Lcals_HYDRO_1D            , -0.012          ,         , -0.013          ,         , -0.0054         ,         , 1.2             ,OVER_TOL
Lcals_HYDRO_2D            , -0.053          ,         , 0.025           ,         , -0.12           ,         , 0.26            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0041         ,         , 0.036           ,         , 0.025           ,         , 0.036           ,        
Lcals_PLANCKIAN           , -0.17           ,         , -0.17           ,         , 0.02            ,         , 0.082           ,        
Lcals_TRIDIAG_ELIM        , -0.014          ,         , -0.012          ,         , -0.003          ,         , 0.26            ,OVER_TOL
Stream_ADD                , -0.017          ,         , -0.016          ,         , 0.0068          ,         , 0.28            ,OVER_TOL
Stream_COPY               , -0.0055         ,         , 0.002           ,         , 0.042           ,         , 0.22            ,OVER_TOL
Stream_DOT                , -0.00092        ,         , 1.2             ,OVER_TOL , -0.0097         ,         , 5.1             ,OVER_TOL
Stream_MUL                , -0.005          ,         , -0.006          ,         , 0.01            ,         , 1               ,OVER_TOL
Stream_TRIAD              , -0.02           ,         , -0.022          ,         , 0.062           ,         , 0.97            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.29           ,         , -0.24           ,         , -0.27           ,         , -0.12           ,        
Col Max                   , 0.15            ,         , 7.1             ,         , 0.44            ,         , inf             ,        
Col Avg                   , -0.025          ,         , 0.55            ,         , 0.025           ,         , inf             ,        
Col Std Dev               , 0.0045          ,         , 2.2             ,         , 0.015           ,         , -nan            ,        
