FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.0009         ,         , 3.5             ,OVER_TOL , 0.11            ,OVER_TOL , 2.9             ,OVER_TOL
Basic_DAXPY               , -0.068          ,         , -0.065          ,         , -0.015          ,         , 0.57            ,OVER_TOL
Basic_IF_QUAD             , -0.024          ,         , 0.13            ,OVER_TOL , -0.04           ,         , 0.38            ,OVER_TOL
Basic_INIT3               , -0.02           ,         , -0.19           ,         , -0.64           ,         , -0.49           ,        
Basic_INIT_VIEW1D         , -0.0061         ,         , 0.3             ,OVER_TOL , -0.053          ,         , 1.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.018          ,         , 0.31            ,OVER_TOL , 0.42            ,OVER_TOL , 1.8             ,OVER_TOL
Basic_MULADDSUB           , -0.047          ,         , -0.17           ,         , 0.014           ,         , 0.44            ,OVER_TOL
Basic_NESTED_INIT         , -0.0017         ,         , 0.05            ,         , -0.00078        ,         , 0.3             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0092          ,         , 6.5             ,OVER_TOL , -0.0081         ,         , 17              ,OVER_TOL
Basic_TRAP_INT            , 0.035           ,         , 0.028           ,         , 0.005           ,         , 4.7             ,OVER_TOL
Stream_ADD                , -0.007          ,         , -0.0062         ,         , 0.018           ,         , 0.32            ,OVER_TOL
Stream_COPY               , -0.0011         ,         , 0.0035          ,         , -0.028          ,         , 0.21            ,OVER_TOL
Stream_DOT                , 0.0067          ,         , 1.2             ,OVER_TOL , -0.014          ,         , 5.7             ,OVER_TOL
Stream_MUL                , -0.00075        ,         , -0.003          ,         , -0.25           ,         , 0.014           ,        
Stream_TRIAD              , -0.0062         ,         , -0.0049         ,         , 0.0058          ,         , 0.33            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.068          ,         , -0.19           ,         , -0.64           ,         , -0.49           ,        
Col Max                   , 0.035           ,         , 6.5             ,         , 0.42            ,         , 17              ,        
Col Avg                   , -0.01           ,         , 0.77            ,         , -0.032          ,         , 2.4             ,        
Col Std Dev               , 0.00054         ,         , 3.1             ,         , 0.044           ,         , 18              ,        
