Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.114998 ,   0.947388 , 0.947027 ,    0.046278 ,      0.046154 ,    0.067018 ,       Not run ,        Not run
Apps_ENERGY               , 1.502156 ,   1.525432 , 2.013847 ,    0.076941 ,      0.075298 ,    0.073061 ,       Not run ,        Not run
Apps_FIR                  , 0.866344 ,   0.628559 , 0.627272 ,    0.038404 ,      0.034842 ,    0.042300 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.037420 ,   0.037694 , 0.037568 ,    0.391818 ,      0.340669 ,    0.777314 ,       Not run ,        Not run
Apps_LTIMES               , 0.297139 ,   0.224315 , 1.416624 ,    0.012657 ,      0.012766 ,    0.062428 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.303650 ,   0.228671 , 0.312277 ,    0.012604 ,      0.012840 ,    0.122115 ,       Not run ,        Not run
Apps_PRESSURE             , 1.637476 ,   1.599074 , 1.597917 ,    0.103149 ,      0.068328 ,    0.123800 ,       Not run ,        Not run
Apps_VOL3D                , 1.583178 ,   1.566925 , 1.546368 ,    0.066389 ,      0.066029 ,    0.077205 ,       Not run ,        Not run
Basic_DAXPY               , 0.331971 ,   0.328105 , 0.328005 ,    0.028165 ,      0.028311 ,    0.051760 ,      0.036667 ,        Not run
Basic_IF_QUAD             , 1.461866 ,   1.411513 , 1.418729 ,    0.047098 ,      0.048098 ,    0.055321 ,      0.051943 ,        Not run
Basic_INIT3               , 1.231539 ,   1.201432 , 1.026022 ,    0.058133 ,      0.058513 ,    0.082705 ,      0.061302 ,        Not run
Basic_INIT_VIEW1D         , 0.868318 ,   0.861327 , 0.861430 ,    0.135232 ,      0.134204 ,    0.322339 ,      0.145019 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.869042 ,   0.860857 , 1.125883 ,    0.133188 ,      0.131800 ,    0.306457 ,      0.146392 ,        Not run
Basic_MULADDSUB           , 0.879075 ,   0.832025 , 0.730446 ,    0.058547 ,      0.041957 ,    0.058457 ,      0.042951 ,        Not run
Basic_NESTED_INIT         , 0.350683 ,   0.347245 , 0.362597 ,    0.120589 ,      0.095990 ,    0.231436 ,      0.113788 ,        Not run
Basic_PI_ATOMIC           , 0.041021 ,   0.040890 , 0.166160 ,    8.272641 ,      9.168208 ,   17.017957 ,      7.249045 ,        Not run
Basic_REDUCE3_INT         , 0.008444 ,   0.008266 , 0.067511 ,    0.004413 ,      0.004325 ,    0.017835 ,      0.004098 ,        Not run
Basic_TRAP_INT            , 0.092495 ,   0.092509 , 0.098529 ,    0.007291 ,      0.007261 ,    0.012715 ,      0.005810 ,        Not run
Lcals_DIFF_PREDICT        , 1.542542 ,   1.538523 , 1.369694 ,    0.058045 ,      0.056894 ,    0.070086 ,      0.060781 ,        Not run
Lcals_EOS                 , 0.762601 ,   0.741673 , 0.739454 ,    0.040135 ,      0.036868 ,    0.079177 ,      0.069160 ,        Not run
Lcals_FIRST_DIFF          , 1.335831 ,   1.331020 , 1.330870 ,    0.110633 ,      0.109864 ,    0.200239 ,      0.122768 ,        Not run
Lcals_FIRST_MIN           , 0.037441 ,   0.037472 , 0.149235 ,    0.011617 ,      0.011120 ,    0.019705 ,      0.007473 ,        Not run
Lcals_FIRST_SUM           , 1.326837 ,   1.322120 , 1.322072 ,    0.110457 ,      0.110839 ,    0.200518 ,      0.122812 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.808312 ,   1.767516 , 1.837490 ,    0.302906 ,      0.274335 ,    0.429293 ,      0.260191 ,        Not run
Lcals_HYDRO_1D            , 1.004079 ,   0.997557 , 0.996118 ,    0.062253 ,      0.061659 ,    0.111920 ,      0.066363 ,        Not run
Lcals_HYDRO_2D            , 1.195914 ,   1.177689 , 1.287097 ,    0.056373 ,      0.052627 ,    0.071546 ,      0.089914 ,        Not run
Lcals_INT_PREDICT         , 2.103721 ,   2.102538 , 2.221496 ,    0.088990 ,      0.066557 ,    0.070611 ,      0.067373 ,        Not run
Lcals_PLANCKIAN           , 0.430516 ,   0.351994 , 0.352784 ,    0.008547 ,      0.008567 ,    0.009637 ,      0.009045 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.502882 ,   1.494077 , 1.487812 ,    0.014800 ,      0.014720 ,    0.020059 ,      0.023045 ,        Not run
Stream_ADD                , 1.029186 ,   1.049559 , 1.018200 ,    0.013387 ,      0.013801 ,    0.017495 ,      0.020732 ,        Not run
Stream_COPY               , 1.156780 ,   1.150331 , 1.154188 ,    0.026724 ,      0.027413 ,    0.034891 ,      0.040472 ,        Not run
Stream_DOT                , 1.290243 ,   1.284377 , 2.876774 ,    0.030484 ,      0.030157 ,    0.199879 ,      0.043458 ,        Not run
Stream_MUL                , 1.200122 ,   1.194365 , 1.194201 ,    0.019284 ,      0.019627 ,    0.036337 ,      0.032970 ,        Not run
Stream_TRIAD              , 1.008338 ,   1.003449 , 1.006129 ,    0.012756 ,      0.012612 ,    0.024435 ,      0.033356 ,        Not run
