FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.0015         ,         , 3.5             ,OVER_TOL , -0.13           ,         , 3.1             ,OVER_TOL
Basic_DAXPY               , -0.061          ,         , -0.06           ,         , -0.7            ,         , -0.48           ,        
Basic_IF_QUAD             , -0.027          ,         , 0.12            ,OVER_TOL , -0.012          ,         , 0.16            ,OVER_TOL
Basic_INIT3               , -0.017          ,         , -0.19           ,         , -0.047          ,         , 0.35            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.004          ,         , 0.25            ,OVER_TOL , 0.35            ,OVER_TOL , 1.6             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0095         ,         , 0.25            ,OVER_TOL , 0.0043          ,         , 1.9             ,OVER_TOL
Basic_MULADDSUB           , -0.044          ,         , -0.17           ,         , 0.0078          ,         , 0.37            ,OVER_TOL
Basic_NESTED_INIT         , -0.01           ,         , 0.09            ,         , 0.11            ,OVER_TOL , 0.69            ,OVER_TOL
Basic_REDUCE3_INT         , 0.045           ,         , 6.4             ,OVER_TOL , 0.036           ,         , 16              ,OVER_TOL
Basic_TRAP_INT            , 0.041           ,         , 0.035           ,         , 0.15            ,OVER_TOL , 3.9             ,OVER_TOL
Stream_ADD                , -0.0065         ,         , 0.025           ,         , 0.0068          ,         , 0.31            ,OVER_TOL
Stream_COPY               , 0.029           ,         , -0.0057         ,         , -0.095          ,         , 0.2             ,OVER_TOL
Stream_DOT                , -0.0065         ,         , 1.1             ,OVER_TOL , -0.19           ,         , 3.8             ,OVER_TOL
Stream_MUL                , 0.019           ,         , -0.0084         ,         , 0.018           ,         , 0.43            ,OVER_TOL
Stream_TRIAD              , -0.022          ,         , -0.0032         ,         , 0.0041          ,         , 0.35            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.061          ,         , -0.19           ,         , -0.7            ,         , -0.48           ,        
Col Max                   , 0.045           ,         , 6.4             ,         , 0.35            ,         , 16              ,        
Col Avg                   , -0.005          ,         , 0.76            ,         , -0.033          ,         , 2.2             ,        
Col Std Dev               , 0.00079         ,         , 3.1             ,         , 0.047           ,         , 15              ,        
