FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.16           ,         , -0.16           ,         , -0.037          ,         , 0.15            ,OVER_TOL
Apps_ENERGY               , -0.027          ,         , 0.083           ,         , -0.05           ,         , -0.044          ,        
Apps_FIR                  , -0.27           ,         , -0.28           ,         , -0.15           ,         , -0.073          ,        
Apps_HALOEXCHANGE         , 0.0076          ,         , 0.02            ,         , 0.052           ,         , 0.82            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.8             ,OVER_TOL , 0.056           ,         , 6               ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.035           ,         , 0.03            ,         , 9.7             ,OVER_TOL
Apps_PRESSURE             , -0.031          ,         , -0.027          ,         , -0.056          ,         , 1.8             ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.037          ,         , -0.0045         ,         , 0.1             ,OVER_TOL
Basic_DAXPY               , -0.013          ,         , -0.013          ,         , 0.014           ,         , 1.3             ,OVER_TOL
Basic_IF_QUAD             , -0.017          ,         , -0.03           ,         , 0.057           ,         , 0.044           ,        
Basic_INIT3               , -0.036          ,         , -0.17           ,         , -0.0017         ,         , 0.051           ,        
Basic_INIT_VIEW1D         , -0.0085         ,         , -0.0085         ,         , -0.097          ,         , 2.4             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0085         ,         , 0.28            ,OVER_TOL , 0.025           ,         , 3.2             ,OVER_TOL
Basic_MULADDSUB           , -0.062          ,         , -0.18           ,         , -0.034          ,         , 0.037           ,        
Basic_NESTED_INIT         , -0.02           ,         , 0.02            ,         , -0.63           ,         , 0.94            ,OVER_TOL
Basic_PI_ATOMIC           , -0.0018         ,         , 3.2             ,OVER_TOL , -0.13           ,         , 0.9             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0095         ,         , 7               ,OVER_TOL , -0.31           ,         , 8.8             ,OVER_TOL
Basic_TRAP_INT            , -0.0053         ,         , 0.064           ,         , -0.13           ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0086         ,         , -0.091          ,         , -0.023          ,         , 0.096           ,        
Lcals_EOS                 , -0.058          ,         , -0.057          ,         , 0.054           ,         , 1.7             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0029         ,         , -0.003          ,         , 0.014           ,         , 0.41            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0044         ,         , 2.9             ,OVER_TOL , -0.021          ,         , 3.4             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0062         ,         , -0.005          ,         , -0.024          ,         , 0.36            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.0088         ,         , 0.00018         ,         , 0.018           ,         , 0.033           ,        
Lcals_HYDRO_1D            , -0.015          ,         , -0.017          ,         , -0.024          ,         , 1.1             ,OVER_TOL
Lcals_HYDRO_2D            , -0.021          ,         , 0.074           ,         , 0.0078          ,         , 0.37            ,OVER_TOL
Lcals_INT_PREDICT         , -0.0004         ,         , 0.043           ,         , -0.26           ,         , -0.15           ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , 0.017           ,         , 0.21            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , 0.00075         ,         , -0.004          ,         , -0.0079         ,         , 0.26            ,OVER_TOL
Stream_ADD                , 0.01            ,         , -0.01           ,         , -0.0074         ,         , 0.26            ,OVER_TOL
Stream_COPY               , -0.0052         ,         , -0.0041         ,         , -0.079          ,         , 0.18            ,OVER_TOL
Stream_DOT                , -0.005          ,         , 1.2             ,OVER_TOL , -0.0045         ,         , 6               ,OVER_TOL
Stream_MUL                , -0.0041         ,         , -0.0032         ,         , 0.017           ,         , 1.1             ,OVER_TOL
Stream_TRIAD              , -0.0053         ,         , -0.0023         ,         , -0.0057         ,         , 1               ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.28           ,         , -0.63           ,         , -0.15           ,        
Col Max                   , 0.01            ,         , 7               ,         , 0.057           ,         , 9.7             ,        
Col Avg                   , -0.043          ,         , 0.52            ,         , -0.051          ,         , 1.6             ,        
Col Std Dev               , 0.0057          ,         , 2.2             ,         , 0.017           ,         , 6               ,        
