Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024831 ,   0.024842 , 0.111278 ,    6.432880 ,      7.306360 ,   20.400647 ,      7.703817 ,        Not run
Basic_DAXPY               , 0.362971 ,   0.280206 , 0.280400 ,    0.245387 ,      0.242414 ,    0.465350 ,      0.229351 ,        Not run
Basic_IF_QUAD             , 1.420546 ,   1.426516 , 1.595689 ,    0.136113 ,      0.154489 ,    0.235855 ,      0.120173 ,        Not run
Basic_INIT3               , 1.031062 ,   1.018034 , 0.835119 ,    0.335219 ,      0.287708 ,    0.535665 ,      0.330703 ,        Not run
Basic_INIT_VIEW1D         , 0.872153 ,   0.863803 , 1.124288 ,    0.265071 ,      0.252048 ,    0.489092 ,      0.249522 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.871061 ,   0.863784 , 1.129171 ,    0.251401 ,      0.244210 ,    0.512466 ,      0.251062 ,        Not run
Basic_MULADDSUB           , 0.820720 ,   0.777961 , 0.581821 ,    0.169210 ,      0.167812 ,    0.306690 ,      0.170026 ,        Not run
Basic_NESTED_INIT         , 0.856140 ,   0.847997 , 0.932077 ,    0.070230 ,      0.063525 ,    0.107425 ,      0.035234 ,        Not run
Basic_REDUCE3_INT         , 0.016374 ,   0.016740 , 0.127517 ,    0.008856 ,      0.008835 ,    0.033423 ,      0.009309 ,        Not run
Basic_TRAP_INT            , 0.383579 ,   0.395631 , 0.396838 ,    0.115466 ,      0.034811 ,    0.159005 ,      0.026461 ,        Not run
Stream_ADD                , 1.005123 ,   0.997538 , 1.011776 ,    0.012864 ,      0.012789 ,    0.016309 ,      0.013090 ,        Not run
Stream_COPY               , 1.141163 ,   1.135415 , 1.133545 ,    0.021905 ,      0.020958 ,    0.027968 ,      0.027721 ,        Not run
Stream_DOT                , 1.289674 ,   1.270913 , 2.875311 ,    0.031291 ,      0.031488 ,    0.193040 ,      0.028450 ,        Not run
Stream_MUL                , 1.191271 ,   1.189658 , 1.191661 ,    0.018561 ,      0.018540 ,    0.025651 ,      0.020061 ,        Not run
Stream_TRIAD              , 1.053729 ,   1.039267 , 1.093980 ,    0.012123 ,      0.011689 ,    0.015732 ,      0.024157 ,        Not run
