Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.121876 ,   0.946432 , 0.946759 ,    0.048740 ,      0.047218 ,    0.054483 ,       Not run ,        Not run
Apps_ENERGY               , 1.579167 ,   1.517305 , 1.719611 ,    0.065977 ,      0.068516 ,    0.071265 ,       Not run ,        Not run
Apps_FIR                  , 0.866092 ,   0.629205 , 0.628451 ,    0.036391 ,      0.036386 ,    0.042389 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.037585 ,   0.038204 , 0.038429 ,    0.323739 ,      0.324880 ,    0.680798 ,       Not run ,        Not run
Apps_LTIMES               , 0.300752 ,   0.233597 , 1.454234 ,    0.010541 ,      0.010775 ,    0.061738 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.303332 ,   0.232593 , 0.316671 ,    0.010529 ,      0.010734 ,    0.108485 ,       Not run ,        Not run
Apps_PRESSURE             , 1.670789 ,   1.669829 , 1.681935 ,    0.056603 ,      0.056226 ,    0.103565 ,       Not run ,        Not run
Apps_VOL3D                , 1.601856 ,   1.567245 , 1.543708 ,    0.067310 ,      0.067739 ,    0.072704 ,       Not run ,        Not run
Basic_DAXPY               , 0.355281 ,   0.343132 , 0.342406 ,    0.027631 ,      0.027990 ,    0.054191 ,      0.036114 ,        Not run
Basic_IF_QUAD             , 1.462388 ,   1.413368 , 1.429542 ,    0.023753 ,      0.024691 ,    0.024100 ,      0.027128 ,        Not run
Basic_INIT3               , 1.299920 ,   1.275234 , 1.148716 ,    0.049145 ,      0.033906 ,    0.025269 ,      0.024904 ,        Not run
Basic_INIT_VIEW1D         , 0.905058 ,   0.898079 , 0.899010 ,    0.024178 ,      0.024493 ,    0.091145 ,      0.038281 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.953966 ,   0.897975 , 1.124826 ,    0.023297 ,      0.023256 ,    0.106968 ,      0.037625 ,        Not run
Basic_MULADDSUB           , 0.894994 ,   0.829127 , 0.736637 ,    0.017835 ,      0.017396 ,    0.019656 ,      0.019671 ,        Not run
Basic_NESTED_INIT         , 0.367463 ,   0.360538 , 0.372880 ,    0.012261 ,      0.012162 ,    0.067919 ,      0.019411 ,        Not run
Basic_PI_ATOMIC           , 0.041632 ,   0.041566 , 0.175339 ,    8.466428 ,      8.576590 ,   20.347526 ,      6.396225 ,        Not run
Basic_REDUCE3_INT         , 0.008711 ,   0.008806 , 0.067755 ,    0.000954 ,      0.000677 ,    0.010249 ,      0.002203 ,        Not run
Basic_TRAP_INT            , 0.092738 ,   0.092770 , 0.099784 ,    0.003217 ,      0.003196 ,    0.007709 ,      0.003172 ,        Not run
Lcals_DIFF_PREDICT        , 1.537939 ,   1.566269 , 1.403914 ,    0.048315 ,      0.041846 ,    0.037006 ,      0.038947 ,        Not run
Lcals_EOS                 , 0.726884 ,   0.714737 , 0.712783 ,    0.011716 ,      0.011977 ,    0.030302 ,      0.035204 ,        Not run
Lcals_FIRST_DIFF          , 1.337920 ,   1.332685 , 1.332432 ,    0.023119 ,      0.023011 ,    0.034980 ,      0.034188 ,        Not run
Lcals_FIRST_MIN           , 0.039855 ,   0.039732 , 0.149022 ,    0.004755 ,      0.003949 ,    0.010302 ,      0.002600 ,        Not run
Lcals_FIRST_SUM           , 1.331501 ,   1.325687 , 1.325668 ,    0.022870 ,      0.023393 ,    0.031358 ,      0.034005 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.887564 ,   1.866599 , 1.886787 ,    0.152176 ,      0.145607 ,    0.150168 ,      0.138997 ,        Not run
Lcals_HYDRO_1D            , 1.210105 ,   1.182741 , 1.205526 ,    0.014162 ,      0.014243 ,    0.029667 ,      0.019716 ,        Not run
Lcals_HYDRO_2D            , 1.224976 ,   1.196212 , 1.299180 ,    0.037233 ,      0.041266 ,    0.049380 ,      0.060950 ,        Not run
Lcals_INT_PREDICT         , 2.128462 ,   2.121219 , 2.212547 ,    0.071083 ,      0.066678 ,    0.068905 ,      0.069336 ,        Not run
Lcals_PLANCKIAN           , 0.474337 ,   0.404311 , 0.405106 ,    0.009150 ,      0.008827 ,    0.009707 ,      0.009904 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.450900 ,   1.435487 , 1.439286 ,    0.015445 ,      0.015125 ,    0.023279 ,      0.020745 ,        Not run
Stream_ADD                , 1.179567 ,   1.140100 , 1.166349 ,    0.013302 ,      0.013395 ,    0.017102 ,      0.018784 ,        Not run
Stream_COPY               , 1.152941 ,   1.146511 , 1.150417 ,    0.028964 ,      0.025883 ,    0.032150 ,      0.038391 ,        Not run
Stream_DOT                , 1.286520 ,   1.280266 , 2.876069 ,    0.030500 ,      0.039088 ,    0.195080 ,      0.039014 ,        Not run
Stream_MUL                , 1.195673 ,   1.191481 , 1.191441 ,    0.019449 ,      0.019610 ,    0.037787 ,      0.029302 ,        Not run
Stream_TRIAD              , 1.038486 ,   1.035707 , 1.018993 ,    0.012364 ,      0.012812 ,    0.026340 ,      0.032630 ,        Not run
