FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , -0.014          ,         , 3.3             ,OVER_TOL , -0.22           ,         , 1.6             ,OVER_TOL
Basic_DAXPY               , -0.03           ,         , -0.019          ,         , -0.27           ,         , 0.64            ,OVER_TOL
Basic_IF_QUAD             , 0.023           ,         , 0.12            ,OVER_TOL , 0.25            ,OVER_TOL , 1.1             ,OVER_TOL
Basic_INIT3               , -0.012          ,         , -0.19           ,         , -0.12           ,         , 0.95            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.016          ,         , 0.22            ,OVER_TOL , 0.058           ,         , 1               ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0079         ,         , 0.24            ,OVER_TOL , -0.0098         ,         , 1.1             ,OVER_TOL
Basic_MULADDSUB           , -0.049          ,         , -0.29           ,         , 0.31            ,OVER_TOL , 0.93            ,OVER_TOL
Basic_NESTED_INIT         , -0.01           ,         , 0.077           ,         , -0.042          ,         , 0.21            ,OVER_TOL
Basic_REDUCE3_INT         , 0.046           ,         , 6.4             ,OVER_TOL , -0.014          ,         , 15              ,OVER_TOL
Basic_TRAP_INT            , 0.03            ,         , 0.033           ,         , 0.003           ,         , 4.2             ,OVER_TOL
Stream_ADD                , -0.03           ,         , -0.017          ,         , -0.0097         ,         , 0.31            ,OVER_TOL
Stream_COPY               , 0.013           ,         , 0.015           ,         , -0.058          ,         , 0.24            ,OVER_TOL
Stream_DOT                , -0.0041         ,         , 1.2             ,OVER_TOL , 0.0021          ,         , 5.3             ,OVER_TOL
Stream_MUL                , -0.0057         ,         , -0.0043         ,         , 0.01            ,         , 0.54            ,OVER_TOL
Stream_TRIAD              , 0.026           ,         , -0.018          ,         , 0.0054          ,         , 0.36            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.049          ,         , -0.29           ,         , -0.27           ,         , 0.21            ,        
Col Max                   , 0.046           ,         , 6.4             ,         , 0.31            ,         , 15              ,        
Col Avg                   , -0.0028         ,         , 0.74            ,         , -0.007          ,         , 2.3             ,        
Col Std Dev               , 0.00061         ,         , 3.1             ,         , 0.02            ,         , 15              ,        
