FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.0053         ,         , 0.37            ,OVER_TOL
Apps_ENERGY               , -0.0044         ,         , 0.07            ,         , -0.068          ,         , -0.051          ,        
Apps_FIR                  , -0.26           ,         , -0.26           ,         , -0.032          ,         , 0.31            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.041          ,         , -0.029          ,         , 0.041           ,         , 1.1             ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.026           ,         , 4.8             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.042           ,         , 0.043           ,         , 9.7             ,OVER_TOL
Apps_PRESSURE             , -0.051          ,         , -0.036          ,         , -0.0013         ,         , 0.82            ,OVER_TOL
Apps_VOL3D                , -0.021          ,         , -0.036          ,         , -0.038          ,         , 0.063           ,        
Basic_DAXPY               , -0.049          ,         , -0.052          ,         , 0.0072          ,         , 0.85            ,OVER_TOL
Basic_IF_QUAD             , -0.053          ,         , -0.045          ,         , 0.031           ,         , 0.18            ,OVER_TOL
Basic_INIT3               , -0.029          ,         , -0.17           ,         , -0.0056         ,         , 0.46            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0088         ,         , -0.0082         ,         , -0.012          ,         , 1.5             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.24           ,         , -0.00081        ,         , -0.015          ,         , 1.5             ,OVER_TOL
Basic_MULADDSUB           , -0.063          ,         , -0.19           ,         , -0.0016         ,         , 0.44            ,OVER_TOL
Basic_NESTED_INIT         , -0.017          ,         , 0.025           ,         , -0.011          ,         , 2               ,OVER_TOL
Basic_PI_ATOMIC           , 0.00068         ,         , 3.2             ,OVER_TOL , 0.14            ,OVER_TOL , 1.8             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0017          ,         , 6.8             ,OVER_TOL , -0.014          ,         , 2.8             ,OVER_TOL
Basic_TRAP_INT            , -0.004          ,         , 0.063           ,         , -0.0021         ,         , 0.65            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.013          ,         , -0.12           ,         , 0.032           ,         , 0.24            ,OVER_TOL
Lcals_EOS                 , -0.057          ,         , -0.06           ,         , 0.0021          ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0035         ,         , -0.0034         ,         , -0.01           ,         , 0.86            ,OVER_TOL
Lcals_FIRST_MIN           , -0.003          ,         , 3               ,OVER_TOL , -0.044          ,         , 0.56            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0051         ,         , -0.0057         ,         , -0.0087         ,         , 0.81            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.017          ,         , 0.0041          ,         , -0.032          ,         , 0.6             ,OVER_TOL
Lcals_HYDRO_1D            , -0.029          ,         , -0.0083         ,         , -0.012          ,         , 0.86            ,OVER_TOL
Lcals_HYDRO_2D            , -0.014          ,         , 0.074           ,         , -0.018          ,         , 0.37            ,OVER_TOL
Lcals_INT_PREDICT         , -0.013          ,         , 0.023           ,         , -0.018          ,         , 0.49            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , 0.0021          ,         , 0.18            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , 0.0029          ,         , -0.0035         ,         , -0.015          ,         , 0.77            ,OVER_TOL
Stream_ADD                , -0.0002         ,         , -0.015          ,         , -0.0058         ,         , 0.78            ,OVER_TOL
Stream_COPY               , -0.0052         ,         , -0.0017         ,         , 0.0066          ,         , 0.83            ,OVER_TOL
Stream_DOT                , -0.0062         ,         , 1.3             ,OVER_TOL , 0.012           ,         , 0.89            ,OVER_TOL
Stream_MUL                , -0.0036         ,         , -0.0037         ,         , -0.012          ,         , 0.91            ,OVER_TOL
Stream_TRIAD              , -0.0045         ,         , -0.0061         ,         , -0.0089         ,         , 0.96            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.26           ,         , -0.26           ,         , -0.068          ,         , -0.051          ,        
Col Max                   , 0.0029          ,         , 6.8             ,         , 0.14            ,         , 9.7             ,        
Col Avg                   , -0.054          ,         , 0.5             ,         , -0.0014         ,         , 1.2             ,        
Col Std Dev               , 0.0064          ,         , 2.2             ,         , 0.0011          ,         , 3               ,        
