FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.13           ,         , -0.13           ,         , -0.061          ,         , 0.25            ,OVER_TOL
Apps_ENERGY               , -0.011          ,         , 0.072           ,         , -0.044          ,         , 0.017           ,        
Apps_FIR                  , -0.27           ,         , -0.28           ,         , -0.076          ,         , 0.24            ,OVER_TOL
Apps_HALOEXCHANGE         , -0.0031         ,         , 0.01            ,         , -0.19           ,         , 0.24            ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , -0.4            ,         , 2.3             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.24           ,         , 0.041           ,         , 0.022           ,         , 7.6             ,OVER_TOL
Apps_PRESSURE             , -0.16           ,         , -0.15           ,         , -0.0053         ,         , 0.68            ,OVER_TOL
Apps_VOL3D                , -0.022          ,         , -0.036          ,         , 0.008           ,         , 0.17            ,OVER_TOL
Basic_DAXPY               , -0.024          ,         , -0.025          ,         , -0.38           ,         , 0.083           ,        
Basic_IF_QUAD             , -0.012          ,         , -0.027          ,         , -0.12           ,         , 0.021           ,        
Basic_INIT3               , -0.024          ,         , -0.18           ,         , -0.0019         ,         , 0.47            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0092         ,         , -0.0088         ,         , -0.075          ,         , 1.1             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.0093         ,         , 0.29            ,OVER_TOL , -0.42           ,         , 0.64            ,OVER_TOL
Basic_MULADDSUB           , -0.097          ,         , -0.21           ,         , 0.0046          ,         , 0.36            ,OVER_TOL
Basic_NESTED_INIT         , -0.019          ,         , 0.023           ,         , -0.0035         ,         , 2               ,OVER_TOL
Basic_PI_ATOMIC           , -8.4e-05        ,         , 3.2             ,OVER_TOL , 0.0096          ,         , 1.5             ,OVER_TOL
Basic_REDUCE3_INT         , -0.0047         ,         , 7.1             ,OVER_TOL , -0.0028         ,         , 3.1             ,OVER_TOL
Basic_TRAP_INT            , -0.0029         ,         , 0.056           ,         , 0.0035          ,         , 0.53            ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.0054         ,         , -0.091          ,         , 0.05            ,         , 0.38            ,OVER_TOL
Lcals_EOS                 , -0.06           ,         , -0.058          ,         , -0.0022         ,         , 1.2             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0066         ,         , -0.0075         ,         , -5.4e-05        ,         , 0.81            ,OVER_TOL
Lcals_FIRST_MIN           , 0.022           ,         , 3               ,OVER_TOL , -0.082          ,         , 0.58            ,OVER_TOL
Lcals_FIRST_SUM           , -0.0042         ,         , -0.0041         ,         , -0.037          ,         , 0.76            ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.018          ,         , -0.0077         ,         , -0.087          ,         , 0.61            ,OVER_TOL
Lcals_HYDRO_1D            , 0.0089          ,         , 0.0066          ,         , 0.031           ,         , 0.85            ,OVER_TOL
Lcals_HYDRO_2D            , -0.017          ,         , 0.068           ,         , 0.014           ,         , 0.51            ,OVER_TOL
Lcals_INT_PREDICT         , 0.0001          ,         , 0.04            ,         , -0.0097         ,         , 0.51            ,OVER_TOL
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , 0.061           ,         , 0.19            ,OVER_TOL
Lcals_TRIDIAG_ELIM        , -0.0055         ,         , -0.0087         ,         , 0.0052          ,         , 0.77            ,OVER_TOL
Stream_ADD                , -0.0028         ,         , -0.0095         ,         , 0.011           ,         , 0.77            ,OVER_TOL
Stream_COPY               , -0.005          ,         , -0.0024         ,         , -0.11           ,         , 0.61            ,OVER_TOL
Stream_DOT                , -0.0056         ,         , 1.2             ,OVER_TOL , 0.013           ,         , 1.1             ,OVER_TOL
Stream_MUL                , -0.0078         ,         , -0.0077         ,         , -0.79           ,         , -0.61           ,        
Stream_TRIAD              , -0.0039         ,         , -0.015          ,         , 0.0076          ,         , 1.3             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.28           ,         , -0.79           ,         , -0.61           ,        
Col Max                   , 0.022           ,         , 7.1             ,         , 0.061           ,         , 7.6             ,        
Col Avg                   , -0.046          ,         , 0.52            ,         , -0.078          ,         , 0.93            ,        
Col Std Dev               , 0.0062          ,         , 2.3             ,         , 0.03            ,         , 1.8             ,        
