Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.108728 ,   0.947265 , 0.946953 ,    0.049152 ,      0.049972 ,    0.064539 ,       Not run ,        Not run
Apps_ENERGY               , 1.528905 ,   1.531671 , 1.669578 ,    0.103030 ,      0.073417 ,    0.077683 ,       Not run ,        Not run
Apps_FIR                  , 0.860441 ,   0.626796 , 0.625588 ,    0.053540 ,      0.051948 ,    0.066609 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.035118 ,   0.037201 , 0.037475 ,    0.383463 ,      0.349213 ,    0.844544 ,       Not run ,        Not run
Apps_LTIMES               , 0.293114 ,   0.225111 , 1.441344 ,    0.044302 ,      0.016525 ,    0.092446 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.299920 ,   0.226292 , 0.312821 ,    0.020529 ,      0.022156 ,    0.109869 ,       Not run ,        Not run
Apps_PRESSURE             , 1.605486 ,   1.584099 , 1.583148 ,    0.089383 ,      0.087615 ,    0.102593 ,       Not run ,        Not run
Apps_VOL3D                , 1.601103 ,   1.566996 , 1.546963 ,    0.066279 ,      0.065908 ,    0.080930 ,       Not run ,        Not run
Basic_DAXPY               , 0.333264 ,   0.329053 , 0.328256 ,    0.027564 ,      0.027978 ,    0.051872 ,      0.035607 ,        Not run
Basic_IF_QUAD             , 1.454813 ,   1.417405 , 1.414589 ,    0.044875 ,      0.047667 ,    0.053315 ,      0.051410 ,        Not run
Basic_INIT3               , 1.218603 ,   1.182803 , 1.010549 ,    0.049868 ,      0.050020 ,    0.072104 ,      0.053052 ,        Not run
Basic_INIT_VIEW1D         , 0.874649 ,   0.865368 , 0.867542 ,    0.132277 ,      0.130672 ,    0.326194 ,      0.144547 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 1.128169 ,   1.107270 , 1.124940 ,    0.134138 ,      0.131444 ,    0.318157 ,      0.144527 ,        Not run
Basic_MULADDSUB           , 0.857577 ,   0.832305 , 0.700299 ,    0.038315 ,      0.038078 ,    0.052694 ,      0.040578 ,        Not run
Basic_NESTED_INIT         , 0.354964 ,   0.348964 , 0.363144 ,    0.098519 ,      0.092261 ,    0.164372 ,      0.096071 ,        Not run
Basic_PI_ATOMIC           , 0.041304 ,   0.041303 , 0.175155 ,    7.710344 ,      8.227927 ,   21.137966 ,      6.299692 ,        Not run
Basic_REDUCE3_INT         , 0.008348 ,   0.008281 , 0.067638 ,    0.004506 ,      0.004472 ,    0.021931 ,      0.005215 ,        Not run
Basic_TRAP_INT            , 0.092501 ,   0.092480 , 0.098837 ,    0.008281 ,      0.008205 ,    0.013539 ,      0.005984 ,        Not run
Lcals_DIFF_PREDICT        , 1.566831 ,   1.553974 , 1.422987 ,    0.060708 ,      0.062144 ,    0.067377 ,      0.070760 ,        Not run
Lcals_EOS                 , 0.703250 ,   0.687829 , 0.689439 ,    0.036892 ,      0.036965 ,    0.080562 ,      0.088380 ,        Not run
Lcals_FIRST_DIFF          , 1.314130 ,   1.310426 , 1.310413 ,    0.110083 ,      0.109320 ,    0.200246 ,      0.121349 ,        Not run
Lcals_FIRST_MIN           , 0.037625 ,   0.037619 , 0.149087 ,    0.012369 ,      0.011529 ,    0.018884 ,      0.007493 ,        Not run
Lcals_FIRST_SUM           , 1.315031 ,   1.310394 , 1.310850 ,    0.111654 ,      0.107909 ,    0.198428 ,      0.117887 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.662082 ,   1.646084 , 1.661260 ,    0.279476 ,      0.276570 ,    0.224572 ,      0.206262 ,        Not run
Lcals_HYDRO_1D            , 0.995794 ,   0.990288 , 0.989641 ,    0.014154 ,      0.014213 ,    0.036598 ,      0.019558 ,        Not run
Lcals_HYDRO_2D            , 1.210902 ,   1.188871 , 1.300579 ,    0.037274 ,      0.037452 ,    0.049506 ,      0.053147 ,        Not run
Lcals_INT_PREDICT         , 2.113973 ,   2.107769 , 2.197447 ,    0.091907 ,      0.069119 ,    0.071565 ,      0.070346 ,        Not run
Lcals_PLANCKIAN           , 0.429113 ,   0.352092 , 0.352424 ,    0.009520 ,      0.009113 ,    0.010054 ,      0.014981 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.382618 ,   1.364073 , 1.371656 ,    0.014726 ,      0.014642 ,    0.018972 ,      0.020399 ,        Not run
Stream_ADD                , 1.019997 ,   0.992558 , 1.013271 ,    0.013028 ,      0.013075 ,    0.016432 ,      0.018181 ,        Not run
Stream_COPY               , 1.137733 ,   1.131723 , 1.135324 ,    0.032462 ,      0.025126 ,    0.033007 ,      0.037855 ,        Not run
Stream_DOT                , 1.281121 ,   1.266863 , 2.875945 ,    0.030348 ,      0.030425 ,    0.196032 ,      0.038051 ,        Not run
Stream_MUL                , 1.182618 ,   1.178949 , 1.178972 ,    0.019157 ,      0.019254 ,    0.037686 ,      0.029098 ,        Not run
Stream_TRIAD              , 1.000090 ,   0.992937 , 0.988650 ,    0.012279 ,      0.012265 ,    0.029981 ,      0.033147 ,        Not run
