Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Basic_ATOMIC_PI           , 0.024229 ,   0.024263 , 0.108635 ,    5.460641 ,      6.017875 ,   11.620917 ,      4.226540 ,        Not run
Basic_DAXPY               , 0.292251 ,   0.285930 , 0.285885 ,    0.038504 ,      0.040288 ,    0.058219 ,      0.040318 ,        Not run
Basic_IF_QUAD             , 1.423807 ,   1.425872 , 1.412735 ,    0.035636 ,      0.035265 ,    0.044428 ,      0.033898 ,        Not run
Basic_INIT3               , 1.054032 ,   1.042516 , 0.843881 ,    0.060057 ,      0.058905 ,    0.078163 ,      0.060928 ,        Not run
Basic_INIT_VIEW1D         , 0.890593 ,   0.886231 , 1.122098 ,    0.044317 ,      0.044893 ,    0.094350 ,      0.044418 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.893535 ,   0.886574 , 1.129989 ,    0.046155 ,      0.043275 ,    0.101588 ,      0.043903 ,        Not run
Basic_MULADDSUB           , 0.801869 ,   0.791700 , 0.587584 ,    0.046458 ,      0.044799 ,    0.058154 ,      0.044302 ,        Not run
Basic_NESTED_INIT         , 0.863363 ,   0.852196 , 0.941165 ,    0.052610 ,      0.042804 ,    0.071941 ,      0.027717 ,        Not run
Basic_REDUCE3_INT         , 0.016429 ,   0.016545 , 0.126662 ,    0.001333 ,      0.001258 ,    0.020251 ,      0.004081 ,        Not run
Basic_TRAP_INT            , 0.376438 ,   0.393672 , 0.393793 ,    0.029539 ,      0.029832 ,    0.155369 ,      0.027976 ,        Not run
