Mean Runtime Report (sec.)  , 
Kernel                    , Kokkos_Lambda
Algorithm_SORT            ,      0.242775
Algorithm_SORTPAIRS       ,      0.000000
Apps_DEL_DOT_VEC_2D       ,      3.402114
Apps_ENERGY               ,      0.103177
Apps_FIR                  ,      0.045474
Apps_HALOEXCHANGE         ,      0.337674
Apps_LTIMES               ,      0.102975
Apps_LTIMES_NOVIEW        ,       Not run
Apps_PRESSURE             ,      0.136646
Apps_VOL3D                ,      0.069843
Basic_DAXPY               ,      0.033380
Basic_IF_QUAD             ,      0.051823
Basic_INIT3               ,      0.053819
Basic_INIT_VIEW1D         ,      0.132804
Basic_INIT_VIEW1D_OFFSET  ,      0.133180
Basic_MULADDSUB           ,      0.038450
Basic_NESTED_INIT         ,      0.092089
Basic_PI_ATOMIC           ,      6.328546
Basic_REDUCE3_INT         ,      0.004773
Basic_TRAP_INT            ,      0.005815
Lcals_DIFF_PREDICT        ,      0.061179
Lcals_EOS                 ,      0.069992
Lcals_FIRST_DIFF          ,      0.112384
Lcals_FIRST_MIN           ,      0.008013
Lcals_FIRST_SUM           ,      0.113451
Lcals_GEN_LIN_RECUR       ,      0.273162
Lcals_HYDRO_1D            ,      0.060853
Lcals_HYDRO_2D            ,      0.097757
Lcals_INT_PREDICT         ,      0.115396
Lcals_PLANCKIAN           ,      0.018257
Lcals_TRIDIAG_ELIM        ,      0.063270
Stream_ADD                ,      0.058724
Stream_COPY               ,      0.110420
Stream_DOT                ,      0.117352
Stream_MUL                ,      0.098255
Stream_TRIAD              ,      0.089415
