Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.023917 ,   0.948072 , 0.948474 ,    0.041793 ,      0.041596 ,    0.056827 ,       Not run ,        Not run
Apps_ENERGY               , 1.498969 ,   1.522925 , 1.628093 ,    0.079840 ,      0.071357 ,    0.072867 ,       Not run ,        Not run
Apps_FIR                  , 0.859585 ,   0.627002 , 0.626338 ,    0.069558 ,      0.053039 ,    0.063205 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.040183 ,   0.040250 , 0.040187 ,    0.574858 ,      0.355277 ,    0.900807 ,       Not run ,        Not run
Apps_LTIMES               , 0.295097 ,   0.228514 , 1.460114 ,    0.010584 ,      0.010744 ,    0.059390 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.299920 ,   0.225751 , 0.313656 ,    0.012653 ,      0.012824 ,    0.106376 ,       Not run ,        Not run
Apps_PRESSURE             , 1.661629 ,   1.645298 , 1.649220 ,    0.061533 ,      0.087538 ,    0.103258 ,       Not run ,        Not run
Apps_VOL3D                , 1.595411 ,   1.567394 , 1.544202 ,    0.067484 ,      0.065714 ,    0.073118 ,       Not run ,        Not run
Basic_DAXPY               , 0.336154 ,   0.330649 , 0.330263 ,    0.027617 ,      0.027709 ,    0.052575 ,      0.035983 ,        Not run
Basic_IF_QUAD             , 1.472133 ,   1.439338 , 1.445769 ,    0.044429 ,      0.046744 ,    0.052439 ,      0.050008 ,        Not run
Basic_INIT3               , 1.226486 ,   1.205309 , 1.054353 ,    0.057469 ,      0.057361 ,    0.080444 ,      0.059394 ,        Not run
Basic_INIT_VIEW1D         , 0.907326 ,   0.904458 , 0.905112 ,    0.156685 ,      0.133251 ,    0.336906 ,      0.146054 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.905762 ,   0.904975 , 1.139928 ,    0.131476 ,      0.130439 ,    0.325592 ,      0.142976 ,        Not run
Basic_MULADDSUB           , 0.890201 ,   0.843201 , 0.746831 ,    0.037724 ,      0.038020 ,    0.051708 ,      0.040350 ,        Not run
Basic_NESTED_INIT         , 0.365893 ,   0.365272 , 0.384711 ,    0.053310 ,      0.052657 ,    0.160382 ,      0.063207 ,        Not run
Basic_PI_ATOMIC           , 0.041298 ,   0.041308 , 0.175141 ,    9.562241 ,      9.123168 ,   21.500082 ,      6.728383 ,        Not run
Basic_REDUCE3_INT         , 0.008296 ,   0.008207 , 0.067522 ,    0.004355 ,      0.004330 ,    0.018046 ,      0.004949 ,        Not run
Basic_TRAP_INT            , 0.092554 ,   0.092532 , 0.099713 ,    0.007544 ,      0.008046 ,    0.012889 ,      0.005859 ,        Not run
Lcals_DIFF_PREDICT        , 1.534260 ,   1.544912 , 1.381533 ,    0.055997 ,      0.058953 ,    0.071243 ,      0.059249 ,        Not run
Lcals_EOS                 , 0.726076 ,   0.703420 , 0.700943 ,    0.036370 ,      0.036453 ,    0.079650 ,      0.068944 ,        Not run
Lcals_FIRST_DIFF          , 1.325694 ,   1.321843 , 1.321299 ,    0.108663 ,      0.109038 ,    0.202530 ,      0.121933 ,        Not run
Lcals_FIRST_MIN           , 0.037393 ,   0.037357 , 0.148875 ,    0.012505 ,      0.011837 ,    0.019425 ,      0.007371 ,        Not run
Lcals_FIRST_SUM           , 1.334431 ,   1.328190 , 1.327678 ,    0.112261 ,      0.110181 ,    0.200861 ,      0.120589 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.711127 ,   1.695115 , 1.709891 ,    0.338588 ,      0.333613 ,    0.552161 ,      0.313959 ,        Not run
Lcals_HYDRO_1D            , 1.028561 ,   1.032545 , 1.022911 ,    0.059508 ,      0.060102 ,    0.110801 ,      0.065575 ,        Not run
Lcals_HYDRO_2D            , 1.212585 ,   1.194190 , 1.301827 ,    0.051189 ,      0.051209 ,    0.074278 ,      0.055096 ,        Not run
Lcals_INT_PREDICT         , 2.134292 ,   2.135901 , 2.210496 ,    0.090341 ,      0.092507 ,    0.122521 ,      0.102299 ,        Not run
Lcals_PLANCKIAN           , 0.409202 ,   0.353213 , 0.354022 ,    0.016577 ,      0.017318 ,    0.019741 ,      0.017535 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.433662 ,   1.427171 , 1.425248 ,    0.061885 ,      0.061742 ,    0.110141 ,      0.067675 ,        Not run
Stream_ADD                , 1.020134 ,   1.013142 , 1.016045 ,    0.058000 ,      0.057453 ,    0.102766 ,      0.062857 ,        Not run
Stream_COPY               , 1.163017 ,   1.158033 , 1.165612 ,    0.096000 ,      0.090230 ,    0.162100 ,      0.109136 ,        Not run
Stream_DOT                , 1.308138 ,   1.297841 , 2.881035 ,    0.201191 ,      0.205398 ,    0.421783 ,      0.126056 ,        Not run
Stream_MUL                , 1.198334 ,   1.193143 , 1.191558 ,    0.095966 ,      0.095798 ,    0.185207 ,      0.106378 ,        Not run
Stream_TRIAD              , 1.014934 ,   1.008677 , 1.006964 ,    0.056026 ,      0.056978 ,    0.106718 ,      0.083576 ,        Not run
