FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Apps_DEL_DOT_VEC_2D       , -0.15           ,         , -0.15           ,         , -0.031          ,         , 0.015           ,        
Apps_ENERGY               , -0.0034         ,         , 0.093           ,         , -0.043          ,         , 0.0053          ,        
Apps_FIR                  , -0.27           ,         , -0.28           ,         , -0.017          ,         , -0.014          ,        
Apps_HALOEXCHANGE         , 0.0056          ,         , 0.013           ,         , 0.032           ,         , 1.1             ,OVER_TOL
Apps_LTIMES               , -0.24           ,         , 3.9             ,OVER_TOL , 0.026           ,         , 5.1             ,OVER_TOL
Apps_LTIMES_NOVIEW        , -0.25           ,         , 0.037           ,         , -0.029          ,         , 8.7             ,OVER_TOL
Apps_PRESSURE             , -0.031          ,         , -0.023          ,         , -0.0011         ,         , 0.98            ,OVER_TOL
Apps_VOL3D                , -0.023          ,         , -0.038          ,         , 2.3e-05         ,         , 0.075           ,        
Basic_DAXPY               , -0.014          ,         , -0.014          ,         , 0.025           ,         , 0.93            ,OVER_TOL
Basic_IF_QUAD             , -0.014          ,         , -0.029          ,         , -0.0019         ,         , 0.11            ,OVER_TOL
Basic_INIT3               , -0.033          ,         , -0.18           ,         , -0.051          ,         , 0.39            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.011          ,         , -0.011          ,         , -0.025          ,         , 1.5             ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.19           ,         , 0.015           ,         , -0.011          ,         , 1.5             ,OVER_TOL
Basic_MULADDSUB           , -0.061          ,         , -0.15           ,         , -0.098          ,         , 0.27            ,OVER_TOL
Basic_NESTED_INIT         , -0.018          ,         , 0.022           ,         , -0.0045         ,         , 1.9             ,OVER_TOL
Basic_PI_ATOMIC           , -0.0004         ,         , 3.2             ,OVER_TOL , 0.11            ,OVER_TOL , 1.4             ,OVER_TOL
Basic_REDUCE3_INT         , 0.0093          ,         , 7               ,OVER_TOL , -0.1            ,         , 13              ,OVER_TOL
Basic_TRAP_INT            , -0.00038        ,         , 0.067           ,         , -0.12           ,         , 1.4             ,OVER_TOL
Lcals_DIFF_PREDICT        , -0.014          ,         , -0.087          ,         , -0.047          ,         , 0.088           ,        
Lcals_EOS                 , -0.033          ,         , -0.033          ,         , -0.022          ,         , 1.6             ,OVER_TOL
Lcals_FIRST_DIFF          , -0.0037         ,         , -0.0036         ,         , -0.0078         ,         , 0.34            ,OVER_TOL
Lcals_FIRST_MIN           , -0.0029         ,         , 2.8             ,OVER_TOL , -0.083          ,         , 1.4             ,OVER_TOL
Lcals_FIRST_SUM           , -0.0043         ,         , -0.0041         ,         , 1.1e-06         ,         , 0.4             ,OVER_TOL
Lcals_GEN_LIN_RECUR       , -0.27           ,         , -0.25           ,         , -0.0033         ,         , 0.027           ,        
Lcals_HYDRO_1D            , -0.022          ,         , -0.0047         ,         , -0.0041         ,         , 0.95            ,OVER_TOL
Lcals_HYDRO_2D            , -0.02           ,         , 0.075           ,         , 0.0095          ,         , 0.39            ,OVER_TOL
Lcals_INT_PREDICT         , -0.00053        ,         , 0.041           ,         , -0.028          ,         , -0.0059         ,        
Lcals_PLANCKIAN           , -0.18           ,         , -0.18           ,         , -0.048          ,         , 0.021           ,        
Lcals_TRIDIAG_ELIM        , -0.023          ,         , -0.0092         ,         , 0.0074          ,         , 0.5             ,OVER_TOL
Stream_ADD                , 0.0094          ,         , -0.0085         ,         , 0.0061          ,         , 0.3             ,OVER_TOL
Stream_COPY               , -0.005          ,         , -0.0038         ,         , -0.4            ,         , -0.66           ,        
Stream_DOT                , -0.0038         ,         , 1.2             ,OVER_TOL , 0.003           ,         , 5.3             ,OVER_TOL
Stream_MUL                , -0.0061         ,         , -0.0062         ,         , -0.029          ,         , 0.86            ,OVER_TOL
Stream_TRIAD              , 0.022           ,         , -0.0073         ,         , -0.045          ,         , 1.3             ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.27           ,         , -0.28           ,         , -0.4            ,         , -0.66           ,        
Col Max                   , 0.022           ,         , 7               ,         , 0.11            ,         , 13              ,        
Col Avg                   , -0.055          ,         , 0.5             ,         , -0.03           ,         , 1.5             ,        
Col Std Dev               , 0.008           ,         , 2.2             ,         , 0.0059          ,         , 7.2             ,        
