Mean Runtime Report (sec.)  ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Base_Seq , Lambda_Seq , RAJA_Seq , Base_OpenMP , Lambda_OpenMP , RAJA_OpenMP , Kokkos_Lambda , Kokkos_Functor
Apps_DEL_DOT_VEC_2D       , 1.113078 ,   0.946869 , 0.947435 ,    0.094040 ,      0.042972 ,    0.056656 ,       Not run ,        Not run
Apps_ENERGY               , 1.521704 ,   1.523598 , 1.661693 ,    0.093604 ,      0.094887 ,    0.062469 ,       Not run ,        Not run
Apps_FIR                  , 0.852400 ,   0.629674 , 0.627774 ,    0.034512 ,      0.033079 ,    0.040405 ,       Not run ,        Not run
Apps_HALOEXCHANGE         , 0.037218 ,   0.037519 , 0.037946 ,    0.338979 ,      0.325528 ,    0.651746 ,       Not run ,        Not run
Apps_LTIMES               , 0.296990 ,   0.225597 , 1.441937 ,    0.024518 ,      0.025293 ,    0.093203 ,       Not run ,        Not run
Apps_LTIMES_NOVIEW        , 0.243869 ,   0.225859 , 0.312763 ,    0.011929 ,      0.012258 ,    0.113744 ,       Not run ,        Not run
Apps_PRESSURE             , 1.672763 ,   1.612538 , 1.631812 ,    0.065783 ,      0.065516 ,    0.105269 ,       Not run ,        Not run
Apps_VOL3D                , 1.602291 ,   1.567263 , 1.542928 ,    0.067087 ,      0.066621 ,    0.077040 ,       Not run ,        Not run
Basic_DAXPY               , 0.334219 ,   0.328558 , 0.328830 ,    0.048221 ,      0.031913 ,    0.051294 ,      0.036473 ,        Not run
Basic_IF_QUAD             , 1.476691 ,   1.443016 , 1.425880 ,    0.044478 ,      0.024034 ,    0.024495 ,      0.026558 ,        Not run
Basic_INIT3               , 1.247160 ,   1.212590 , 1.068010 ,    0.022614 ,      0.021984 ,    0.023777 ,      0.024421 ,        Not run
Basic_INIT_VIEW1D         , 0.903960 ,   0.896700 , 0.896609 ,    0.025472 ,      0.024594 ,    0.091714 ,      0.038167 ,        Not run
Basic_INIT_VIEW1D_OFFSET  , 0.905001 ,   0.896522 , 1.126443 ,    0.036757 ,      0.024263 ,    0.089459 ,      0.037841 ,        Not run
Basic_MULADDSUB           , 0.909952 ,   0.847089 , 0.732141 ,    0.016984 ,      0.017024 ,    0.019199 ,      0.019456 ,        Not run
Basic_NESTED_INIT         , 0.367837 ,   0.361104 , 0.375525 ,    0.011091 ,      0.011101 ,    0.061886 ,      0.019907 ,        Not run
Basic_PI_ATOMIC           , 0.041536 ,   0.041466 , 0.176021 ,    8.705357 ,      7.923936 ,   18.165996 ,      7.317978 ,        Not run
Basic_REDUCE3_INT         , 0.008485 ,   0.008497 , 0.067710 ,    0.000874 ,      0.000744 ,    0.009793 ,      0.002266 ,        Not run
Basic_TRAP_INT            , 0.092702 ,   0.092546 , 0.097423 ,    0.003241 ,      0.003055 ,    0.007739 ,      0.003292 ,        Not run
Lcals_DIFF_PREDICT        , 1.574306 ,   1.562697 , 1.431389 ,    0.039013 ,      0.035958 ,    0.038777 ,      0.037477 ,        Not run
Lcals_EOS                 , 0.755494 ,   0.703677 , 0.702822 ,    0.011334 ,      0.011803 ,    0.029584 ,      0.033806 ,        Not run
Lcals_FIRST_DIFF          , 1.321454 ,   1.316515 , 1.316914 ,    0.024319 ,      0.024129 ,    0.032924 ,      0.038313 ,        Not run
Lcals_FIRST_MIN           , 0.039948 ,   0.039500 , 0.148790 ,    0.002942 ,      0.002788 ,    0.010727 ,      0.002593 ,        Not run
Lcals_FIRST_SUM           , 1.324156 ,   1.318549 , 1.318314 ,    0.026889 ,      0.023700 ,    0.032575 ,      0.035293 ,        Not run
Lcals_GEN_LIN_RECUR       , 1.905702 ,   1.879233 , 1.906002 ,    0.189831 ,      0.182282 ,    0.200124 ,      0.205415 ,        Not run
Lcals_HYDRO_1D            , 1.005932 ,   1.001898 , 1.000120 ,    0.014797 ,      0.014721 ,    0.028252 ,      0.020818 ,        Not run
Lcals_HYDRO_2D            , 1.223862 ,   1.197912 , 1.300812 ,    0.034990 ,      0.034407 ,    0.046292 ,      0.052559 ,        Not run
Lcals_INT_PREDICT         , 2.133021 ,   2.128023 , 2.211397 ,    0.082280 ,      0.066568 ,    0.083330 ,      0.092562 ,        Not run
Lcals_PLANCKIAN           , 0.430611 ,   0.352162 , 0.352645 ,    0.008693 ,      0.008725 ,    0.009472 ,      0.009207 ,        Not run
Lcals_TRIDIAG_ELIM        , 1.427632 ,   1.410865 , 1.414970 ,    0.015072 ,      0.015459 ,    0.020681 ,      0.021102 ,        Not run
Stream_ADD                , 1.037284 ,   1.012921 , 1.017004 ,    0.013604 ,      0.013717 ,    0.017717 ,      0.019091 ,        Not run
Stream_COPY               , 1.139335 ,   1.132907 , 1.133842 ,    0.030170 ,      0.024404 ,    0.036303 ,      0.037823 ,        Not run
Stream_DOT                , 1.276549 ,   1.274708 , 2.875984 ,    0.032942 ,      0.032731 ,    0.195597 ,      0.040046 ,        Not run
Stream_MUL                , 1.190053 ,   1.186191 , 1.185389 ,    0.020841 ,      0.020695 ,    0.038002 ,      0.030084 ,        Not run
Stream_TRIAD              , 1.033767 ,   1.035803 , 1.013994 ,    0.012931 ,      0.013548 ,    0.025275 ,      0.032436 ,        Not run
