FOM Report : signed speedup(-)/slowdown(+) for each PM (base vs. RAJA) -> (T_RAJA - T_base) / T_base ) ,  ,  ,  ,  ,  ,  ,  , 
'OVER_TOL' in column to right if RAJA speedup is over tolerance ,  ,  ,  ,  ,  ,  ,  , 
Kernel                    , Lambda_Seq      ,         , RAJA_Seq        ,         , Lambda_OpenMP   ,         , RAJA_OpenMP     ,        
Basic_ATOMIC_PI           , 0.0022          ,         , 3.5             ,OVER_TOL , -0.067          ,         , 1.6             ,OVER_TOL
Basic_DAXPY               , -0.016          ,         , -0.018          ,         , -0.13           ,         , 1.2             ,OVER_TOL
Basic_IF_QUAD             , -0.026          ,         , -0.0052         ,         , 0.0095          ,         , 0.52            ,OVER_TOL
Basic_INIT3               , -0.014          ,         , -0.18           ,         , -0.022          ,         , 0.81            ,OVER_TOL
Basic_INIT_VIEW1D         , -0.0035         ,         , 0.29            ,OVER_TOL , -0.13           ,         , 0.69            ,OVER_TOL
Basic_INIT_VIEW1D_OFFSET  , -0.017          ,         , 0.27            ,OVER_TOL , -0.015          ,         , 1.1             ,OVER_TOL
Basic_MULADDSUB           , -0.037          ,         , -0.16           ,         , 0.028           ,         , 0.84            ,OVER_TOL
Basic_NESTED_INIT         , 0.0032          ,         , 0.004           ,         , -0.49           ,         , 1.1             ,OVER_TOL
Basic_REDUCE3_INT         , -0.2            ,         , 3               ,OVER_TOL , -0.0024         ,         , 3.4             ,OVER_TOL
Basic_TRAP_INT            , 0.044           ,         , 0.044           ,         , 0.0064          ,         , 0.64            ,OVER_TOL
                          ,                 ,         ,                 ,         ,                 ,         ,                 ,        
Col Min                   , -0.2            ,         , -0.18           ,         , -0.49           ,         , 0.52            ,        
Col Max                   , 0.044           ,         , 3.5             ,         , 0.028           ,         , 3.4             ,        
Col Avg                   , -0.026          ,         , 0.67            ,         , -0.081          ,         , 1.2             ,        
Col Std Dev               , 0.0038          ,         , 1.7             ,         , 0.021           ,         , 0.63            ,        
